ID,receiptNumber,store_ID,posSystem_ID,customer_ID,businessDate,createdAt,netRevenue,vatAmount,grossAmount,discountAmount,currency_code,paymentMethod,itemCount,dwellSeconds
RC-BLN01-0003154,BLN01-0003154,BLN01,SM-BLN01,CUST00077,2026-05-12,2026-05-12T14:35:04Z,2.43,0.35,2.78,0.0,EUR,Card payment 20,3,53
RC-BLN01-0003155,BLN01-0003155,BLN01,SM-BLN01,CUST00088,2026-05-12,2026-05-12T15:35:32Z,4.59,0.54,5.13,0.07,EUR,Card payment 20,4,90
RC-BLN01-0003156,BLN01-0003156,BLN01,SM-BLN01,,2026-05-12,2026-05-12T15:02:49Z,1.8,0.34,2.15,0.05,EUR,Card payment 10,2,75
RC-BLN01-0003157,BLN01-0003157,BLN01,SM-BLN01,,2026-05-12,2026-05-12T16:46:55Z,5.56,0.39,5.95,0.0,EUR,Card payment VISA,2,147
RC-BLN01-0003158,BLN01-0003158,BLN01,SM-BLN01,,2026-05-12,2026-05-12T16:48:38Z,1.78,0.12,1.9,0.0,EUR,Card payment VISA,1,76
RC-BLN01-0003159,BLN01-0003159,BLN01,SM-BLN01,CUST00206,2026-05-12,2026-05-12T16:17:04Z,5.88,0.41,6.29,0.41,EUR,Card payment Master Card,3,119
RC-BLN01-0003160,BLN01-0003160,BLN01,SM-BLN01,,2026-05-12,2026-05-12T17:45:03Z,5.42,0.73,6.15,0.0,EUR,Card payment 20,4,158
RC-BLN01-0003161,BLN01-0003161,BLN01,SM-BLN01,,2026-05-12,2026-05-12T17:07:14Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,93
RC-BLN01-0003162,BLN01-0003162,BLN01,MO-BLN01,,2026-05-12,2026-05-12T17:16:41Z,1.68,0.32,2.0,0.0,EUR,Card payment 10,1,90
RC-BLN01-0003163,BLN01-0003163,BLN01,SM-BLN01,,2026-05-12,2026-05-12T17:20:58Z,1.67,0.32,1.98,0.27,EUR,Card payment 20,1,192
RC-BLN01-0003164,BLN01-0003164,BLN01,SM-BLN01,CUST00388,2026-05-12,2026-05-12T17:51:29Z,3.92,0.27,4.19,0.81,EUR,Card payment 20,2,85
RC-BLN01-0003165,BLN01-0003165,BLN01,SM-BLN01,,2026-05-12,2026-05-12T18:54:58Z,4.19,0.31,4.5,0.0,EUR,Card payment VISA,2,165
RC-BLN01-0003166,BLN01-0003166,BLN01,SM-BLN01,,2026-05-12,2026-05-12T18:33:37Z,2.9,0.2,3.1,0.0,EUR,Card payment 20,1,107
RC-BLN01-0003167,BLN01-0003167,BLN01,SM-BLN01,,2026-05-12,2026-05-12T18:51:31Z,9.45,0.69,10.14,0.0,EUR,Card payment 10,4,133
RC-BLN01-0003168,BLN01-0003168,BLN01,SM-BLN01,CUST00410,2026-05-12,2026-05-12T19:42:55Z,0.76,0.14,0.91,0.79,EUR,Card payment Master Card,1,91
RC-BLN01-0003169,BLN01-0003169,BLN01,SM-BLN01,,2026-05-12,2026-05-12T19:15:32Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,90
RC-BLN01-0003170,BLN01-0003170,BLN01,SM-BLN01,,2026-05-12,2026-05-12T19:08:14Z,4.71,0.34,5.05,0.0,EUR,Card payment VISA,3,107
RC-BLN01-0003171,BLN01-0003171,BLN01,SM-BLN01,CUST00363,2026-05-12,2026-05-12T20:26:43Z,2.71,0.19,2.9,0.0,EUR,Card payment 20,1,88
RC-BLN01-0003172,BLN01-0003172,BLN01,SM-BLN01,,2026-05-12,2026-05-12T21:09:25Z,0.16,0.03,0.19,0.06,EUR,Card payment 10,1,90
RC-BLN01-0003173,BLN01-0003173,BLN01,SM-BLN01,CUST00106,2026-05-12,2026-05-12T21:01:26Z,4.72,0.53,5.25,0.0,EUR,Card payment American Express,2,165
RC-BLN01-0003174,BLN01-0003174,BLN01,SM-BLN01,,2026-05-12,2026-05-12T21:05:53Z,4.58,0.32,4.9,0.0,EUR,Card payment 20,1,133
RC-BLN01-0003175,BLN01-0003175,BLN01,SM-BLN01,,2026-05-13,2026-05-13T08:58:18Z,1.33,0.25,1.58,0.82,EUR,Card payment VISA,1,154
RC-BLN01-0003176,BLN01-0003176,BLN01,SM-BLN01,CUST00451,2026-05-13,2026-05-13T09:21:55Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,130
RC-BLN01-0003177,BLN01-0003177,BLN01,MO-BLN01,,2026-05-13,2026-05-13T09:33:19Z,2.81,0.19,3.0,0.0,EUR,Card payment 20,2,137
RC-BLN01-0003178,BLN01-0003178,BLN01,SM-BLN01,,2026-05-13,2026-05-13T11:19:58Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,97
RC-BLN01-0003179,BLN01-0003179,BLN01,MO-BLN01,,2026-05-13,2026-05-13T11:15:29Z,4.28,0.42,4.7,0.0,EUR,Card payment 20,3,160
RC-BLN01-0003180,BLN01-0003180,BLN01,SM-BLN01,,2026-05-13,2026-05-13T12:37:31Z,44.42,3.27,47.69,0.41,EUR,Card payment Master Card,3,77
RC-BLN01-0003181,BLN01-0003181,BLN01,SM-BLN01,,2026-05-13,2026-05-13T12:38:14Z,4.94,0.51,5.45,0.0,EUR,Card payment Master Card,2,72
RC-BLN01-0003182,BLN01-0003182,BLN01,SM-BLN01,CUST00038,2026-05-13,2026-05-13T12:47:35Z,1.34,0.26,1.6,0.0,EUR,Card payment Master Card,1,98
RC-BLN01-0003183,BLN01-0003183,BLN01,MO-BLN01,,2026-05-13,2026-05-13T13:55:17Z,2.53,0.2,2.72,0.11,EUR,Card payment 20,3,78
RC-BLN01-0003184,BLN01-0003184,BLN01,SM-BLN01,,2026-05-13,2026-05-13T13:24:30Z,8.56,0.92,9.48,0.12,EUR,Card payment 10,4,91
RC-BLN01-0003185,BLN01-0003185,BLN01,SM-BLN01,,2026-05-13,2026-05-13T13:43:41Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,149
RC-BLN01-0003186,BLN01-0003186,BLN01,SM-BLN01,,2026-05-13,2026-05-13T13:55:16Z,1.38,0.1,1.48,0.0,EUR,Card payment 20,2,120
RC-BLN01-0003187,BLN01-0003187,BLN01,SM-BLN01,CUST00027,2026-05-13,2026-05-13T14:35:32Z,1.47,0.28,1.75,0.0,EUR,Card payment VISA,2,100
RC-BLN01-0003188,BLN01-0003188,BLN01,SM-BLN01,,2026-05-13,2026-05-13T14:06:43Z,5.89,0.61,6.5,0.0,EUR,Card payment 20,5,75
RC-BLN01-0003189,BLN01-0003189,BLN01,SM-BLN01,,2026-05-13,2026-05-13T14:13:23Z,4.86,0.36,5.22,0.03,EUR,Card payment 20,3,128
RC-BLN01-0003190,BLN01-0003190,BLN01,SM-BLN01,,2026-05-13,2026-05-13T14:31:41Z,3.86,0.45,4.31,0.39,EUR,Card payment VISA,2,87
RC-BLN01-0003191,BLN01-0003191,BLN01,SM-BLN01,,2026-05-13,2026-05-13T15:12:38Z,2.27,0.33,2.6,0.0,EUR,Card payment VISA,2,109
RC-BLN01-0003192,BLN01-0003192,BLN01,SM-BLN01,,2026-05-13,2026-05-13T15:33:57Z,4.97,0.53,5.51,0.79,EUR,Card payment 20,3,65
RC-BLN01-0003193,BLN01-0003193,BLN01,SM-BLN01,,2026-05-13,2026-05-13T15:04:36Z,3.5,0.25,3.75,0.0,EUR,Card payment VISA,1,159
RC-BLN01-0003194,BLN01-0003194,BLN01,MO-BLN01,CUST00356,2026-05-13,2026-05-13T15:23:02Z,0.93,0.07,1.0,0.0,EUR,Card payment 20,1,76
RC-BLN01-0003195,BLN01-0003195,BLN01,SM-BLN01,CUST00314,2026-05-13,2026-05-13T15:35:06Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,125
RC-BLN01-0003196,BLN01-0003196,BLN01,SM-BLN01,,2026-05-13,2026-05-13T16:44:28Z,10.0,1.9,11.9,0.0,EUR,Card payment Master Card,1,89
RC-BLN01-0003197,BLN01-0003197,BLN01,SM-BLN01,,2026-05-13,2026-05-13T16:13:58Z,1.85,0.35,2.2,0.0,EUR,Card payment VISA,1,148
RC-BLN01-0003198,BLN01-0003198,BLN01,SM-BLN01,CUST00356,2026-05-13,2026-05-13T16:24:56Z,4.52,0.48,5.0,0.0,EUR,Card payment VISA,4,142
RC-BLN01-0003199,BLN01-0003199,BLN01,SM-BLN01,,2026-05-13,2026-05-13T16:16:20Z,8.53,0.82,9.35,0.0,EUR,Card payment Master Card,4,92
RC-BLN01-0003200,BLN01-0003200,BLN01,MO-BLN01,,2026-05-13,2026-05-13T16:51:42Z,2.19,0.32,2.5,0.2,EUR,Card payment 20,2,91
RC-BLN01-0003201,BLN01-0003201,BLN01,SM-BLN01,,2026-05-13,2026-05-13T17:18:16Z,3.65,0.39,4.04,0.16,EUR,Card payment 20,2,138
RC-BLN01-0003202,BLN01-0003202,BLN01,SM-BLN01,,2026-05-13,2026-05-13T17:21:09Z,6.35,0.45,6.8,0.0,EUR,Card payment Master Card,3,97
RC-BLN01-0003203,BLN01-0003203,BLN01,SM-BLN01,,2026-05-13,2026-05-13T17:11:24Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,123
RC-BLN01-0003204,BLN01-0003204,BLN01,SM-BLN01,,2026-05-13,2026-05-13T17:42:54Z,3.62,0.26,3.88,0.0,EUR,Card payment 20,2,155
RC-BLN01-0003205,BLN01-0003205,BLN01,MO-BLN01,,2026-05-13,2026-05-13T17:46:51Z,3.62,0.37,3.99,0.0,EUR,Card payment 20,2,83
RC-BLN01-0003206,BLN01-0003206,BLN01,SM-BLN01,,2026-05-13,2026-05-13T18:51:36Z,0.87,0.06,0.93,0.07,EUR,Card payment 20,1,86
RC-BLN01-0003207,BLN01-0003207,BLN01,SM-BLN01,CUST00410,2026-05-13,2026-05-13T18:44:58Z,3.27,0.23,3.5,0.0,EUR,Card payment 20,2,97
RC-BLN01-0003208,BLN01-0003208,BLN01,MO-BLN01,CUST00074,2026-05-13,2026-05-13T18:55:21Z,3.48,0.42,3.9,0.0,EUR,Card payment 20,3,147
RC-BLN01-0003209,BLN01-0003209,BLN01,MO-BLN01,,2026-05-13,2026-05-13T18:50:59Z,5.13,0.97,6.1,0.0,EUR,Card payment VISA,3,117
RC-BLN01-0003210,BLN01-0003210,BLN01,SM-BLN01,,2026-05-13,2026-05-13T19:00:49Z,5.62,0.78,6.4,0.0,EUR,Card payment 20,2,122
RC-BLN01-0003211,BLN01-0003211,BLN01,SM-BLN01,,2026-05-13,2026-05-13T19:21:51Z,0.17,0.03,0.2,0.05,EUR,Card payment VISA,1,121
RC-BLN01-0003212,BLN01-0003212,BLN01,SM-BLN01,CUST00443,2026-05-13,2026-05-13T20:48:19Z,7.02,0.48,7.5,0.0,EUR,Card payment 20,3,60
RC-BLN01-0003213,BLN01-0003213,BLN01,SM-BLN01,,2026-05-13,2026-05-13T20:00:48Z,2.02,0.38,2.4,0.0,EUR,Card payment 20,1,93
RC-BLN01-0003214,BLN01-0003214,BLN01,SM-BLN01,CUST00121,2026-05-13,2026-05-13T21:58:46Z,2.69,0.38,3.07,0.28,EUR,Card payment VISA,3,58
RC-BLN01-0003215,BLN01-0003215,BLN01,SM-BLN01,CUST00043,2026-05-13,2026-05-13T22:35:06Z,0.21,0.04,0.25,0.0,EUR,Card payment Master Card,1,137
RC-BLN01-0003216,BLN01-0003216,BLN01,SM-BLN01,,2026-05-13,2026-05-13T22:19:43Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,150
RC-BLN01-0003217,BLN01-0003217,BLN01,SM-BLN01,,2026-05-14,2026-05-14T08:29:11Z,3.07,0.21,3.28,0.22,EUR,Card payment 20,1,72
RC-BLN01-0003218,BLN01-0003218,BLN01,SM-BLN01,,2026-05-14,2026-05-14T09:14:27Z,1.77,0.33,2.1,0.0,EUR,Card payment 20,2,201
RC-BLN01-0003219,BLN01-0003219,BLN01,SM-BLN01,,2026-05-14,2026-05-14T11:04:40Z,1.81,0.34,2.15,0.0,EUR,Card payment,2,121
RC-BLN01-0003220,BLN01-0003220,BLN01,SM-BLN01,,2026-05-14,2026-05-14T11:46:39Z,1.26,0.24,1.5,0.0,EUR,Card payment 20,1,91
RC-BLN01-0003221,BLN01-0003221,BLN01,SM-BLN01,,2026-05-14,2026-05-14T12:25:46Z,0.21,0.04,0.25,0.0,EUR,Card payment 10,1,82
RC-BLN01-0003222,BLN01-0003222,BLN01,SM-BLN01,,2026-05-14,2026-05-14T12:36:28Z,7.59,0.91,8.5,0.0,EUR,Card payment VISA,3,121
RC-BLN01-0003223,BLN01-0003223,BLN01,SM-BLN01,,2026-05-14,2026-05-14T12:04:34Z,2.76,0.19,2.95,0.0,EUR,Card payment VISA,1,88
RC-BLN01-0003224,BLN01-0003224,BLN01,SM-BLN01,,2026-05-14,2026-05-14T12:29:08Z,3.64,0.26,3.9,0.0,EUR,Card payment 20,2,100
RC-BLN01-0003225,BLN01-0003225,BLN01,SM-BLN01,,2026-05-14,2026-05-14T12:33:18Z,1.13,0.22,1.35,0.0,EUR,Card payment 20,2,100
RC-BLN01-0003226,BLN01-0003226,BLN01,SM-BLN01,CUST00444,2026-05-14,2026-05-14T13:55:34Z,4.44,0.51,4.95,0.0,EUR,Card payment 20,4,93
RC-BLN01-0003227,BLN01-0003227,BLN01,SM-BLN01,,2026-05-14,2026-05-14T13:42:14Z,1.64,0.31,1.95,0.0,EUR,Card payment VISA,2,182
RC-BLN01-0003228,BLN01-0003228,BLN01,SM-BLN01,CUST00065,2026-05-14,2026-05-14T14:30:42Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,102
RC-BLN01-0003229,BLN01-0003229,BLN01,SM-BLN01,,2026-05-14,2026-05-14T14:08:25Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,109
RC-BLN01-0003230,BLN01-0003230,BLN01,SM-BLN01,,2026-05-14,2026-05-14T15:15:55Z,5.24,0.36,5.6,0.0,EUR,Card payment 20,2,116
RC-BLN01-0003231,BLN01-0003231,BLN01,SM-BLN01,,2026-05-14,2026-05-14T15:17:53Z,2.32,0.16,2.48,0.0,EUR,Card payment 20,3,113
RC-BLN01-0003232,BLN01-0003232,BLN01,SM-BLN01,,2026-05-14,2026-05-14T15:55:06Z,5.62,0.93,6.55,0.0,EUR,Card payment Master Card,4,111
RC-BLN01-0003233,BLN01-0003233,BLN01,MO-BLN01,CUST00074,2026-05-14,2026-05-14T16:00:54Z,5.61,0.39,6.0,0.0,EUR,Card payment VISA,3,84
RC-BLN01-0003234,BLN01-0003234,BLN01,SM-BLN01,CUST00348,2026-05-14,2026-05-14T16:38:41Z,4.86,0.34,5.2,0.0,EUR,Card payment 20,2,62
RC-BLN01-0003235,BLN01-0003235,BLN01,SM-BLN01,,2026-05-14,2026-05-14T17:33:15Z,3.35,0.23,3.58,0.12,EUR,Card payment 10,2,108
RC-BLN01-0003236,BLN01-0003236,BLN01,SM-BLN01,,2026-05-14,2026-05-14T17:05:03Z,4.62,0.58,5.2,0.0,EUR,Card payment 20,3,101
RC-BLN01-0003237,BLN01-0003237,BLN01,SM-BLN01,,2026-05-14,2026-05-14T17:48:56Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,54
RC-BLN01-0003238,BLN01-0003238,BLN01,SM-BLN01,,2026-05-14,2026-05-14T17:36:40Z,1.34,0.26,1.6,0.0,EUR,Card payment 20,1,175
RC-BLN01-0003239,BLN01-0003239,BLN01,MO-BLN01,,2026-05-14,2026-05-14T18:22:47Z,0.93,0.07,1.0,0.0,EUR,Card payment 20,1,111
RC-BLN01-0003240,BLN01-0003240,BLN01,SM-BLN01,CUST00028,2026-05-14,2026-05-14T18:20:24Z,2.65,0.2,2.85,0.0,EUR,Card payment 20,2,123
RC-BLN01-0003241,BLN01-0003241,BLN01,MO-BLN01,,2026-05-14,2026-05-14T18:20:43Z,1.57,0.11,1.68,0.12,EUR,Card payment 20,1,168
RC-BLN01-0003242,BLN01-0003242,BLN01,SM-BLN01,CUST00465,2026-05-14,2026-05-14T18:49:13Z,2.78,0.53,3.31,0.09,EUR,Card payment 20,2,103
RC-BLN01-0003243,BLN01-0003243,BLN01,SM-BLN01,CUST00347,2026-05-14,2026-05-14T18:18:28Z,3.77,0.43,4.2,0.0,EUR,Card payment VISA,2,127
RC-BLN01-0003244,BLN01-0003244,BLN01,SM-BLN01,CUST00403,2026-05-14,2026-05-14T19:49:29Z,0.04,0.01,0.04,0.04,EUR,Card payment Master Card,1,118
RC-BLN01-0003245,BLN01-0003245,BLN01,MO-BLN01,CUST00444,2026-05-14,2026-05-14T19:25:37Z,3.12,0.23,3.35,0.0,EUR,Card payment 20,2,72
RC-BLN01-0003246,BLN01-0003246,BLN01,MO-BLN01,,2026-05-14,2026-05-14T20:43:01Z,5.83,0.8,6.63,1.07,EUR,Card payment VISA,2,151
RC-BLN01-0003247,BLN01-0003247,BLN01,SM-BLN01,CUST00069,2026-05-14,2026-05-14T20:42:00Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,99
RC-BLN01-0003248,BLN01-0003248,BLN01,MO-BLN01,CUST00027,2026-05-14,2026-05-14T21:40:07Z,2.55,0.2,2.75,0.0,EUR,Card payment 20,2,145
RC-BLN01-0003249,BLN01-0003249,BLN01,SM-BLN01,CUST00069,2026-05-15,2026-05-15T08:33:37Z,1.99,0.14,2.12,0.38,EUR,Card payment Master Card,1,109
RC-BLN01-0003250,BLN01-0003250,BLN01,SM-BLN01,CUST00430,2026-05-15,2026-05-15T10:19:11Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,36
RC-BLN01-0003251,BLN01-0003251,BLN01,SM-BLN01,,2026-05-15,2026-05-15T11:36:19Z,0.8,0.15,0.96,0.74,EUR,Card payment 20,1,176
RC-BLN01-0003252,BLN01-0003252,BLN01,MO-BLN01,CUST00038,2026-05-15,2026-05-15T12:17:27Z,2.1,0.15,2.25,0.0,EUR,Card payment 20,1,116
RC-BLN01-0003253,BLN01-0003253,BLN01,SM-BLN01,,2026-05-15,2026-05-15T13:00:00Z,1.34,0.26,1.6,0.0,EUR,Card payment 20,1,105
RC-BLN01-0003254,BLN01-0003254,BLN01,SM-BLN01,CUST00355,2026-05-15,2026-05-15T13:18:28Z,1.76,0.12,1.88,0.62,EUR,Card payment 20,1,143
RC-BLN01-0003255,BLN01-0003255,BLN01,SM-BLN01,CUST00448,2026-05-15,2026-05-15T14:32:45Z,4.61,0.32,4.93,0.47,EUR,Card payment 20,2,106
RC-BLN01-0003256,BLN01-0003256,BLN01,SM-BLN01,CUST00451,2026-05-15,2026-05-15T15:06:16Z,3.41,0.54,3.95,0.25,EUR,Card payment 20,3,104
RC-BLN01-0003257,BLN01-0003257,BLN01,SM-BLN01,,2026-05-15,2026-05-15T15:09:54Z,1.43,0.27,1.7,0.0,EUR,Card payment 10,1,101
RC-BLN01-0003258,BLN01-0003258,BLN01,SM-BLN01,CUST00418,2026-05-15,2026-05-15T16:27:24Z,3.04,0.21,3.24,0.16,EUR,Card payment VISA,2,96
RC-BLN01-0003259,BLN01-0003259,BLN01,SM-BLN01,,2026-05-15,2026-05-15T16:11:29Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,67
RC-BLN01-0003260,BLN01-0003260,BLN01,SM-BLN01,CUST00144,2026-05-15,2026-05-15T16:49:35Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,129
RC-BLN01-0003261,BLN01-0003261,BLN01,SM-BLN01,,2026-05-15,2026-05-15T16:47:03Z,2.02,0.14,2.16,0.34,EUR,Card payment 10,1,67
RC-BLN01-0003262,BLN01-0003262,BLN01,MO-BLN01,,2026-05-15,2026-05-15T17:54:07Z,2.61,0.18,2.79,0.0,EUR,Card payment VISA,1,182
RC-BLN01-0003263,BLN01-0003263,BLN01,SM-BLN01,CUST00448,2026-05-15,2026-05-15T17:37:46Z,1.14,0.11,1.25,0.0,EUR,Card payment 20,2,44
RC-BLN01-0003264,BLN01-0003264,BLN01,SM-BLN01,CUST00291,2026-05-15,2026-05-15T18:54:18Z,2.92,0.23,3.15,0.0,EUR,Card payment 10,2,75
RC-BLN01-0003265,BLN01-0003265,BLN01,SM-BLN01,CUST00314,2026-05-15,2026-05-15T20:09:29Z,1.64,0.31,1.95,0.0,EUR,Card payment Master Card,1,93
RC-BLN01-0003266,BLN01-0003266,BLN01,SM-BLN01,CUST00324,2026-05-16,2026-05-16T11:23:33Z,2.71,0.19,2.9,0.0,EUR,Card payment 20,1,66
RC-BLN01-0003267,BLN01-0003267,BLN01,SM-BLN01,,2026-05-16,2026-05-16T12:53:35Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,135
RC-BLN01-0003268,BLN01-0003268,BLN01,MO-BLN01,CUST00144,2026-05-16,2026-05-16T13:29:02Z,0.34,0.06,0.4,0.0,EUR,Card payment 20,2,84
RC-BLN01-0003269,BLN01-0003269,BLN01,SM-BLN01,CUST00478,2026-05-16,2026-05-16T14:39:02Z,4.68,0.32,5.0,0.0,EUR,Card payment 20,2,214
RC-BLN01-0003270,BLN01-0003270,BLN01,SM-BLN01,CUST00355,2026-05-16,2026-05-16T15:11:15Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,103
RC-BLN01-0003271,BLN01-0003271,BLN01,MO-BLN01,,2026-05-16,2026-05-16T15:54:55Z,0.47,0.03,0.5,0.0,EUR,Card payment 20,1,134
RC-BLN01-0003272,BLN01-0003272,BLN01,SM-BLN01,,2026-05-16,2026-05-16T15:16:02Z,0.13,0.02,0.15,0.0,EUR,Card payment Master Card,1,41
RC-BLN01-0003273,BLN01-0003273,BLN01,SM-BLN01,CUST00045,2026-05-16,2026-05-16T16:31:13Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,171
RC-BLN01-0003274,BLN01-0003274,BLN01,SM-BLN01,CUST00291,2026-05-16,2026-05-16T16:03:44Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,142
RC-BLN01-0003275,BLN01-0003275,BLN01,SM-BLN01,,2026-05-16,2026-05-16T17:53:11Z,1.43,0.27,1.7,0.0,EUR,Card payment VISA,1,97
RC-BLN01-0003276,BLN01-0003276,BLN01,MO-BLN01,,2026-05-17,2026-05-17T12:59:08Z,1.14,0.21,1.35,0.0,EUR,Card payment 20,2,108
RC-BLN01-0003277,BLN01-0003277,BLN01,SM-BLN01,,2026-05-17,2026-05-17T13:31:36Z,5.47,0.58,6.05,0.0,EUR,Card payment Master Card,4,161
RC-BLN01-0003278,BLN01-0003278,BLN01,SM-BLN01,,2026-05-17,2026-05-17T13:13:02Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,75
RC-BLN01-0003279,BLN01-0003279,BLN01,SM-BLN01,CUST00028,2026-05-17,2026-05-17T13:52:01Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,81
RC-BLN01-0003280,BLN01-0003280,BLN01,SM-BLN01,,2026-05-17,2026-05-17T14:43:45Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,139
RC-BLN01-0003281,BLN01-0003281,BLN01,SM-BLN01,,2026-05-17,2026-05-17T14:04:40Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,95
RC-BLN01-0003282,BLN01-0003282,BLN01,SM-BLN01,,2026-05-17,2026-05-17T15:28:48Z,2.52,0.18,2.7,0.0,EUR,Card payment Master Card,1,131
RC-BLN01-0003283,BLN01-0003283,BLN01,SM-BLN01,CUST00273,2026-05-17,2026-05-17T16:58:32Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,169
RC-BLN01-0003284,BLN01-0003284,BLN01,SM-BLN01,CUST00188,2026-05-17,2026-05-17T17:43:50Z,0.93,0.07,1.0,0.0,EUR,Card payment 20,1,93
RC-BLN01-0003285,BLN01-0003285,BLN01,MO-BLN01,,2026-05-17,2026-05-17T18:03:32Z,1.52,0.11,1.63,0.37,EUR,Card payment 20,1,108
RC-BLN01-0003286,BLN01-0003286,BLN01,SM-BLN01,,2026-05-17,2026-05-17T18:45:53Z,1.12,0.08,1.2,0.0,EUR,Card payment,1,135
RC-BLN01-0003287,BLN01-0003287,BLN01,SM-BLN01,,2026-05-17,2026-05-17T19:38:51Z,0.75,0.06,0.81,0.19,EUR,Card payment 20,1,144
RC-BLN01-0003288,BLN01-0003288,BLN01,SM-BLN01,,2026-05-17,2026-05-17T20:55:09Z,4.39,0.31,4.7,0.0,EUR,Card payment 20,1,119
RC-BLN01-0003289,BLN01-0003289,BLN01,MO-BLN01,CUST00083,2026-05-17,2026-05-17T21:46:37Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,153
RC-BLN01-0003290,BLN01-0003290,BLN01,SM-BLN01,,2026-05-18,2026-05-18T08:27:45Z,1.87,0.13,2.0,0.0,EUR,Card payment 20,1,222
RC-BLN01-0003291,BLN01-0003291,BLN01,SM-BLN01,,2026-05-18,2026-05-18T09:58:47Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,123
RC-BLN01-0003292,BLN01-0003292,BLN01,SM-BLN01,,2026-05-18,2026-05-18T10:57:56Z,3.49,0.66,4.15,0.0,EUR,Card payment 20,2,73
RC-BLN01-0003293,BLN01-0003293,BLN01,SM-BLN01,,2026-05-18,2026-05-18T12:46:40Z,5.03,0.54,5.58,0.72,EUR,Card payment VISA,4,116
RC-BLN01-0003294,BLN01-0003294,BLN01,SM-BLN01,,2026-05-18,2026-05-18T12:27:58Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,44
RC-BLN01-0003295,BLN01-0003295,BLN01,SM-BLN01,,2026-05-18,2026-05-18T12:12:01Z,1.26,0.24,1.5,0.0,EUR,Card payment 20,1,96
RC-BLN01-0003296,BLN01-0003296,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:25:53Z,0.07,0.01,0.08,0.0,EUR,Card payment 20,1,94
RC-BLN01-0003297,BLN01-0003297,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:26:50Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,107
RC-BLN01-0003298,BLN01-0003298,BLN01,SM-BLN01,CUST00155,2026-05-18,2026-05-18T13:10:34Z,1.27,0.24,1.51,0.19,EUR,Card payment 20,1,148
RC-BLN01-0003299,BLN01-0003299,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:41:34Z,0.13,0.02,0.15,0.0,EUR,Card payment,1,207
RC-BLN01-0003300,BLN01-0003300,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:26:36Z,4.86,0.34,5.2,0.0,EUR,Card payment 20,2,94
RC-BLN01-0003301,BLN01-0003301,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:11:24Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,84
RC-BLN01-0003302,BLN01-0003302,BLN01,MO-BLN01,CUST00088,2026-05-18,2026-05-18T13:45:56Z,4.02,0.28,4.3,0.0,EUR,Card payment VISA,2,199
RC-BLN01-0003303,BLN01-0003303,BLN01,SM-BLN01,CUST00033,2026-05-18,2026-05-18T13:19:31Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,88
RC-BLN01-0003304,BLN01-0003304,BLN01,MO-BLN01,,2026-05-18,2026-05-18T13:12:11Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,157
RC-BLN01-0003305,BLN01-0003305,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:47:15Z,1.41,0.09,1.51,0.39,EUR,Card payment,1,58
RC-BLN01-0003306,BLN01-0003306,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:07:06Z,2.15,0.15,2.3,0.0,EUR,Card payment 20,1,105
RC-BLN01-0003307,BLN01-0003307,BLN01,SM-BLN01,,2026-05-18,2026-05-18T13:36:43Z,0.25,0.05,0.3,0.0,EUR,Card payment 20,1,193
