ID,hourStart,businessDate,hourOfDay,dayOfWeek,store_ID,article_ID,quantity,netRevenue,vatAmount,grossAmount,currency_code,isActual
HS-WDF01-004295,2026-06-13T11:00:00Z,2026-06-13,11,5,WDF01,AR90004,1.0,0.2,0.05,0.25,EUR,True
HS-WDF01-004296,2026-06-13T11:00:00Z,2026-06-13,11,5,WDF01,AR90008,1.0,1.31,0.09,1.4,EUR,True
HS-WDF01-004297,2026-06-13T11:00:00Z,2026-06-13,11,5,WDF01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004298,2026-06-13T11:00:00Z,2026-06-13,11,5,WDF01,AR90036,2.0,2.86,0.54,3.4,EUR,True
HS-WDF01-004299,2026-06-13T21:00:00Z,2026-06-13,21,5,WDF01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-WDF01-004300,2026-06-13T21:00:00Z,2026-06-13,21,5,WDF01,AR90011,1.0,0.71,0.14,0.85,EUR,True
HS-WDF01-004301,2026-06-13T21:00:00Z,2026-06-13,21,5,WDF01,AR90013,1.0,0.72,0.13,0.85,EUR,True
HS-WDF01-004302,2026-06-14T02:00:00Z,2026-06-14,2,6,WDF01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-WDF01-004303,2026-06-14T02:00:00Z,2026-06-14,2,6,WDF01,AR90015,2.0,2.13,0.41,2.54,EUR,True
HS-WDF01-004304,2026-06-14T10:00:00Z,2026-06-14,10,6,WDF01,AR00064,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004305,2026-06-14T10:00:00Z,2026-06-14,10,6,WDF01,AR00160,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004306,2026-06-14T10:00:00Z,2026-06-14,10,6,WDF01,AR00394,1.0,2.71,0.19,2.9,EUR,True
HS-WDF01-004307,2026-06-14T11:00:00Z,2026-06-14,11,6,WDF01,AR00024,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004308,2026-06-14T11:00:00Z,2026-06-14,11,6,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004309,2026-06-14T11:00:00Z,2026-06-14,11,6,WDF01,AR90013,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004310,2026-06-14T13:00:00Z,2026-06-14,13,6,WDF01,AR00118,1.0,2.76,0.19,2.95,EUR,True
HS-WDF01-004311,2026-06-14T13:00:00Z,2026-06-14,13,6,WDF01,AR00159,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004312,2026-06-14T13:00:00Z,2026-06-14,13,6,WDF01,AR00213,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004313,2026-06-14T13:00:00Z,2026-06-14,13,6,WDF01,AR00376,1.0,3.97,0.28,4.25,EUR,True
HS-WDF01-004314,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00055,1.0,2.33,0.17,2.5,EUR,True
HS-WDF01-004315,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00056,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004316,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00057,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004317,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00058,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004318,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00286,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004319,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR00394,1.0,2.71,0.19,2.9,EUR,True
HS-WDF01-004320,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004321,2026-06-14T17:00:00Z,2026-06-14,17,6,WDF01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-WDF01-004322,2026-06-15T13:00:00Z,2026-06-15,13,0,WDF01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004323,2026-06-15T14:00:00Z,2026-06-15,14,0,WDF01,AR00009,1.0,0.93,0.07,1.0,EUR,True
HS-WDF01-004324,2026-06-15T14:00:00Z,2026-06-15,14,0,WDF01,AR00011,1.0,0.94,0.06,1.0,EUR,True
HS-WDF01-004325,2026-06-15T14:00:00Z,2026-06-15,14,0,WDF01,AR00188,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004326,2026-06-15T16:00:00Z,2026-06-15,16,0,WDF01,AR00161,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004327,2026-06-15T16:00:00Z,2026-06-15,16,0,WDF01,AR00241,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004328,2026-06-15T17:00:00Z,2026-06-15,17,0,WDF01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-WDF01-004329,2026-06-15T17:00:00Z,2026-06-15,17,0,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004330,2026-06-15T17:00:00Z,2026-06-15,17,0,WDF01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-WDF01-004331,2026-06-15T18:00:00Z,2026-06-15,18,0,WDF01,AR00210,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004332,2026-06-15T18:00:00Z,2026-06-15,18,0,WDF01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-WDF01-004333,2026-06-15T18:00:00Z,2026-06-15,18,0,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004334,2026-06-15T18:00:00Z,2026-06-15,18,0,WDF01,AR90009,1.0,1.34,0.26,1.6,EUR,True
HS-WDF01-004335,2026-06-15T18:00:00Z,2026-06-15,18,0,WDF01,AR90031,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004336,2026-06-15T20:00:00Z,2026-06-15,20,0,WDF01,AR00210,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004337,2026-06-16T01:00:00Z,2026-06-16,1,1,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004338,2026-06-16T01:00:00Z,2026-06-16,1,1,WDF01,AR90015,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004339,2026-06-16T08:00:00Z,2026-06-16,8,1,WDF01,AR00009,1.0,0.93,0.07,1.0,EUR,True
HS-WDF01-004340,2026-06-16T08:00:00Z,2026-06-16,8,1,WDF01,AR00244,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004341,2026-06-16T08:00:00Z,2026-06-16,8,1,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004342,2026-06-16T08:00:00Z,2026-06-16,8,1,WDF01,AR90015,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004343,2026-06-16T11:00:00Z,2026-06-16,11,1,WDF01,AR00243,1.0,2.33,0.17,2.5,EUR,True
HS-WDF01-004344,2026-06-16T11:00:00Z,2026-06-16,11,1,WDF01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004345,2026-06-16T11:00:00Z,2026-06-16,11,1,WDF01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-WDF01-004346,2026-06-16T11:00:00Z,2026-06-16,11,1,WDF01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004347,2026-06-16T15:00:00Z,2026-06-16,15,1,WDF01,AR00208,1.0,0.47,0.03,0.5,EUR,True
HS-WDF01-004348,2026-06-16T15:00:00Z,2026-06-16,15,1,WDF01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-WDF01-004349,2026-06-16T15:00:00Z,2026-06-16,15,1,WDF01,AR00292,1.0,1.85,0.35,2.2,EUR,True
HS-WDF01-004350,2026-06-16T15:00:00Z,2026-06-16,15,1,WDF01,AR00377,1.0,3.97,0.28,4.25,EUR,True
HS-WDF01-004351,2026-06-16T15:00:00Z,2026-06-16,15,1,WDF01,AR00395,1.0,2.33,0.17,2.5,EUR,True
HS-WDF01-004352,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00158,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004353,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00203,1.0,2.33,0.17,2.5,EUR,True
HS-WDF01-004354,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00213,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004355,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-WDF01-004356,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00244,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004357,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004358,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR00400,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004359,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-WDF01-004360,2026-06-16T17:00:00Z,2026-06-16,17,1,WDF01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004361,2026-06-16T19:00:00Z,2026-06-16,19,1,WDF01,AR00081,1.0,1.63,0.12,1.75,EUR,True
HS-WDF01-004362,2026-06-16T19:00:00Z,2026-06-16,19,1,WDF01,AR00084,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004363,2026-06-16T19:00:00Z,2026-06-16,19,1,WDF01,AR00096,1.0,3.69,0.26,3.95,EUR,True
HS-WDF01-004364,2026-06-16T19:00:00Z,2026-06-16,19,1,WDF01,AR00276,1.0,2.02,0.38,2.4,EUR,True
HS-WDF01-004365,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR00005,2.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004366,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR00026,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004367,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR00157,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004368,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR00158,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004369,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90002,6.0,0.4,0.08,0.48,EUR,True
HS-WDF01-004370,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004371,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90008,1.0,1.31,0.09,1.4,EUR,True
HS-WDF01-004372,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90034,4.0,5.72,1.08,6.8,EUR,True
HS-WDF01-004373,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90035,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004374,2026-06-16T21:00:00Z,2026-06-16,21,1,WDF01,AR90042,1.0,1.6,0.3,1.9,EUR,True
HS-WDF01-004375,2026-06-16T22:00:00Z,2026-06-16,22,1,WDF01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-WDF01-004376,2026-06-17T01:00:00Z,2026-06-17,1,2,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004377,2026-06-17T01:00:00Z,2026-06-17,1,2,WDF01,AR90015,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004378,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR00002,1.0,0.47,0.03,0.5,EUR,True
HS-WDF01-004379,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR00008,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004380,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR00188,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004381,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR00241,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004382,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-WDF01-004383,2026-06-17T08:00:00Z,2026-06-17,8,2,WDF01,AR90008,2.0,2.61,0.19,2.8,EUR,True
HS-WDF01-004384,2026-06-17T09:00:00Z,2026-06-17,9,2,WDF01,AR00330,1.0,18.22,1.28,19.5,EUR,True
HS-WDF01-004385,2026-06-17T09:00:00Z,2026-06-17,9,2,WDF01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004386,2026-06-17T11:00:00Z,2026-06-17,11,2,WDF01,AR00188,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004387,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR00333,1.0,1.89,0.36,2.25,EUR,True
HS-WDF01-004388,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR90004,7.0,1.47,0.28,1.75,EUR,True
HS-WDF01-004389,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR90011,1.0,0.72,0.13,0.85,EUR,True
HS-WDF01-004390,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR90013,4.0,3.21,0.61,3.82,EUR,True
HS-WDF01-004391,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR90015,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004392,2026-06-17T12:00:00Z,2026-06-17,12,2,WDF01,AR90019,1.0,1.64,0.31,1.95,EUR,True
HS-WDF01-004393,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR00209,1.0,0.47,0.03,0.5,EUR,True
HS-WDF01-004394,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR00244,2.0,4.67,0.33,5.0,EUR,True
HS-WDF01-004395,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-WDF01-004396,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90004,6.0,1.26,0.24,1.5,EUR,True
HS-WDF01-004397,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90012,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004398,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90013,2.0,1.78,0.34,2.12,EUR,True
HS-WDF01-004399,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90015,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004400,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90033,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004401,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90054,1.0,0.71,0.14,0.85,EUR,True
HS-WDF01-004402,2026-06-17T13:00:00Z,2026-06-17,13,2,WDF01,AR90055,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004403,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004404,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR00209,1.0,0.47,0.03,0.5,EUR,True
HS-WDF01-004405,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR90004,3.0,0.63,0.12,0.75,EUR,True
HS-WDF01-004406,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR90011,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004407,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR90013,1.0,1.07,0.2,1.27,EUR,True
HS-WDF01-004408,2026-06-17T15:00:00Z,2026-06-17,15,2,WDF01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-WDF01-004409,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00003,1.0,0.93,0.07,1.0,EUR,True
HS-WDF01-004410,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00013,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004411,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00129,1.0,1.31,0.09,1.4,EUR,True
HS-WDF01-004412,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00136,1.0,2.53,0.17,2.7,EUR,True
HS-WDF01-004413,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00137,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004414,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00158,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004415,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00213,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004416,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00283,1.0,2.76,0.19,2.95,EUR,True
HS-WDF01-004417,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00320,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004418,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00402,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004419,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR00454,1.0,2.71,0.19,2.9,EUR,True
HS-WDF01-004420,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004421,2026-06-17T16:00:00Z,2026-06-17,16,2,WDF01,AR90008,1.0,1.31,0.09,1.4,EUR,True
HS-WDF01-004422,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR00053,1.0,3.18,0.22,3.4,EUR,True
HS-WDF01-004423,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR00324,1.0,3.08,0.22,3.3,EUR,True
HS-WDF01-004424,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR00381,1.0,3.51,0.24,3.75,EUR,True
HS-WDF01-004425,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR00395,2.0,4.67,0.33,5.0,EUR,True
HS-WDF01-004426,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-WDF01-004427,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR90003,1.0,0.12,0.03,0.15,EUR,True
HS-WDF01-004428,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004429,2026-06-17T18:00:00Z,2026-06-17,18,2,WDF01,AR90040,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004430,2026-06-17T19:00:00Z,2026-06-17,19,2,WDF01,AR00157,1.0,3.55,0.25,3.8,EUR,True
HS-WDF01-004431,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00022,1.0,3.65,0.25,3.9,EUR,True
HS-WDF01-004432,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00084,2.0,3.74,0.26,4.0,EUR,True
HS-WDF01-004433,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00137,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004434,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004435,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-WDF01-004436,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR00285,1.0,2.76,0.19,2.95,EUR,True
HS-WDF01-004437,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR90003,2.0,0.26,0.04,0.3,EUR,True
HS-WDF01-004438,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR90039,1.0,1.26,0.24,1.5,EUR,True
HS-WDF01-004439,2026-06-17T20:00:00Z,2026-06-17,20,2,WDF01,AR90041,1.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004440,2026-06-18T08:00:00Z,2026-06-18,8,3,WDF01,AR00241,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004441,2026-06-18T09:00:00Z,2026-06-18,9,3,WDF01,AR00188,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004442,2026-06-18T09:00:00Z,2026-06-18,9,3,WDF01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-WDF01-004443,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004444,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR00321,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004445,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR00403,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004446,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR90004,4.0,0.84,0.16,1.0,EUR,True
HS-WDF01-004447,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR90013,2.0,1.43,0.27,1.7,EUR,True
HS-WDF01-004448,2026-06-18T12:00:00Z,2026-06-18,12,3,WDF01,AR90015,2.0,2.14,0.4,2.54,EUR,True
HS-WDF01-004449,2026-06-18T13:00:00Z,2026-06-18,13,3,WDF01,AR00055,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004450,2026-06-18T13:00:00Z,2026-06-18,13,3,WDF01,AR00068,2.0,4.67,0.33,5.0,EUR,True
HS-WDF01-004451,2026-06-18T13:00:00Z,2026-06-18,13,3,WDF01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-WDF01-004452,2026-06-18T13:00:00Z,2026-06-18,13,3,WDF01,AR90027,1.0,1.34,0.26,1.6,EUR,True
HS-WDF01-004453,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00055,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004454,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00064,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004455,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00084,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004456,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00101,1.0,1.78,0.12,1.9,EUR,True
HS-WDF01-004457,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004458,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00188,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004459,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00242,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004460,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00289,1.0,1.85,0.35,2.2,EUR,True
HS-WDF01-004461,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR00294,1.0,1.85,0.35,2.2,EUR,True
HS-WDF01-004462,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-WDF01-004463,2026-06-22T12:00:00Z,2026-06-22,12,0,WDF01,AR90019,1.0,1.64,0.31,1.95,EUR,True
HS-WDF01-004464,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR00055,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004465,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR00221,1.0,0.93,0.07,1.0,EUR,True
HS-WDF01-004466,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR00359,1.0,7.38,0.52,7.9,EUR,True
HS-WDF01-004467,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR00390,1.0,41.13,2.87,44.0,EUR,True
HS-WDF01-004468,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR00417,1.0,41.12,2.88,44.0,EUR,True
HS-WDF01-004469,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-WDF01-004470,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR90012,1.0,0.71,0.14,0.85,EUR,True
HS-WDF01-004471,2026-06-22T13:00:00Z,2026-06-22,13,0,WDF01,AR90013,1.0,0.72,0.13,0.85,EUR,True
HS-WDF01-004472,2026-06-22T14:00:00Z,2026-06-22,14,0,WDF01,AR00024,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004473,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00024,3.0,7.02,0.48,7.5,EUR,True
HS-WDF01-004474,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00059,3.0,7.01,0.49,7.5,EUR,True
HS-WDF01-004475,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00060,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004476,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00065,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004477,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00136,1.0,2.51,0.19,2.7,EUR,True
HS-WDF01-004478,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004479,2026-06-22T15:00:00Z,2026-06-22,15,0,WDF01,AR00187,2.0,4.68,0.32,5.0,EUR,True
HS-WDF01-004480,2026-06-22T16:00:00Z,2026-06-22,16,0,WDF01,AR00065,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004481,2026-06-22T16:00:00Z,2026-06-22,16,0,WDF01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004482,2026-06-22T16:00:00Z,2026-06-22,16,0,WDF01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-WDF01-004483,2026-06-22T16:00:00Z,2026-06-22,16,0,WDF01,AR00243,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004484,2026-06-22T16:00:00Z,2026-06-22,16,0,WDF01,AR00321,1.0,1.12,0.08,1.2,EUR,True
HS-WDF01-004485,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR00031,1.0,1.4,0.1,1.5,EUR,True
HS-WDF01-004486,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR00137,1.0,2.52,0.18,2.7,EUR,True
HS-WDF01-004487,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR00163,1.0,3.56,0.24,3.8,EUR,True
HS-WDF01-004488,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR00194,1.0,1.68,0.12,1.8,EUR,True
HS-WDF01-004489,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-WDF01-004490,2026-06-22T17:00:00Z,2026-06-22,17,0,WDF01,AR90031,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004491,2026-06-22T18:00:00Z,2026-06-22,18,0,WDF01,AR00068,1.0,2.34,0.16,2.5,EUR,True
HS-WDF01-004492,2026-06-22T18:00:00Z,2026-06-22,18,0,WDF01,AR00081,1.0,1.64,0.11,1.75,EUR,True
HS-WDF01-004493,2026-06-22T18:00:00Z,2026-06-22,18,0,WDF01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-WDF01-004494,2026-06-22T18:00:00Z,2026-06-22,18,0,WDF01,AR90031,1.0,1.01,0.19,1.2,EUR,True
HS-WDF01-004495,2026-06-22T19:00:00Z,2026-06-22,19,0,WDF01,AR00292,1.0,1.85,0.35,2.2,EUR,True
