ID,receipt_ID,article_ID,quantity,unitPrice,netAmount,grossAmount,discountPct,discountType
RC-BLN01-0003380-0005387,RC-BLN01-0003380,AR00068,1.0,2.5,2.02,2.16,13.43,Price changed
RC-BLN01-0003381-0005388,RC-BLN01-0003381,AR00289,1.0,2.2,1.85,2.2,0.0,No discount
RC-BLN01-0003381-0005389,RC-BLN01-0003381,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003381-0005390,RC-BLN01-0003381,AR90009,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003381-0005391,RC-BLN01-0003381,AR90051,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003382-0005392,RC-BLN01-0003382,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003383-0005393,RC-BLN01-0003383,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003383-0005394,RC-BLN01-0003383,AR00190,1.0,1.5,1.4,1.5,0.0,No discount
RC-BLN01-0003383-0005395,RC-BLN01-0003383,AR00144,1.0,1.9,1.6,1.9,0.0,No discount
RC-BLN01-0003384-0005396,RC-BLN01-0003384,AR90035,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003385-0005397,RC-BLN01-0003385,AR00136,1.0,2.7,1.3,1.39,48.34,General
RC-BLN01-0003386-0005398,RC-BLN01-0003386,AR00001,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003387-0005399,RC-BLN01-0003387,AR90003,1.0,0.15,0.12,0.14,8.62,Price changed
RC-BLN01-0003388-0005400,RC-BLN01-0003388,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003388-0005401,RC-BLN01-0003388,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003389-0005402,RC-BLN01-0003389,AR90042,1.0,1.9,1.6,1.9,0.0,No discount
RC-BLN01-0003390-0005403,RC-BLN01-0003390,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003391-0005404,RC-BLN01-0003391,AR00094,1.0,0.3,0.25,0.3,0.0,No discount
RC-BLN01-0003392-0005405,RC-BLN01-0003392,AR00242,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003393-0005406,RC-BLN01-0003393,AR00240,1.0,1.9,1.78,1.9,0.0,No discount
RC-BLN01-0003394-0005407,RC-BLN01-0003394,AR90027,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003394-0005408,RC-BLN01-0003394,AR00292,1.0,2.2,1.56,1.86,15.49,Price changed
RC-BLN01-0003394-0005409,RC-BLN01-0003394,AR00275,1.0,2.4,2.02,2.4,0.0,No discount
RC-BLN01-0003394-0005410,RC-BLN01-0003394,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-BLN01-0003395-0005411,RC-BLN01-0003395,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003396-0005412,RC-BLN01-0003396,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003397-0005413,RC-BLN01-0003397,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003398-0005414,RC-BLN01-0003398,AR00061,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003399-0005415,RC-BLN01-0003399,AR90003,1.0,0.15,0.11,0.13,15.62,Price changed
RC-BLN01-0003400-0005416,RC-BLN01-0003400,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003401-0005417,RC-BLN01-0003401,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-BLN01-0003402-0005418,RC-BLN01-0003402,AR00064,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003402-0005419,RC-BLN01-0003402,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003403-0005420,RC-BLN01-0003403,AR90054,1.0,1.7,1.27,1.51,10.98,Price changed
RC-BLN01-0003404-0005421,RC-BLN01-0003404,AR00376,1.0,4.25,3.58,3.82,10.05,Price changed
RC-BLN01-0003405-0005422,RC-BLN01-0003405,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-BLN01-0003405-0005423,RC-BLN01-0003405,AR90020,1.0,1.95,1.64,1.95,0.0,No discount
RC-BLN01-0003405-0005424,RC-BLN01-0003405,AR00082,1.0,2.9,2.44,2.9,0.0,No discount
RC-BLN01-0003406-0005425,RC-BLN01-0003406,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-BLN01-0003406-0005426,RC-BLN01-0003406,AR00129,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003406-0005427,RC-BLN01-0003406,AR00193,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003407-0005428,RC-BLN01-0003407,AR00065,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003407-0005429,RC-BLN01-0003407,AR90016,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003408-0005430,RC-BLN01-0003408,AR90004,1.0,0.25,0.16,0.19,24.34,General
RC-BLN01-0003409-0005431,RC-BLN01-0003409,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003409-0005432,RC-BLN01-0003409,AR90034,1.0,1.7,0.95,1.13,33.8,General
RC-BLN01-0003410-0005433,RC-BLN01-0003410,AR00054,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003411-0005434,RC-BLN01-0003411,AR00189,1.0,2.2,2.06,2.2,0.0,No discount
RC-BLN01-0003411-0005435,RC-BLN01-0003411,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003412-0005436,RC-BLN01-0003412,AR90030,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003412-0005437,RC-BLN01-0003412,AR90054,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003413-0005438,RC-BLN01-0003413,AR00187,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003414-0005439,RC-BLN01-0003414,AR00319,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003414-0005440,RC-BLN01-0003414,AR00243,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003415-0005441,RC-BLN01-0003415,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003415-0005442,RC-BLN01-0003415,AR90013,1.0,1.7,1.16,1.38,18.77,Price changed
RC-BLN01-0003415-0005443,RC-BLN01-0003415,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003415-0005444,RC-BLN01-0003415,AR00209,1.0,0.5,0.47,0.5,0.0,No discount
RC-BLN01-0003416-0005445,RC-BLN01-0003416,AR90014,2.0,1.7,2.24,2.67,21.53,Price changed
RC-BLN01-0003416-0005446,RC-BLN01-0003416,AR90035,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003417-0005447,RC-BLN01-0003417,AR00213,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003418-0005448,RC-BLN01-0003418,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003419-0005449,RC-BLN01-0003419,AR00161,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003420-0005450,RC-BLN01-0003420,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003421-0005451,RC-BLN01-0003421,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003422-0005452,RC-BLN01-0003422,AR00220,1.0,1.0,0.88,0.94,5.7,Price changed
RC-BLN01-0003423-0005453,RC-BLN01-0003423,AR00448,1.0,3.89,3.64,3.89,0.0,No discount
RC-BLN01-0003423-0005454,RC-BLN01-0003423,AR90016,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003424-0005455,RC-BLN01-0003424,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-BLN01-0003425-0005456,RC-BLN01-0003425,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003426-0005457,RC-BLN01-0003426,AR00160,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003427-0005458,RC-BLN01-0003427,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003427-0005459,RC-BLN01-0003427,AR00312,1.0,2.5,1.77,1.89,24.42,Price changed
RC-BLN01-0003428-0005460,RC-BLN01-0003428,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003429-0005461,RC-BLN01-0003429,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003430-0005462,RC-BLN01-0003430,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003431-0005463,RC-BLN01-0003431,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003432-0005464,RC-BLN01-0003432,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003433-0005465,RC-BLN01-0003433,AR00002,1.0,0.5,0.47,0.5,0.0,No discount
RC-BLN01-0003434-0005466,RC-BLN01-0003434,AR00185,1.0,2.25,2.1,2.25,0.0,No discount
RC-BLN01-0003435-0005467,RC-BLN01-0003435,AR90009,1.0,1.6,1.07,1.27,20.39,Price changed
RC-BLN01-0003435-0005468,RC-BLN01-0003435,AR00283,1.0,2.95,2.76,2.95,0.0,No discount
RC-BLN01-0003435-0005469,RC-BLN01-0003435,AR00242,1.0,2.5,1.8,1.93,22.85,Price changed
RC-BLN01-0003436-0005470,RC-BLN01-0003436,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003437-0005471,RC-BLN01-0003437,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003438-0005472,RC-BLN01-0003438,AR00141,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003439-0005473,RC-BLN01-0003439,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003440-0005474,RC-BLN01-0003440,AR00189,1.0,2.2,2.06,2.2,0.0,No discount
RC-BLN01-0003440-0005475,RC-BLN01-0003440,AR90030,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003441-0005476,RC-BLN01-0003441,AR90003,1.0,0.15,0.07,0.08,45.63,General
RC-BLN01-0003441-0005477,RC-BLN01-0003441,AR90023,1.0,1.6,1.19,1.41,11.66,Price changed
RC-BLN01-0003442-0005478,RC-BLN01-0003442,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-BLN01-0003442-0005479,RC-BLN01-0003442,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003443-0005480,RC-BLN01-0003443,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003444-0005481,RC-BLN01-0003444,AR00024,1.0,2.5,2.18,2.33,6.93,Price changed
RC-BLN01-0003444-0005482,RC-BLN01-0003444,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-BLN01-0003444-0005483,RC-BLN01-0003444,AR00027,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003445-0005484,RC-BLN01-0003445,AR00122,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003445-0005485,RC-BLN01-0003445,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003446-0005486,RC-BLN01-0003446,AR00188,1.0,1.8,1.68,1.8,0.0,No discount
RC-BLN01-0003446-0005487,RC-BLN01-0003446,AR00292,1.0,2.2,1.85,2.2,0.0,No discount
RC-BLN01-0003447-0005488,RC-BLN01-0003447,AR00134,1.0,3.5,2.61,2.79,20.25,Price changed
RC-BLN01-0003448-0005489,RC-BLN01-0003448,AR90019,1.0,1.95,1.64,1.95,0.0,No discount
RC-BLN01-0003449-0005490,RC-BLN01-0003449,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003450-0005491,RC-BLN01-0003450,AR00001,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003451-0005492,RC-BLN01-0003451,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003452-0005493,RC-BLN01-0003452,AR00138,1.0,2.0,1.87,2.0,0.0,No discount
RC-BLN01-0003453-0005494,RC-BLN01-0003453,AR00211,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003454-0005495,RC-BLN01-0003454,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003455-0005496,RC-BLN01-0003455,AR00013,1.0,1.8,1.68,1.8,0.0,No discount
RC-BLN01-0003456-0005497,RC-BLN01-0003456,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003457-0005498,RC-BLN01-0003457,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003458-0005499,RC-BLN01-0003458,AR00039,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003459-0005500,RC-BLN01-0003459,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003460-0005501,RC-BLN01-0003460,AR00159,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003461-0005502,RC-BLN01-0003461,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003461-0005503,RC-BLN01-0003461,AR00242,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003461-0005504,RC-BLN01-0003461,AR00402,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003462-0005505,RC-BLN01-0003462,AR90038,1.0,1.5,1.26,1.5,0.0,No discount
RC-BLN01-0003463-0005506,RC-BLN01-0003463,AR00137,1.0,2.7,2.32,2.49,7.88,Promotion
RC-BLN01-0003464-0005507,RC-BLN01-0003464,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003465-0005508,RC-BLN01-0003465,AR00270,1.0,2.5,2.1,2.5,0.0,No discount
RC-BLN01-0003465-0005509,RC-BLN01-0003465,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-BLN01-0003466-0005510,RC-BLN01-0003466,AR90038,1.0,1.5,1.19,1.42,5.29,Price changed
RC-BLN01-0003466-0005511,RC-BLN01-0003466,AR00321,1.0,1.2,0.99,1.06,11.75,Price changed
RC-BLN01-0003467-0005512,RC-BLN01-0003467,AR90004,2.0,0.25,0.35,0.42,15.42,Price changed
RC-BLN01-0003468-0005513,RC-BLN01-0003468,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003468-0005514,RC-BLN01-0003468,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003468-0005515,RC-BLN01-0003468,AR00056,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003469-0005516,RC-BLN01-0003469,AR00291,1.0,2.2,1.85,2.2,0.0,No discount
RC-BLN01-0003470-0005517,RC-BLN01-0003470,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003470-0005518,RC-BLN01-0003470,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003471-0005519,RC-BLN01-0003471,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-BLN01-0003471-0005520,RC-BLN01-0003471,AR90029,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003472-0005521,RC-BLN01-0003472,AR00095,1.0,2.6,2.43,2.6,0.0,No discount
RC-BLN01-0003473-0005522,RC-BLN01-0003473,AR00004,1.0,0.5,0.47,0.5,0.0,No discount
RC-BLN01-0003474-0005523,RC-BLN01-0003474,AR00322,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003475-0005524,RC-BLN01-0003475,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003476-0005525,RC-BLN01-0003476,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-BLN01-0003477-0005526,RC-BLN01-0003477,AR90004,1.0,0.25,0.14,0.17,31.13,General
RC-BLN01-0003477-0005527,RC-BLN01-0003477,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-BLN01-0003477-0005528,RC-BLN01-0003477,AR90033,1.0,1.2,0.79,0.94,21.33,Price changed
RC-BLN01-0003477-0005529,RC-BLN01-0003477,AR00276,1.0,2.4,2.02,2.4,0.0,No discount
RC-BLN01-0003478-0005530,RC-BLN01-0003478,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-BLN01-0003479-0005531,RC-BLN01-0003479,AR00026,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003479-0005532,RC-BLN01-0003479,AR90019,1.0,1.95,1.64,1.95,0.0,No discount
RC-BLN01-0003480-0005533,RC-BLN01-0003480,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003481-0005534,RC-BLN01-0003481,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003482-0005535,RC-BLN01-0003482,AR00160,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003482-0005536,RC-BLN01-0003482,AR00378,1.0,4.25,3.98,4.25,0.0,No discount
RC-BLN01-0003482-0005537,RC-BLN01-0003482,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003483-0005538,RC-BLN01-0003483,AR00243,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003483-0005539,RC-BLN01-0003483,AR90020,1.0,1.95,1.64,1.95,0.0,No discount
RC-BLN01-0003484-0005540,RC-BLN01-0003484,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003485-0005541,RC-BLN01-0003485,AR90037,1.0,1.5,1.26,1.5,0.0,No discount
RC-BLN01-0003485-0005542,RC-BLN01-0003485,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003485-0005543,RC-BLN01-0003485,AR00222,1.0,1.0,0.53,0.57,42.71,General
RC-BLN01-0003486-0005544,RC-BLN01-0003486,AR00400,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003487-0005545,RC-BLN01-0003487,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003487-0005546,RC-BLN01-0003487,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003488-0005547,RC-BLN01-0003488,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003489-0005548,RC-BLN01-0003489,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-BLN01-0003489-0005549,RC-BLN01-0003489,AR90004,1.0,0.25,0.17,0.2,19.63,Price changed
RC-BLN01-0003490-0005550,RC-BLN01-0003490,AR00185,1.0,2.25,2.1,2.25,0.0,No discount
RC-BLN01-0003491-0005551,RC-BLN01-0003491,AR00240,1.0,1.9,1.78,1.9,0.0,No discount
RC-BLN01-0003491-0005552,RC-BLN01-0003491,AR00074,1.0,2.0,1.87,2.0,0.0,No discount
RC-BLN01-0003492-0005553,RC-BLN01-0003492,AR00161,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003492-0005554,RC-BLN01-0003492,AR00178,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003492-0005555,RC-BLN01-0003492,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003492-0005556,RC-BLN01-0003492,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003492-0005557,RC-BLN01-0003492,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-BLN01-0003493-0005558,RC-BLN01-0003493,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-BLN01-0003493-0005559,RC-BLN01-0003493,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003494-0005560,RC-BLN01-0003494,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003495-0005561,RC-BLN01-0003495,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003495-0005562,RC-BLN01-0003495,AR00187,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003495-0005563,RC-BLN01-0003495,AR90011,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003496-0005564,RC-BLN01-0003496,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003497-0005565,RC-BLN01-0003497,AR00114,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003498-0005566,RC-BLN01-0003498,AR90004,2.0,0.25,0.42,0.5,0.0,No discount
RC-BLN01-0003498-0005567,RC-BLN01-0003498,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003499-0005568,RC-BLN01-0003499,AR00157,1.0,3.8,3.55,3.8,0.0,No discount
RC-BLN01-0003500-0005569,RC-BLN01-0003500,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003500-0005570,RC-BLN01-0003500,AR90039,1.0,1.5,1.15,1.36,9.04,Promotion
RC-BLN01-0003500-0005571,RC-BLN01-0003500,AR00058,1.0,2.5,1.2,1.28,48.75,General
RC-BLN01-0003501-0005572,RC-BLN01-0003501,AR00129,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003502-0005573,RC-BLN01-0003502,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003503-0005574,RC-BLN01-0003503,AR90004,1.0,0.25,0.18,0.22,12.33,Price changed
RC-BLN01-0003504-0005575,RC-BLN01-0003504,AR00213,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003505-0005576,RC-BLN01-0003505,AR00407,1.0,3.2,2.99,3.2,0.0,No discount
RC-BLN01-0003506-0005577,RC-BLN01-0003506,AR90021,1.0,4.9,4.58,4.9,0.0,No discount
RC-BLN01-0003507-0005578,RC-BLN01-0003507,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003507-0005579,RC-BLN01-0003507,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003508-0005580,RC-BLN01-0003508,AR00221,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003508-0005581,RC-BLN01-0003508,AR00026,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003509-0005582,RC-BLN01-0003509,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003510-0005583,RC-BLN01-0003510,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003510-0005584,RC-BLN01-0003510,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003511-0005585,RC-BLN01-0003511,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003511-0005586,RC-BLN01-0003511,AR00065,2.0,2.5,4.67,5.0,0.0,No discount
RC-BLN01-0003512-0005587,RC-BLN01-0003512,AR00041,1.0,3.3,3.08,3.3,0.0,No discount
RC-BLN01-0003512-0005588,RC-BLN01-0003512,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003513-0005589,RC-BLN01-0003513,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003513-0005590,RC-BLN01-0003513,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003514-0005591,RC-BLN01-0003514,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003514-0005592,RC-BLN01-0003514,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003515-0005593,RC-BLN01-0003515,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-BLN01-0003515-0005594,RC-BLN01-0003515,AR00060,1.0,2.5,1.95,2.08,16.82,Price changed
RC-BLN01-0003516-0005595,RC-BLN01-0003516,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003516-0005596,RC-BLN01-0003516,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003517-0005597,RC-BLN01-0003517,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-BLN01-0003517-0005598,RC-BLN01-0003517,AR00208,1.0,0.5,0.47,0.5,0.0,No discount
RC-BLN01-0003517-0005599,RC-BLN01-0003517,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003518-0005600,RC-BLN01-0003518,AR90031,1.0,1.2,1.01,1.2,0.0,No discount
RC-BLN01-0003519-0005601,RC-BLN01-0003519,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003520-0005602,RC-BLN01-0003520,AR00138,1.0,2.0,1.87,2.0,0.0,No discount
RC-BLN01-0003521-0005603,RC-BLN01-0003521,AR00321,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003521-0005604,RC-BLN01-0003521,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003521-0005605,RC-BLN01-0003521,AR00084,1.0,2.0,1.87,2.0,0.0,No discount
RC-BLN01-0003522-0005606,RC-BLN01-0003522,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003523-0005607,RC-BLN01-0003523,AR00278,1.0,11.9,10.0,11.9,0.0,No discount
RC-BLN01-0003523-0005608,RC-BLN01-0003523,AR90008,1.0,1.4,1.31,1.4,0.0,No discount
RC-BLN01-0003523-0005609,RC-BLN01-0003523,AR90013,1.0,1.7,1.2,1.42,16.48,Price changed
RC-BLN01-0003524-0005610,RC-BLN01-0003524,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003525-0005611,RC-BLN01-0003525,AR00320,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003525-0005612,RC-BLN01-0003525,AR00223,1.0,0.7,0.65,0.7,0.0,No discount
RC-BLN01-0003525-0005613,RC-BLN01-0003525,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003526-0005614,RC-BLN01-0003526,AR00220,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003526-0005615,RC-BLN01-0003526,AR90051,1.0,1.6,1.34,1.6,0.0,No discount
RC-BLN01-0003526-0005616,RC-BLN01-0003526,AR00039,1.0,1.0,0.93,1.0,0.0,No discount
RC-BLN01-0003527-0005617,RC-BLN01-0003527,AR00400,1.0,1.2,1.12,1.2,0.0,No discount
RC-BLN01-0003528-0005618,RC-BLN01-0003528,AR00277,1.0,7.9,6.64,7.9,0.0,No discount
RC-BLN01-0003528-0005619,RC-BLN01-0003528,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003528-0005620,RC-BLN01-0003528,AR00059,1.0,2.5,2.34,2.5,0.0,No discount
RC-BLN01-0003529-0005621,RC-BLN01-0003529,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003530-0005622,RC-BLN01-0003530,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003531-0005623,RC-BLN01-0003531,AR00010,2.0,1.0,1.86,2.0,0.0,No discount
RC-BLN01-0003532-0005624,RC-BLN01-0003532,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-BLN01-0003533-0005625,RC-BLN01-0003533,AR90036,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003534-0005626,RC-BLN01-0003534,AR00031,2.0,1.5,2.8,3.0,0.0,No discount
RC-BLN01-0003534-0005627,RC-BLN01-0003534,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-BLN01-0003535-0005628,RC-BLN01-0003535,AR90013,1.0,1.7,1.29,1.53,10.15,Price changed
RC-BLN01-0003535-0005629,RC-BLN01-0003535,AR00071,1.0,2.9,2.71,2.9,0.0,No discount
RC-BLN01-0003536-0005630,RC-BLN01-0003536,AR90004,2.0,0.25,0.42,0.5,0.0,No discount
