ID,store_ID,hourStart,businessDate,hourOfDay,visitors,conversionRate,avgDwellSeconds
FF-BLN01-2026-03-26T18,BLN01,2026-03-26T18:00:00Z,2026-03-26,18,5,0.4,171
FF-BLN01-2026-03-26T19,BLN01,2026-03-26T19:00:00Z,2026-03-26,19,2,0.5,164
FF-BLN01-2026-03-26T20,BLN01,2026-03-26T20:00:00Z,2026-03-26,20,3,0.6667,151
FF-BLN01-2026-03-26T21,BLN01,2026-03-26T21:00:00Z,2026-03-26,21,2,0.5,156
FF-BLN01-2026-03-27T09,BLN01,2026-03-27T09:00:00Z,2026-03-27,9,2,0.5,179
FF-BLN01-2026-03-27T10,BLN01,2026-03-27T10:00:00Z,2026-03-27,10,2,0.5,176
FF-BLN01-2026-03-27T11,BLN01,2026-03-27T11:00:00Z,2026-03-27,11,2,0.5,179
FF-BLN01-2026-03-27T12,BLN01,2026-03-27T12:00:00Z,2026-03-27,12,4,0.5,158
FF-BLN01-2026-03-27T13,BLN01,2026-03-27T13:00:00Z,2026-03-27,13,4,0.5,200
FF-BLN01-2026-03-27T14,BLN01,2026-03-27T14:00:00Z,2026-03-27,14,6,0.5,139
FF-BLN01-2026-03-27T15,BLN01,2026-03-27T15:00:00Z,2026-03-27,15,5,0.4,190
FF-BLN01-2026-03-27T16,BLN01,2026-03-27T16:00:00Z,2026-03-27,16,4,0.5,187
FF-BLN01-2026-03-27T17,BLN01,2026-03-27T17:00:00Z,2026-03-27,17,4,0.5,157
FF-BLN01-2026-03-27T18,BLN01,2026-03-27T18:00:00Z,2026-03-27,18,2,0.5,167
FF-BLN01-2026-03-27T19,BLN01,2026-03-27T19:00:00Z,2026-03-27,19,3,0.3333,218
FF-BLN01-2026-03-27T20,BLN01,2026-03-27T20:00:00Z,2026-03-27,20,2,0.5,196
FF-BLN01-2026-03-27T21,BLN01,2026-03-27T21:00:00Z,2026-03-27,21,2,0.5,200
FF-BLN01-2026-03-28T12,BLN01,2026-03-28T12:00:00Z,2026-03-28,12,2,0.5,165
FF-BLN01-2026-03-28T14,BLN01,2026-03-28T14:00:00Z,2026-03-28,14,2,0.5,146
FF-BLN01-2026-03-28T15,BLN01,2026-03-28T15:00:00Z,2026-03-28,15,1,1.0,196
FF-BLN01-2026-03-28T16,BLN01,2026-03-28T16:00:00Z,2026-03-28,16,2,0.5,182
FF-BLN01-2026-03-28T17,BLN01,2026-03-28T17:00:00Z,2026-03-28,17,2,0.5,204
FF-BLN01-2026-03-28T18,BLN01,2026-03-28T18:00:00Z,2026-03-28,18,1,1.0,172
FF-BLN01-2026-03-29T11,BLN01,2026-03-29T11:00:00Z,2026-03-29,11,2,0.5,134
FF-BLN01-2026-03-29T13,BLN01,2026-03-29T13:00:00Z,2026-03-29,13,2,0.5,161
FF-BLN01-2026-03-29T14,BLN01,2026-03-29T14:00:00Z,2026-03-29,14,2,0.5,168
FF-BLN01-2026-03-29T15,BLN01,2026-03-29T15:00:00Z,2026-03-29,15,2,0.5,142
FF-BLN01-2026-03-29T16,BLN01,2026-03-29T16:00:00Z,2026-03-29,16,4,0.5,180
FF-BLN01-2026-03-29T17,BLN01,2026-03-29T17:00:00Z,2026-03-29,17,2,0.5,177
FF-BLN01-2026-03-29T18,BLN01,2026-03-29T18:00:00Z,2026-03-29,18,2,0.5,152
FF-BLN01-2026-03-29T21,BLN01,2026-03-29T21:00:00Z,2026-03-29,21,3,0.3333,140
FF-BLN01-2026-03-30T08,BLN01,2026-03-30T08:00:00Z,2026-03-30,8,2,0.5,173
FF-BLN01-2026-03-30T09,BLN01,2026-03-30T09:00:00Z,2026-03-30,9,2,0.5,183
FF-BLN01-2026-03-30T10,BLN01,2026-03-30T10:00:00Z,2026-03-30,10,2,0.5,164
FF-BLN01-2026-03-30T11,BLN01,2026-03-30T11:00:00Z,2026-03-30,11,6,0.3333,155
FF-BLN01-2026-03-30T13,BLN01,2026-03-30T13:00:00Z,2026-03-30,13,10,0.4,160
FF-BLN01-2026-03-30T14,BLN01,2026-03-30T14:00:00Z,2026-03-30,14,3,0.6667,122
FF-BLN01-2026-03-30T15,BLN01,2026-03-30T15:00:00Z,2026-03-30,15,3,0.6667,163
FF-BLN01-2026-03-30T16,BLN01,2026-03-30T16:00:00Z,2026-03-30,16,2,0.5,219
FF-BLN01-2026-03-30T17,BLN01,2026-03-30T17:00:00Z,2026-03-30,17,2,0.5,150
FF-BLN01-2026-03-30T18,BLN01,2026-03-30T18:00:00Z,2026-03-30,18,5,0.4,162
FF-BLN01-2026-03-30T19,BLN01,2026-03-30T19:00:00Z,2026-03-30,19,2,0.5,178
FF-BLN01-2026-03-30T20,BLN01,2026-03-30T20:00:00Z,2026-03-30,20,2,0.5,168
FF-BLN01-2026-03-30T21,BLN01,2026-03-30T21:00:00Z,2026-03-30,21,2,0.5,175
FF-BLN01-2026-03-30T22,BLN01,2026-03-30T22:00:00Z,2026-03-30,22,3,0.3333,206
FF-BLN01-2026-03-31T09,BLN01,2026-03-31T09:00:00Z,2026-03-31,9,2,0.5,180
FF-BLN01-2026-03-31T10,BLN01,2026-03-31T10:00:00Z,2026-03-31,10,2,0.5,144
FF-BLN01-2026-03-31T11,BLN01,2026-03-31T11:00:00Z,2026-03-31,11,2,0.5,149
FF-BLN01-2026-03-31T12,BLN01,2026-03-31T12:00:00Z,2026-03-31,12,2,0.5,164
FF-BLN01-2026-03-31T13,BLN01,2026-03-31T13:00:00Z,2026-03-31,13,5,0.6,194
FF-BLN01-2026-03-31T14,BLN01,2026-03-31T14:00:00Z,2026-03-31,14,5,0.6,158
FF-BLN01-2026-03-31T15,BLN01,2026-03-31T15:00:00Z,2026-03-31,15,8,0.625,170
FF-BLN01-2026-03-31T16,BLN01,2026-03-31T16:00:00Z,2026-03-31,16,7,0.4286,179
FF-BLN01-2026-03-31T18,BLN01,2026-03-31T18:00:00Z,2026-03-31,18,4,0.5,173
FF-BLN01-2026-03-31T19,BLN01,2026-03-31T19:00:00Z,2026-03-31,19,2,0.5,155
FF-BLN01-2026-03-31T21,BLN01,2026-03-31T21:00:00Z,2026-03-31,21,2,0.5,158
FF-BLN01-2026-03-31T22,BLN01,2026-03-31T22:00:00Z,2026-03-31,22,2,0.5,176
FF-BLN01-2026-04-01T08,BLN01,2026-04-01T08:00:00Z,2026-04-01,8,3,0.3333,136
FF-BLN01-2026-04-01T09,BLN01,2026-04-01T09:00:00Z,2026-04-01,9,4,0.5,159
FF-BLN01-2026-04-01T10,BLN01,2026-04-01T10:00:00Z,2026-04-01,10,2,0.5,164
FF-BLN01-2026-04-01T11,BLN01,2026-04-01T11:00:00Z,2026-04-01,11,2,0.5,159
FF-BLN01-2026-04-01T12,BLN01,2026-04-01T12:00:00Z,2026-04-01,12,5,0.6,133
FF-BLN01-2026-04-01T13,BLN01,2026-04-01T13:00:00Z,2026-04-01,13,7,0.4286,179
FF-BLN01-2026-04-01T14,BLN01,2026-04-01T14:00:00Z,2026-04-01,14,3,0.6667,176
FF-BLN01-2026-04-01T15,BLN01,2026-04-01T15:00:00Z,2026-04-01,15,3,0.6667,168
FF-BLN01-2026-04-01T16,BLN01,2026-04-01T16:00:00Z,2026-04-01,16,5,0.6,188
FF-BLN01-2026-04-01T17,BLN01,2026-04-01T17:00:00Z,2026-04-01,17,5,0.6,204
FF-BLN01-2026-04-01T18,BLN01,2026-04-01T18:00:00Z,2026-04-01,18,3,0.6667,183
FF-BLN01-2026-04-01T19,BLN01,2026-04-01T19:00:00Z,2026-04-01,19,1,1.0,221
FF-BLN01-2026-04-01T20,BLN01,2026-04-01T20:00:00Z,2026-04-01,20,2,0.5,172
FF-BLN01-2026-04-01T21,BLN01,2026-04-01T21:00:00Z,2026-04-01,21,2,0.5,177
FF-BLN01-2026-04-02T09,BLN01,2026-04-02T09:00:00Z,2026-04-02,9,2,0.5,141
FF-BLN01-2026-04-02T11,BLN01,2026-04-02T11:00:00Z,2026-04-02,11,2,0.5,174
FF-BLN01-2026-04-02T12,BLN01,2026-04-02T12:00:00Z,2026-04-02,12,4,0.5,155
FF-BLN01-2026-04-02T13,BLN01,2026-04-02T13:00:00Z,2026-04-02,13,2,0.5,213
FF-BLN01-2026-04-02T14,BLN01,2026-04-02T14:00:00Z,2026-04-02,14,3,0.6667,168
FF-BLN01-2026-04-02T15,BLN01,2026-04-02T15:00:00Z,2026-04-02,15,2,0.5,160
FF-BLN01-2026-04-02T16,BLN01,2026-04-02T16:00:00Z,2026-04-02,16,6,0.5,181
FF-BLN01-2026-04-02T17,BLN01,2026-04-02T17:00:00Z,2026-04-02,17,4,0.5,166
FF-BLN01-2026-04-02T18,BLN01,2026-04-02T18:00:00Z,2026-04-02,18,3,0.6667,170
FF-BLN01-2026-04-02T19,BLN01,2026-04-02T19:00:00Z,2026-04-02,19,2,0.5,170
FF-BLN01-2026-04-02T20,BLN01,2026-04-02T20:00:00Z,2026-04-02,20,2,0.5,151
FF-BLN01-2026-04-02T21,BLN01,2026-04-02T21:00:00Z,2026-04-02,21,2,0.5,169
FF-BLN01-2026-04-03T08,BLN01,2026-04-03T08:00:00Z,2026-04-03,8,2,0.5,155
FF-BLN01-2026-04-03T09,BLN01,2026-04-03T09:00:00Z,2026-04-03,9,2,0.5,182
FF-BLN01-2026-04-03T10,BLN01,2026-04-03T10:00:00Z,2026-04-03,10,2,0.5,144
FF-BLN01-2026-04-03T11,BLN01,2026-04-03T11:00:00Z,2026-04-03,11,2,0.5,193
FF-BLN01-2026-04-03T12,BLN01,2026-04-03T12:00:00Z,2026-04-03,12,1,1.0,134
FF-BLN01-2026-04-03T13,BLN01,2026-04-03T13:00:00Z,2026-04-03,13,6,0.6667,167
FF-BLN01-2026-04-03T14,BLN01,2026-04-03T14:00:00Z,2026-04-03,14,2,0.5,160
FF-BLN01-2026-04-03T15,BLN01,2026-04-03T15:00:00Z,2026-04-03,15,2,1.0,177
FF-BLN01-2026-04-03T16,BLN01,2026-04-03T16:00:00Z,2026-04-03,16,2,0.5,138
FF-BLN01-2026-04-03T17,BLN01,2026-04-03T17:00:00Z,2026-04-03,17,1,1.0,186
FF-BLN01-2026-04-03T18,BLN01,2026-04-03T18:00:00Z,2026-04-03,18,2,0.5,218
FF-BLN01-2026-04-03T19,BLN01,2026-04-03T19:00:00Z,2026-04-03,19,2,0.5,182
FF-BLN01-2026-04-03T21,BLN01,2026-04-03T21:00:00Z,2026-04-03,21,2,0.5,157
FF-BLN01-2026-04-04T15,BLN01,2026-04-04T15:00:00Z,2026-04-04,15,2,0.5,152
FF-BLN01-2026-04-04T17,BLN01,2026-04-04T17:00:00Z,2026-04-04,17,2,0.5,121
FF-BLN01-2026-04-04T18,BLN01,2026-04-04T18:00:00Z,2026-04-04,18,2,0.5,163
FF-BLN01-2026-04-04T21,BLN01,2026-04-04T21:00:00Z,2026-04-04,21,2,0.5,156
FF-BLN01-2026-04-05T09,BLN01,2026-04-05T09:00:00Z,2026-04-05,9,2,0.5,168
FF-BLN01-2026-04-05T10,BLN01,2026-04-05T10:00:00Z,2026-04-05,10,2,0.5,180
FF-BLN01-2026-04-05T11,BLN01,2026-04-05T11:00:00Z,2026-04-05,11,2,0.5,143
FF-BLN01-2026-04-05T12,BLN01,2026-04-05T12:00:00Z,2026-04-05,12,2,0.5,179
FF-BLN01-2026-04-05T13,BLN01,2026-04-05T13:00:00Z,2026-04-05,13,2,0.5,180
FF-BLN01-2026-04-05T14,BLN01,2026-04-05T14:00:00Z,2026-04-05,14,2,0.5,169
FF-BLN01-2026-04-05T15,BLN01,2026-04-05T15:00:00Z,2026-04-05,15,4,0.5,163
FF-BLN01-2026-04-05T16,BLN01,2026-04-05T16:00:00Z,2026-04-05,16,3,0.3333,193
FF-BLN01-2026-04-05T17,BLN01,2026-04-05T17:00:00Z,2026-04-05,17,1,1.0,150
FF-BLN01-2026-04-05T18,BLN01,2026-04-05T18:00:00Z,2026-04-05,18,2,0.5,189
FF-BLN01-2026-04-05T20,BLN01,2026-04-05T20:00:00Z,2026-04-05,20,2,0.5,174
FF-BLN01-2026-04-06T08,BLN01,2026-04-06T08:00:00Z,2026-04-06,8,3,0.3333,169
FF-BLN01-2026-04-06T09,BLN01,2026-04-06T09:00:00Z,2026-04-06,9,2,0.5,108
FF-BLN01-2026-04-06T10,BLN01,2026-04-06T10:00:00Z,2026-04-06,10,2,0.5,152
FF-BLN01-2026-04-06T12,BLN01,2026-04-06T12:00:00Z,2026-04-06,12,7,0.4286,173
FF-BLN01-2026-04-06T13,BLN01,2026-04-06T13:00:00Z,2026-04-06,13,5,0.4,156
FF-BLN01-2026-04-06T14,BLN01,2026-04-06T14:00:00Z,2026-04-06,14,7,0.4286,149
FF-BLN01-2026-04-06T15,BLN01,2026-04-06T15:00:00Z,2026-04-06,15,2,0.5,183
FF-BLN01-2026-04-06T16,BLN01,2026-04-06T16:00:00Z,2026-04-06,16,4,0.5,171
FF-BLN01-2026-04-06T17,BLN01,2026-04-06T17:00:00Z,2026-04-06,17,2,0.5,195
FF-BLN01-2026-04-06T18,BLN01,2026-04-06T18:00:00Z,2026-04-06,18,2,0.5,186
FF-BLN01-2026-04-06T19,BLN01,2026-04-06T19:00:00Z,2026-04-06,19,2,0.5,160
FF-BLN01-2026-04-06T20,BLN01,2026-04-06T20:00:00Z,2026-04-06,20,2,0.5,177
FF-BLN01-2026-04-06T22,BLN01,2026-04-06T22:00:00Z,2026-04-06,22,2,0.5,165
FF-BLN01-2026-04-07T08,BLN01,2026-04-07T08:00:00Z,2026-04-07,8,2,0.5,161
FF-BLN01-2026-04-07T09,BLN01,2026-04-07T09:00:00Z,2026-04-07,9,2,0.5,123
FF-BLN01-2026-04-07T10,BLN01,2026-04-07T10:00:00Z,2026-04-07,10,2,0.5,171
FF-BLN01-2026-04-07T11,BLN01,2026-04-07T11:00:00Z,2026-04-07,11,2,0.5,142
FF-BLN01-2026-04-07T12,BLN01,2026-04-07T12:00:00Z,2026-04-07,12,5,0.6,168
FF-BLN01-2026-04-07T13,BLN01,2026-04-07T13:00:00Z,2026-04-07,13,10,0.6,218
FF-BLN01-2026-04-07T14,BLN01,2026-04-07T14:00:00Z,2026-04-07,14,11,0.4545,203
FF-BLN01-2026-04-07T15,BLN01,2026-04-07T15:00:00Z,2026-04-07,15,7,0.7143,162
FF-BLN01-2026-04-07T16,BLN01,2026-04-07T16:00:00Z,2026-04-07,16,7,0.4286,168
FF-BLN01-2026-04-07T17,BLN01,2026-04-07T17:00:00Z,2026-04-07,17,2,0.5,158
FF-BLN01-2026-04-07T18,BLN01,2026-04-07T18:00:00Z,2026-04-07,18,2,0.5,152
FF-BLN01-2026-04-07T20,BLN01,2026-04-07T20:00:00Z,2026-04-07,20,2,0.5,161
FF-BLN01-2026-04-07T21,BLN01,2026-04-07T21:00:00Z,2026-04-07,21,3,0.3333,123
FF-BLN01-2026-04-07T22,BLN01,2026-04-07T22:00:00Z,2026-04-07,22,2,0.5,148
FF-BLN01-2026-04-08T08,BLN01,2026-04-08T08:00:00Z,2026-04-08,8,1,1.0,189
FF-BLN01-2026-04-08T09,BLN01,2026-04-08T09:00:00Z,2026-04-08,9,2,0.5,158
FF-BLN01-2026-04-08T10,BLN01,2026-04-08T10:00:00Z,2026-04-08,10,3,0.6667,143
FF-BLN01-2026-04-08T11,BLN01,2026-04-08T11:00:00Z,2026-04-08,11,2,0.5,185
FF-BLN01-2026-04-08T12,BLN01,2026-04-08T12:00:00Z,2026-04-08,12,4,0.5,170
FF-BLN01-2026-04-08T14,BLN01,2026-04-08T14:00:00Z,2026-04-08,14,1,1.0,168
FF-BLN01-2026-04-08T15,BLN01,2026-04-08T15:00:00Z,2026-04-08,15,11,0.4545,187
FF-BLN01-2026-04-08T16,BLN01,2026-04-08T16:00:00Z,2026-04-08,16,2,0.5,152
FF-BLN01-2026-04-08T17,BLN01,2026-04-08T17:00:00Z,2026-04-08,17,3,0.6667,192
FF-BLN01-2026-04-08T18,BLN01,2026-04-08T18:00:00Z,2026-04-08,18,4,0.5,133
FF-BLN01-2026-04-08T19,BLN01,2026-04-08T19:00:00Z,2026-04-08,19,4,0.5,171
FF-BLN01-2026-04-08T20,BLN01,2026-04-08T20:00:00Z,2026-04-08,20,3,0.3333,184
FF-BLN01-2026-04-08T21,BLN01,2026-04-08T21:00:00Z,2026-04-08,21,2,0.5,154
FF-BLN01-2026-04-08T22,BLN01,2026-04-08T22:00:00Z,2026-04-08,22,2,0.5,201
FF-BLN01-2026-04-09T08,BLN01,2026-04-09T08:00:00Z,2026-04-09,8,2,0.5,149
FF-BLN01-2026-04-09T09,BLN01,2026-04-09T09:00:00Z,2026-04-09,9,1,1.0,193
FF-BLN01-2026-04-09T10,BLN01,2026-04-09T10:00:00Z,2026-04-09,10,3,0.3333,215
FF-BLN01-2026-04-09T11,BLN01,2026-04-09T11:00:00Z,2026-04-09,11,2,0.5,153
FF-BLN01-2026-04-09T13,BLN01,2026-04-09T13:00:00Z,2026-04-09,13,6,0.5,148
FF-BLN01-2026-04-09T14,BLN01,2026-04-09T14:00:00Z,2026-04-09,14,2,0.5,204
FF-BLN01-2026-04-09T15,BLN01,2026-04-09T15:00:00Z,2026-04-09,15,5,0.4,160
FF-BLN01-2026-04-09T16,BLN01,2026-04-09T16:00:00Z,2026-04-09,16,6,0.5,171
FF-BLN01-2026-04-09T17,BLN01,2026-04-09T17:00:00Z,2026-04-09,17,2,0.5,213
FF-BLN01-2026-04-09T18,BLN01,2026-04-09T18:00:00Z,2026-04-09,18,3,0.6667,158
FF-BLN01-2026-04-09T19,BLN01,2026-04-09T19:00:00Z,2026-04-09,19,2,0.5,164
FF-BLN01-2026-04-09T20,BLN01,2026-04-09T20:00:00Z,2026-04-09,20,2,0.5,206
FF-BLN01-2026-04-09T21,BLN01,2026-04-09T21:00:00Z,2026-04-09,21,2,0.5,164
FF-BLN01-2026-04-09T22,BLN01,2026-04-09T22:00:00Z,2026-04-09,22,2,0.5,159
FF-BLN01-2026-04-10T08,BLN01,2026-04-10T08:00:00Z,2026-04-10,8,2,0.5,177
FF-BLN01-2026-04-10T09,BLN01,2026-04-10T09:00:00Z,2026-04-10,9,2,0.5,153
FF-BLN01-2026-04-10T10,BLN01,2026-04-10T10:00:00Z,2026-04-10,10,1,1.0,202
FF-BLN01-2026-04-10T11,BLN01,2026-04-10T11:00:00Z,2026-04-10,11,2,0.5,168
FF-BLN01-2026-04-10T12,BLN01,2026-04-10T12:00:00Z,2026-04-10,12,3,0.6667,178
FF-BLN01-2026-04-10T13,BLN01,2026-04-10T13:00:00Z,2026-04-10,13,4,0.5,193
FF-BLN01-2026-04-10T14,BLN01,2026-04-10T14:00:00Z,2026-04-10,14,3,0.6667,191
FF-BLN01-2026-04-10T15,BLN01,2026-04-10T15:00:00Z,2026-04-10,15,2,0.5,186
FF-BLN01-2026-04-10T16,BLN01,2026-04-10T16:00:00Z,2026-04-10,16,4,0.5,174
FF-BLN01-2026-04-10T17,BLN01,2026-04-10T17:00:00Z,2026-04-10,17,4,0.5,138
FF-BLN01-2026-04-10T18,BLN01,2026-04-10T18:00:00Z,2026-04-10,18,4,0.5,150
FF-BLN01-2026-04-10T19,BLN01,2026-04-10T19:00:00Z,2026-04-10,19,2,0.5,173
FF-BLN01-2026-04-10T20,BLN01,2026-04-10T20:00:00Z,2026-04-10,20,2,0.5,159
FF-BLN01-2026-04-10T22,BLN01,2026-04-10T22:00:00Z,2026-04-10,22,2,0.5,189
FF-BLN01-2026-04-11T13,BLN01,2026-04-11T13:00:00Z,2026-04-11,13,2,0.5,150
FF-BLN01-2026-04-11T14,BLN01,2026-04-11T14:00:00Z,2026-04-11,14,2,0.5,187
FF-BLN01-2026-04-11T15,BLN01,2026-04-11T15:00:00Z,2026-04-11,15,2,0.5,176
FF-BLN01-2026-04-11T16,BLN01,2026-04-11T16:00:00Z,2026-04-11,16,2,0.5,150
FF-BLN01-2026-04-11T17,BLN01,2026-04-11T17:00:00Z,2026-04-11,17,2,0.5,190
FF-BLN01-2026-04-11T18,BLN01,2026-04-11T18:00:00Z,2026-04-11,18,2,0.5,168
FF-BLN01-2026-04-11T20,BLN01,2026-04-11T20:00:00Z,2026-04-11,20,2,0.5,173
FF-BLN01-2026-04-12T11,BLN01,2026-04-12T11:00:00Z,2026-04-12,11,2,0.5,170
FF-BLN01-2026-04-12T12,BLN01,2026-04-12T12:00:00Z,2026-04-12,12,2,0.5,187
FF-BLN01-2026-04-12T13,BLN01,2026-04-12T13:00:00Z,2026-04-12,13,2,0.5,188
FF-BLN01-2026-04-12T14,BLN01,2026-04-12T14:00:00Z,2026-04-12,14,2,0.5,151
FF-BLN01-2026-04-12T15,BLN01,2026-04-12T15:00:00Z,2026-04-12,15,3,0.3333,169
FF-BLN01-2026-04-12T16,BLN01,2026-04-12T16:00:00Z,2026-04-12,16,2,0.5,178
FF-BLN01-2026-04-13T08,BLN01,2026-04-13T08:00:00Z,2026-04-13,8,2,0.5,119
FF-BLN01-2026-04-13T10,BLN01,2026-04-13T10:00:00Z,2026-04-13,10,2,0.5,178
FF-BLN01-2026-04-13T12,BLN01,2026-04-13T12:00:00Z,2026-04-13,12,2,0.5,154
FF-BLN01-2026-04-13T13,BLN01,2026-04-13T13:00:00Z,2026-04-13,13,4,0.5,168
FF-BLN01-2026-04-13T14,BLN01,2026-04-13T14:00:00Z,2026-04-13,14,4,0.5,149
FF-BLN01-2026-04-13T15,BLN01,2026-04-13T15:00:00Z,2026-04-13,15,2,0.5,174
FF-BLN01-2026-04-13T16,BLN01,2026-04-13T16:00:00Z,2026-04-13,16,4,0.5,146
FF-BLN01-2026-04-13T17,BLN01,2026-04-13T17:00:00Z,2026-04-13,17,2,0.5,159
FF-BLN01-2026-04-13T18,BLN01,2026-04-13T18:00:00Z,2026-04-13,18,2,0.5,184
FF-BLN01-2026-04-13T19,BLN01,2026-04-13T19:00:00Z,2026-04-13,19,3,0.3333,161
FF-BLN01-2026-04-13T20,BLN01,2026-04-13T20:00:00Z,2026-04-13,20,2,0.5,204
FF-BLN01-2026-04-13T21,BLN01,2026-04-13T21:00:00Z,2026-04-13,21,2,0.5,179
FF-BLN01-2026-04-14T08,BLN01,2026-04-14T08:00:00Z,2026-04-14,8,2,0.5,181
FF-BLN01-2026-04-14T10,BLN01,2026-04-14T10:00:00Z,2026-04-14,10,4,0.5,181
FF-BLN01-2026-04-14T11,BLN01,2026-04-14T11:00:00Z,2026-04-14,11,2,0.5,162
FF-BLN01-2026-04-14T12,BLN01,2026-04-14T12:00:00Z,2026-04-14,12,2,0.5,173
FF-BLN01-2026-04-14T13,BLN01,2026-04-14T13:00:00Z,2026-04-14,13,2,0.5,128
FF-BLN01-2026-04-14T14,BLN01,2026-04-14T14:00:00Z,2026-04-14,14,10,0.4,155
FF-BLN01-2026-04-14T15,BLN01,2026-04-14T15:00:00Z,2026-04-14,15,6,0.6667,158
FF-BLN01-2026-04-14T16,BLN01,2026-04-14T16:00:00Z,2026-04-14,16,4,0.5,190
FF-BLN01-2026-04-14T17,BLN01,2026-04-14T17:00:00Z,2026-04-14,17,4,0.5,174
FF-BLN01-2026-04-14T18,BLN01,2026-04-14T18:00:00Z,2026-04-14,18,5,0.4,179
FF-BLN01-2026-04-14T19,BLN01,2026-04-14T19:00:00Z,2026-04-14,19,4,0.5,177
FF-BLN01-2026-04-14T20,BLN01,2026-04-14T20:00:00Z,2026-04-14,20,2,0.5,120
FF-BLN01-2026-04-14T21,BLN01,2026-04-14T21:00:00Z,2026-04-14,21,2,0.5,173
FF-BLN01-2026-04-14T22,BLN01,2026-04-14T22:00:00Z,2026-04-14,22,2,0.5,181
FF-BLN01-2026-04-15T08,BLN01,2026-04-15T08:00:00Z,2026-04-15,8,2,0.5,169
FF-BLN01-2026-04-15T09,BLN01,2026-04-15T09:00:00Z,2026-04-15,9,3,0.3333,171
FF-BLN01-2026-04-15T10,BLN01,2026-04-15T10:00:00Z,2026-04-15,10,3,0.3333,176
FF-BLN01-2026-04-15T11,BLN01,2026-04-15T11:00:00Z,2026-04-15,11,3,0.3333,185
FF-BLN01-2026-04-15T12,BLN01,2026-04-15T12:00:00Z,2026-04-15,12,4,0.5,177
FF-BLN01-2026-04-15T13,BLN01,2026-04-15T13:00:00Z,2026-04-15,13,3,0.6667,140
FF-BLN01-2026-04-15T14,BLN01,2026-04-15T14:00:00Z,2026-04-15,14,5,0.6,163
FF-BLN01-2026-04-15T15,BLN01,2026-04-15T15:00:00Z,2026-04-15,15,5,0.6,147
FF-BLN01-2026-04-15T16,BLN01,2026-04-15T16:00:00Z,2026-04-15,16,3,0.6667,132
FF-BLN01-2026-04-15T17,BLN01,2026-04-15T17:00:00Z,2026-04-15,17,5,0.4,201
FF-BLN01-2026-04-15T18,BLN01,2026-04-15T18:00:00Z,2026-04-15,18,2,0.5,156
FF-BLN01-2026-04-15T19,BLN01,2026-04-15T19:00:00Z,2026-04-15,19,4,0.5,147
FF-BLN01-2026-04-15T20,BLN01,2026-04-15T20:00:00Z,2026-04-15,20,2,0.5,194
FF-BLN01-2026-04-15T21,BLN01,2026-04-15T21:00:00Z,2026-04-15,21,4,0.5,166
FF-BLN01-2026-04-15T22,BLN01,2026-04-15T22:00:00Z,2026-04-15,22,2,0.5,171
FF-BLN01-2026-04-16T08,BLN01,2026-04-16T08:00:00Z,2026-04-16,8,2,0.5,163
FF-BLN01-2026-04-16T09,BLN01,2026-04-16T09:00:00Z,2026-04-16,9,2,0.5,160
FF-BLN01-2026-04-16T10,BLN01,2026-04-16T10:00:00Z,2026-04-16,10,2,0.5,147
FF-BLN01-2026-04-16T11,BLN01,2026-04-16T11:00:00Z,2026-04-16,11,2,0.5,154
FF-BLN01-2026-04-16T12,BLN01,2026-04-16T12:00:00Z,2026-04-16,12,4,0.5,193
FF-BLN01-2026-04-16T13,BLN01,2026-04-16T13:00:00Z,2026-04-16,13,3,0.6667,171
FF-BLN01-2026-04-16T14,BLN01,2026-04-16T14:00:00Z,2026-04-16,14,3,0.6667,144
FF-BLN01-2026-04-16T15,BLN01,2026-04-16T15:00:00Z,2026-04-16,15,6,0.5,175
FF-BLN01-2026-04-16T16,BLN01,2026-04-16T16:00:00Z,2026-04-16,16,3,0.6667,164
FF-BLN01-2026-04-16T17,BLN01,2026-04-16T17:00:00Z,2026-04-16,17,4,0.5,168
FF-BLN01-2026-04-16T18,BLN01,2026-04-16T18:00:00Z,2026-04-16,18,2,0.5,189
FF-BLN01-2026-04-16T19,BLN01,2026-04-16T19:00:00Z,2026-04-16,19,3,0.3333,185
FF-BLN01-2026-04-16T20,BLN01,2026-04-16T20:00:00Z,2026-04-16,20,2,0.5,189
FF-BLN01-2026-04-16T21,BLN01,2026-04-16T21:00:00Z,2026-04-16,21,3,0.3333,201
FF-BLN01-2026-04-16T22,BLN01,2026-04-16T22:00:00Z,2026-04-16,22,2,0.5,153
FF-BLN01-2026-04-17T11,BLN01,2026-04-17T11:00:00Z,2026-04-17,11,2,0.5,146
FF-BLN01-2026-04-17T12,BLN01,2026-04-17T12:00:00Z,2026-04-17,12,2,0.5,128
FF-BLN01-2026-04-17T13,BLN01,2026-04-17T13:00:00Z,2026-04-17,13,2,0.5,159
FF-BLN01-2026-04-17T14,BLN01,2026-04-17T14:00:00Z,2026-04-17,14,4,0.5,141
FF-BLN01-2026-04-17T15,BLN01,2026-04-17T15:00:00Z,2026-04-17,15,7,0.5714,158
FF-BLN01-2026-04-17T16,BLN01,2026-04-17T16:00:00Z,2026-04-17,16,2,0.5,201
FF-BLN01-2026-04-17T17,BLN01,2026-04-17T17:00:00Z,2026-04-17,17,7,0.5714,120
FF-BLN01-2026-04-17T19,BLN01,2026-04-17T19:00:00Z,2026-04-17,19,2,0.5,191
