ID,store_ID,article_ID,readingAt,sensorType,value,unit,isAnomaly
SN-WDF02-AR90055-2026-06-27-13-V,WDF02,AR90055,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.915,ratio,False
SN-WDF02-AR90055-2026-06-27-17-V,WDF02,AR90055,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.794,ratio,False
SN-WDF02-AR00009-2026-06-27-9-V,WDF02,AR00009,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.394,ratio,False
SN-WDF02-AR00009-2026-06-27-13-V,WDF02,AR00009,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.644,ratio,False
SN-WDF02-AR00009-2026-06-27-17-V,WDF02,AR00009,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.554,ratio,False
SN-WDF02-AR00137-2026-06-27-9-V,WDF02,AR00137,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.71,ratio,False
SN-WDF02-AR00137-2026-06-27-13-V,WDF02,AR00137,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.367,ratio,False
SN-WDF02-AR00137-2026-06-27-17-V,WDF02,AR00137,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.68,ratio,False
SN-WDF02-AR90009-2026-06-27-9-V,WDF02,AR90009,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.995,ratio,False
SN-WDF02-AR90009-2026-06-27-13-V,WDF02,AR90009,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.311,ratio,False
SN-WDF02-AR90009-2026-06-27-17-V,WDF02,AR90009,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.957,ratio,False
SN-WDF02-AR90034-2026-06-27-9-V,WDF02,AR90034,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.705,ratio,False
SN-WDF02-AR90034-2026-06-27-13-V,WDF02,AR90034,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.395,ratio,False
SN-WDF02-AR90034-2026-06-27-17-V,WDF02,AR90034,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.713,ratio,False
SN-WDF02-AR00136-2026-06-27-9-V,WDF02,AR00136,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.757,ratio,False
SN-WDF02-AR00136-2026-06-27-13-V,WDF02,AR00136,2026-06-27T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR00136-2026-06-27-17-V,WDF02,AR00136,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.145,ratio,True
SN-WDF02-AR00024-2026-06-27-9-V,WDF02,AR00024,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.675,ratio,False
SN-WDF02-AR00024-2026-06-27-13-V,WDF02,AR00024,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.685,ratio,False
SN-WDF02-AR00024-2026-06-27-17-V,WDF02,AR00024,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.647,ratio,False
SN-WDF02-AR90054-2026-06-27-9-V,WDF02,AR90054,2026-06-27T09:00:00Z,VISION_STOCKOUT,0.322,ratio,False
SN-WDF02-AR90054-2026-06-27-13-V,WDF02,AR90054,2026-06-27T13:00:00Z,VISION_STOCKOUT,0.416,ratio,False
SN-WDF02-AR90054-2026-06-27-17-V,WDF02,AR90054,2026-06-27T17:00:00Z,VISION_STOCKOUT,0.383,ratio,False
SN-WDF02-AR90004-2026-06-27-ESL,WDF02,AR90004,2026-06-27T06:00:00Z,ESL,0.25,EUR,False
SN-WDF02-AR90003-2026-06-27-ESL,WDF02,AR90003,2026-06-27T06:00:00Z,ESL,0.15,EUR,False
SN-WDF02-AR90013-2026-06-27-ESL,WDF02,AR90013,2026-06-27T06:00:00Z,ESL,1.7,EUR,False
SN-WDF02-AR90039-2026-06-27-ESL,WDF02,AR90039,2026-06-27T06:00:00Z,ESL,1.5,EUR,False
SN-WDF02-AR90002-2026-06-27-ESL,WDF02,AR90002,2026-06-27T06:00:00Z,ESL,0.08,EUR,False
SN-WDF02-AR90018-2026-06-27-ESL,WDF02,AR90018,2026-06-27T06:00:00Z,ESL,1.95,EUR,False
SN-WDF02-AR90015-2026-06-27-ESL,WDF02,AR90015,2026-06-27T06:00:00Z,ESL,1.7,EUR,False
SN-WDF02-AR90012-2026-06-27-ESL,WDF02,AR90012,2026-06-27T06:00:00Z,ESL,1.7,EUR,False
SN-WDF02-2026-06-27-T0,WDF02,AR00380,2026-06-27T12:00:00Z,TEMPERATURE,6.09,C,False
SN-WDF02-2026-06-27-T1,WDF02,AR00137,2026-06-27T12:00:00Z,TEMPERATURE,-21.49,C,True
SN-WDF02-2026-06-27-T2,WDF02,AR00140,2026-06-27T12:00:00Z,TEMPERATURE,4.4,C,False
SN-WDF02-2026-06-27-T3,WDF02,AR00282,2026-06-27T12:00:00Z,TEMPERATURE,6.94,C,False
SN-WDF02-2026-06-27-T4,WDF02,AR00240,2026-06-27T12:00:00Z,TEMPERATURE,12.09,C,True
SN-WDF02-2026-06-27-T5,WDF02,AR00187,2026-06-27T12:00:00Z,TEMPERATURE,-10.84,C,True
SN-WDF02-AR90004-2026-06-28-9-V,WDF02,AR90004,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.072,ratio,True
SN-WDF02-AR90004-2026-06-28-13-V,WDF02,AR90004,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.307,ratio,False
SN-WDF02-AR90004-2026-06-28-17-V,WDF02,AR90004,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.606,ratio,False
SN-WDF02-AR90003-2026-06-28-9-V,WDF02,AR90003,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.646,ratio,False
SN-WDF02-AR90003-2026-06-28-13-V,WDF02,AR90003,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.428,ratio,False
SN-WDF02-AR90003-2026-06-28-17-V,WDF02,AR90003,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.29,ratio,False
SN-WDF02-AR90013-2026-06-28-9-V,WDF02,AR90013,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.462,ratio,False
SN-WDF02-AR90013-2026-06-28-13-V,WDF02,AR90013,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.993,ratio,False
SN-WDF02-AR90013-2026-06-28-17-V,WDF02,AR90013,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.885,ratio,False
SN-WDF02-AR90039-2026-06-28-9-V,WDF02,AR90039,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.0,ratio,True
SN-WDF02-AR90039-2026-06-28-13-V,WDF02,AR90039,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.841,ratio,False
SN-WDF02-AR90039-2026-06-28-17-V,WDF02,AR90039,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.416,ratio,False
SN-WDF02-AR90002-2026-06-28-9-V,WDF02,AR90002,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.968,ratio,False
SN-WDF02-AR90002-2026-06-28-13-V,WDF02,AR90002,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.359,ratio,False
SN-WDF02-AR90002-2026-06-28-17-V,WDF02,AR90002,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.435,ratio,False
SN-WDF02-AR90018-2026-06-28-9-V,WDF02,AR90018,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.814,ratio,False
SN-WDF02-AR90018-2026-06-28-13-V,WDF02,AR90018,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.542,ratio,False
SN-WDF02-AR90018-2026-06-28-17-V,WDF02,AR90018,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.397,ratio,False
SN-WDF02-AR90015-2026-06-28-9-V,WDF02,AR90015,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.573,ratio,False
SN-WDF02-AR90015-2026-06-28-13-V,WDF02,AR90015,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.433,ratio,False
SN-WDF02-AR90015-2026-06-28-17-V,WDF02,AR90015,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.256,ratio,False
SN-WDF02-AR90012-2026-06-28-9-V,WDF02,AR90012,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.396,ratio,False
SN-WDF02-AR90012-2026-06-28-13-V,WDF02,AR90012,2026-06-28T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR90012-2026-06-28-17-V,WDF02,AR90012,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.596,ratio,False
SN-WDF02-AR00395-2026-06-28-9-V,WDF02,AR00395,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.79,ratio,False
SN-WDF02-AR00395-2026-06-28-13-V,WDF02,AR00395,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.956,ratio,False
SN-WDF02-AR00395-2026-06-28-17-V,WDF02,AR00395,2026-06-28T17:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR90014-2026-06-28-9-V,WDF02,AR90014,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.59,ratio,False
SN-WDF02-AR90014-2026-06-28-13-V,WDF02,AR90014,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.442,ratio,False
SN-WDF02-AR90014-2026-06-28-17-V,WDF02,AR90014,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.441,ratio,False
SN-WDF02-AR00394-2026-06-28-9-V,WDF02,AR00394,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.414,ratio,False
SN-WDF02-AR00394-2026-06-28-13-V,WDF02,AR00394,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.834,ratio,False
SN-WDF02-AR00394-2026-06-28-17-V,WDF02,AR00394,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.866,ratio,False
SN-WDF02-AR00080-2026-06-28-9-V,WDF02,AR00080,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.103,ratio,True
SN-WDF02-AR00080-2026-06-28-13-V,WDF02,AR00080,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.424,ratio,False
SN-WDF02-AR00080-2026-06-28-17-V,WDF02,AR00080,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.606,ratio,False
SN-WDF02-AR00289-2026-06-28-9-V,WDF02,AR00289,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.682,ratio,False
SN-WDF02-AR00289-2026-06-28-13-V,WDF02,AR00289,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.527,ratio,False
SN-WDF02-AR00289-2026-06-28-17-V,WDF02,AR00289,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.473,ratio,False
SN-WDF02-AR90019-2026-06-28-9-V,WDF02,AR90019,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.567,ratio,False
SN-WDF02-AR90019-2026-06-28-13-V,WDF02,AR90019,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.189,ratio,False
SN-WDF02-AR90019-2026-06-28-17-V,WDF02,AR90019,2026-06-28T17:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR00010-2026-06-28-9-V,WDF02,AR00010,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.827,ratio,False
SN-WDF02-AR00010-2026-06-28-13-V,WDF02,AR00010,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.9,ratio,False
SN-WDF02-AR00010-2026-06-28-17-V,WDF02,AR00010,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.891,ratio,False
SN-WDF02-AR00084-2026-06-28-9-V,WDF02,AR00084,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.419,ratio,False
SN-WDF02-AR00084-2026-06-28-13-V,WDF02,AR00084,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.199,ratio,False
SN-WDF02-AR00084-2026-06-28-17-V,WDF02,AR00084,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.82,ratio,False
SN-WDF02-AR90036-2026-06-28-9-V,WDF02,AR90036,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.41,ratio,False
SN-WDF02-AR90036-2026-06-28-13-V,WDF02,AR90036,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.994,ratio,False
SN-WDF02-AR90036-2026-06-28-17-V,WDF02,AR90036,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.605,ratio,False
SN-WDF02-AR90055-2026-06-28-9-V,WDF02,AR90055,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.85,ratio,False
SN-WDF02-AR90055-2026-06-28-13-V,WDF02,AR90055,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.458,ratio,False
SN-WDF02-AR90055-2026-06-28-17-V,WDF02,AR90055,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.794,ratio,False
SN-WDF02-AR00009-2026-06-28-9-V,WDF02,AR00009,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.143,ratio,True
SN-WDF02-AR00009-2026-06-28-13-V,WDF02,AR00009,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.374,ratio,False
SN-WDF02-AR00009-2026-06-28-17-V,WDF02,AR00009,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.888,ratio,False
SN-WDF02-AR00137-2026-06-28-9-V,WDF02,AR00137,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.851,ratio,False
SN-WDF02-AR00137-2026-06-28-13-V,WDF02,AR00137,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.705,ratio,False
SN-WDF02-AR00137-2026-06-28-17-V,WDF02,AR00137,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.719,ratio,False
SN-WDF02-AR90009-2026-06-28-9-V,WDF02,AR90009,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.529,ratio,False
SN-WDF02-AR90009-2026-06-28-13-V,WDF02,AR90009,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.292,ratio,False
SN-WDF02-AR90009-2026-06-28-17-V,WDF02,AR90009,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.485,ratio,False
SN-WDF02-AR90034-2026-06-28-9-V,WDF02,AR90034,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.619,ratio,False
SN-WDF02-AR90034-2026-06-28-13-V,WDF02,AR90034,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.481,ratio,False
SN-WDF02-AR90034-2026-06-28-17-V,WDF02,AR90034,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.612,ratio,False
SN-WDF02-AR00136-2026-06-28-9-V,WDF02,AR00136,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.567,ratio,False
SN-WDF02-AR00136-2026-06-28-13-V,WDF02,AR00136,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.669,ratio,False
SN-WDF02-AR00136-2026-06-28-17-V,WDF02,AR00136,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.858,ratio,False
SN-WDF02-AR00024-2026-06-28-9-V,WDF02,AR00024,2026-06-28T09:00:00Z,VISION_STOCKOUT,0.632,ratio,False
SN-WDF02-AR00024-2026-06-28-13-V,WDF02,AR00024,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.37,ratio,False
SN-WDF02-AR00024-2026-06-28-17-V,WDF02,AR00024,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.659,ratio,False
SN-WDF02-AR90054-2026-06-28-9-V,WDF02,AR90054,2026-06-28T09:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR90054-2026-06-28-13-V,WDF02,AR90054,2026-06-28T13:00:00Z,VISION_STOCKOUT,0.843,ratio,False
SN-WDF02-AR90054-2026-06-28-17-V,WDF02,AR90054,2026-06-28T17:00:00Z,VISION_STOCKOUT,0.225,ratio,False
SN-WDF02-AR90004-2026-06-28-ESL,WDF02,AR90004,2026-06-28T06:00:00Z,ESL,0.25,EUR,False
SN-WDF02-AR90003-2026-06-28-ESL,WDF02,AR90003,2026-06-28T06:00:00Z,ESL,0.15,EUR,False
SN-WDF02-AR90013-2026-06-28-ESL,WDF02,AR90013,2026-06-28T06:00:00Z,ESL,1.7,EUR,False
SN-WDF02-AR90039-2026-06-28-ESL,WDF02,AR90039,2026-06-28T06:00:00Z,ESL,1.5,EUR,False
SN-WDF02-AR90002-2026-06-28-ESL,WDF02,AR90002,2026-06-28T06:00:00Z,ESL,0.08,EUR,False
SN-WDF02-AR90018-2026-06-28-ESL,WDF02,AR90018,2026-06-28T06:00:00Z,ESL,1.95,EUR,False
SN-WDF02-AR90015-2026-06-28-ESL,WDF02,AR90015,2026-06-28T06:00:00Z,ESL,1.5,EUR,True
SN-WDF02-AR90012-2026-06-28-ESL,WDF02,AR90012,2026-06-28T06:00:00Z,ESL,1.7,EUR,False
SN-WDF02-2026-06-28-T0,WDF02,AR00441,2026-06-28T12:00:00Z,TEMPERATURE,2.22,C,False
SN-WDF02-2026-06-28-T1,WDF02,AR00159,2026-06-28T12:00:00Z,TEMPERATURE,4.37,C,False
SN-WDF02-2026-06-28-T2,WDF02,AR00290,2026-06-28T12:00:00Z,TEMPERATURE,7.35,C,False
SN-WDF02-2026-06-28-T3,WDF02,AR90021,2026-06-28T12:00:00Z,TEMPERATURE,3.2,C,False
SN-WDF02-2026-06-28-T4,WDF02,AR90020,2026-06-28T12:00:00Z,TEMPERATURE,6.28,C,False
SN-WDF02-2026-06-28-T5,WDF02,AR00136,2026-06-28T12:00:00Z,TEMPERATURE,-16.45,C,False
SN-WDF02-AR90004-2026-06-29-9-V,WDF02,AR90004,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.747,ratio,False
SN-WDF02-AR90004-2026-06-29-13-V,WDF02,AR90004,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.576,ratio,False
SN-WDF02-AR90004-2026-06-29-17-V,WDF02,AR90004,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.95,ratio,False
SN-WDF02-AR90003-2026-06-29-9-V,WDF02,AR90003,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.836,ratio,False
SN-WDF02-AR90003-2026-06-29-13-V,WDF02,AR90003,2026-06-29T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR90003-2026-06-29-17-V,WDF02,AR90003,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.407,ratio,False
SN-WDF02-AR90013-2026-06-29-9-V,WDF02,AR90013,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.522,ratio,False
SN-WDF02-AR90013-2026-06-29-13-V,WDF02,AR90013,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.329,ratio,False
SN-WDF02-AR90013-2026-06-29-17-V,WDF02,AR90013,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.377,ratio,False
SN-WDF02-AR90039-2026-06-29-9-V,WDF02,AR90039,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.663,ratio,False
SN-WDF02-AR90039-2026-06-29-13-V,WDF02,AR90039,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.492,ratio,False
SN-WDF02-AR90039-2026-06-29-17-V,WDF02,AR90039,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.538,ratio,False
SN-WDF02-AR90002-2026-06-29-9-V,WDF02,AR90002,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.575,ratio,False
SN-WDF02-AR90002-2026-06-29-13-V,WDF02,AR90002,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.806,ratio,False
SN-WDF02-AR90002-2026-06-29-17-V,WDF02,AR90002,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.824,ratio,False
SN-WDF02-AR90018-2026-06-29-9-V,WDF02,AR90018,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.791,ratio,False
SN-WDF02-AR90018-2026-06-29-13-V,WDF02,AR90018,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.599,ratio,False
SN-WDF02-AR90018-2026-06-29-17-V,WDF02,AR90018,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.649,ratio,False
SN-WDF02-AR90015-2026-06-29-9-V,WDF02,AR90015,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.841,ratio,False
SN-WDF02-AR90015-2026-06-29-13-V,WDF02,AR90015,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.776,ratio,False
SN-WDF02-AR90015-2026-06-29-17-V,WDF02,AR90015,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.929,ratio,False
SN-WDF02-AR90012-2026-06-29-9-V,WDF02,AR90012,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.887,ratio,False
SN-WDF02-AR90012-2026-06-29-13-V,WDF02,AR90012,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.398,ratio,False
SN-WDF02-AR90012-2026-06-29-17-V,WDF02,AR90012,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.611,ratio,False
SN-WDF02-AR00395-2026-06-29-9-V,WDF02,AR00395,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.745,ratio,False
SN-WDF02-AR00395-2026-06-29-13-V,WDF02,AR00395,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.646,ratio,False
SN-WDF02-AR00395-2026-06-29-17-V,WDF02,AR00395,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.509,ratio,False
SN-WDF02-AR90014-2026-06-29-9-V,WDF02,AR90014,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.376,ratio,False
SN-WDF02-AR90014-2026-06-29-13-V,WDF02,AR90014,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.632,ratio,False
SN-WDF02-AR90014-2026-06-29-17-V,WDF02,AR90014,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.687,ratio,False
SN-WDF02-AR00394-2026-06-29-9-V,WDF02,AR00394,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.274,ratio,False
SN-WDF02-AR00394-2026-06-29-13-V,WDF02,AR00394,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.797,ratio,False
SN-WDF02-AR00394-2026-06-29-17-V,WDF02,AR00394,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.423,ratio,False
SN-WDF02-AR00080-2026-06-29-9-V,WDF02,AR00080,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.58,ratio,False
SN-WDF02-AR00080-2026-06-29-13-V,WDF02,AR00080,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.687,ratio,False
SN-WDF02-AR00080-2026-06-29-17-V,WDF02,AR00080,2026-06-29T17:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR00289-2026-06-29-9-V,WDF02,AR00289,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.412,ratio,False
SN-WDF02-AR00289-2026-06-29-13-V,WDF02,AR00289,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.626,ratio,False
SN-WDF02-AR00289-2026-06-29-17-V,WDF02,AR00289,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.551,ratio,False
SN-WDF02-AR90019-2026-06-29-9-V,WDF02,AR90019,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.354,ratio,False
SN-WDF02-AR90019-2026-06-29-13-V,WDF02,AR90019,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.366,ratio,False
SN-WDF02-AR90019-2026-06-29-17-V,WDF02,AR90019,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.954,ratio,False
SN-WDF02-AR00010-2026-06-29-9-V,WDF02,AR00010,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.386,ratio,False
SN-WDF02-AR00010-2026-06-29-13-V,WDF02,AR00010,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.717,ratio,False
SN-WDF02-AR00010-2026-06-29-17-V,WDF02,AR00010,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.587,ratio,False
SN-WDF02-AR00084-2026-06-29-9-V,WDF02,AR00084,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.594,ratio,False
SN-WDF02-AR00084-2026-06-29-13-V,WDF02,AR00084,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.065,ratio,True
SN-WDF02-AR00084-2026-06-29-17-V,WDF02,AR00084,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.501,ratio,False
SN-WDF02-AR90036-2026-06-29-9-V,WDF02,AR90036,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.629,ratio,False
SN-WDF02-AR90036-2026-06-29-13-V,WDF02,AR90036,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.757,ratio,False
SN-WDF02-AR90036-2026-06-29-17-V,WDF02,AR90036,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.502,ratio,False
SN-WDF02-AR90055-2026-06-29-9-V,WDF02,AR90055,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.191,ratio,False
SN-WDF02-AR90055-2026-06-29-13-V,WDF02,AR90055,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.528,ratio,False
SN-WDF02-AR90055-2026-06-29-17-V,WDF02,AR90055,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.623,ratio,False
SN-WDF02-AR00009-2026-06-29-9-V,WDF02,AR00009,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.509,ratio,False
SN-WDF02-AR00009-2026-06-29-13-V,WDF02,AR00009,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.432,ratio,False
SN-WDF02-AR00009-2026-06-29-17-V,WDF02,AR00009,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.957,ratio,False
SN-WDF02-AR00137-2026-06-29-9-V,WDF02,AR00137,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.648,ratio,False
SN-WDF02-AR00137-2026-06-29-13-V,WDF02,AR00137,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.663,ratio,False
SN-WDF02-AR00137-2026-06-29-17-V,WDF02,AR00137,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.432,ratio,False
SN-WDF02-AR90009-2026-06-29-9-V,WDF02,AR90009,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.025,ratio,True
SN-WDF02-AR90009-2026-06-29-13-V,WDF02,AR90009,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.921,ratio,False
SN-WDF02-AR90009-2026-06-29-17-V,WDF02,AR90009,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.744,ratio,False
SN-WDF02-AR90034-2026-06-29-9-V,WDF02,AR90034,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.716,ratio,False
SN-WDF02-AR90034-2026-06-29-13-V,WDF02,AR90034,2026-06-29T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-WDF02-AR90034-2026-06-29-17-V,WDF02,AR90034,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.28,ratio,False
SN-WDF02-AR00136-2026-06-29-9-V,WDF02,AR00136,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.627,ratio,False
SN-WDF02-AR00136-2026-06-29-13-V,WDF02,AR00136,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.175,ratio,False
SN-WDF02-AR00136-2026-06-29-17-V,WDF02,AR00136,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.651,ratio,False
SN-WDF02-AR00024-2026-06-29-9-V,WDF02,AR00024,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.487,ratio,False
SN-WDF02-AR00024-2026-06-29-13-V,WDF02,AR00024,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.507,ratio,False
SN-WDF02-AR00024-2026-06-29-17-V,WDF02,AR00024,2026-06-29T17:00:00Z,VISION_STOCKOUT,0.942,ratio,False
SN-WDF02-AR90054-2026-06-29-9-V,WDF02,AR90054,2026-06-29T09:00:00Z,VISION_STOCKOUT,0.776,ratio,False
SN-WDF02-AR90054-2026-06-29-13-V,WDF02,AR90054,2026-06-29T13:00:00Z,VISION_STOCKOUT,0.723,ratio,False
