ID,store_ID,article_ID,forecastFor,businessDate,hourOfDay,predictedQty,lowerBound,upperBound,actualQty,mape,wape,model,generatedAt
FC-WDF01-000364,WDF01,AR90036,2026-07-05T14:00:00Z,2026-07-05,14,0.08,0,1.179,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000365,WDF01,AR90036,2026-07-05T15:00:00Z,2026-07-05,15,0.05,0,1.149,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000366,WDF01,AR90036,2026-07-05T16:00:00Z,2026-07-05,16,0.054,0,1.152,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000367,WDF01,AR90036,2026-07-05T17:00:00Z,2026-07-05,17,0.062,0,1.161,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000368,WDF01,AR90036,2026-07-05T18:00:00Z,2026-07-05,18,0.082,0,1.181,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000369,WDF01,AR90036,2026-07-05T19:00:00Z,2026-07-05,19,0.034,0,1.133,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000370,WDF01,AR90036,2026-07-05T20:00:00Z,2026-07-05,20,0.041,0,1.14,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000371,WDF01,AR90036,2026-07-05T21:00:00Z,2026-07-05,21,0.054,0,1.153,,93.4,209.64,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000372,WDF01,AR00241,2026-07-05T16:00:00Z,2026-07-05,16,0.021,0,0.285,,97.87,207.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000373,WDF01,AR00241,2026-07-05T17:00:00Z,2026-07-05,17,0.026,0,0.291,,97.87,207.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000374,WDF01,AR00241,2026-07-05T18:00:00Z,2026-07-05,18,0.018,0,0.282,,97.87,207.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000375,WDF01,AR90019,2026-07-05T12:00:00Z,2026-07-05,12,0.016,0,0.638,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000376,WDF01,AR90019,2026-07-05T13:00:00Z,2026-07-05,13,0.02,0,0.642,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000377,WDF01,AR90019,2026-07-05T14:00:00Z,2026-07-05,14,0.023,0,0.645,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000378,WDF01,AR90019,2026-07-05T15:00:00Z,2026-07-05,15,0.019,0,0.641,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000379,WDF01,AR90019,2026-07-05T16:00:00Z,2026-07-05,16,0.02,0,0.643,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000380,WDF01,AR90019,2026-07-05T17:00:00Z,2026-07-05,17,0.019,0,0.641,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000381,WDF01,AR90019,2026-07-05T18:00:00Z,2026-07-05,18,0.022,0,0.644,,97.05,176.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000382,WDF01,AR00240,2026-07-04T17:00:00Z,2026-07-04,17,0.016,0,0.297,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000383,WDF01,AR00240,2026-07-05T13:00:00Z,2026-07-05,13,0.019,0,0.3,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000384,WDF01,AR00240,2026-07-05T14:00:00Z,2026-07-05,14,0.019,0,0.301,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000385,WDF01,AR00240,2026-07-05T15:00:00Z,2026-07-05,15,0.018,0,0.299,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000386,WDF01,AR00240,2026-07-05T16:00:00Z,2026-07-05,16,0.027,0,0.309,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000387,WDF01,AR00240,2026-07-05T17:00:00Z,2026-07-05,17,0.029,0,0.311,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000388,WDF01,AR00240,2026-07-05T19:00:00Z,2026-07-05,19,0.024,0,0.306,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000389,WDF01,AR00240,2026-07-05T20:00:00Z,2026-07-05,20,0.019,0,0.3,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000390,WDF01,AR00240,2026-07-05T21:00:00Z,2026-07-05,21,0.021,0,0.303,,97.12,265.89,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000391,WDF01,AR00011,2026-07-05T16:00:00Z,2026-07-05,16,0.019,0,0.412,,96.74,369.23,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000392,WDF01,AR00011,2026-07-05T17:00:00Z,2026-07-05,17,0.015,0,0.408,,96.74,369.23,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000393,WDF01,AR00084,2026-07-04T12:00:00Z,2026-07-04,12,0.022,0,0.717,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000394,WDF01,AR00084,2026-07-04T13:00:00Z,2026-07-04,13,0.039,0,0.734,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000395,WDF01,AR00084,2026-07-04T14:00:00Z,2026-07-04,14,0.031,0,0.726,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000396,WDF01,AR00084,2026-07-04T15:00:00Z,2026-07-04,15,0.037,0,0.732,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000397,WDF01,AR00084,2026-07-04T16:00:00Z,2026-07-04,16,0.029,0,0.723,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000398,WDF01,AR00084,2026-07-04T17:00:00Z,2026-07-04,17,0.019,0,0.713,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000399,WDF01,AR00084,2026-07-04T18:00:00Z,2026-07-04,18,0.015,0,0.71,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000400,WDF01,AR00084,2026-07-04T19:00:00Z,2026-07-04,19,0.019,0,0.714,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000401,WDF01,AR00084,2026-07-05T12:00:00Z,2026-07-05,12,0.042,0,0.736,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000402,WDF01,AR00084,2026-07-05T13:00:00Z,2026-07-05,13,0.073,0,0.768,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000403,WDF01,AR00084,2026-07-05T14:00:00Z,2026-07-05,14,0.059,0,0.754,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000404,WDF01,AR00084,2026-07-05T15:00:00Z,2026-07-05,15,0.07,0,0.765,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000405,WDF01,AR00084,2026-07-05T16:00:00Z,2026-07-05,16,0.054,0,0.748,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000406,WDF01,AR00084,2026-07-05T17:00:00Z,2026-07-05,17,0.035,0,0.73,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000407,WDF01,AR00084,2026-07-05T18:00:00Z,2026-07-05,18,0.029,0,0.723,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000408,WDF01,AR00084,2026-07-05T19:00:00Z,2026-07-05,19,0.036,0,0.731,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000409,WDF01,AR00084,2026-07-05T20:00:00Z,2026-07-05,20,0.019,0,0.714,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000410,WDF01,AR00084,2026-07-05T21:00:00Z,2026-07-05,21,0.02,0,0.715,,91.42,157.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000411,WDF01,AR00244,2026-07-03T22:00:00Z,2026-07-03,22,0.021,0,0.41,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000412,WDF01,AR00244,2026-07-04T09:00:00Z,2026-07-04,9,0.018,0,0.407,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000413,WDF01,AR00244,2026-07-04T12:00:00Z,2026-07-04,12,0.015,0,0.404,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000414,WDF01,AR00244,2026-07-04T13:00:00Z,2026-07-04,13,0.032,0,0.421,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000415,WDF01,AR00244,2026-07-04T14:00:00Z,2026-07-04,14,0.02,0,0.409,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000416,WDF01,AR00244,2026-07-04T15:00:00Z,2026-07-04,15,0.023,0,0.412,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000417,WDF01,AR00244,2026-07-04T16:00:00Z,2026-07-04,16,0.027,0,0.416,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000418,WDF01,AR00244,2026-07-04T17:00:00Z,2026-07-04,17,0.029,0,0.418,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000419,WDF01,AR00244,2026-07-04T18:00:00Z,2026-07-04,18,0.027,0,0.416,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000420,WDF01,AR00244,2026-07-04T19:00:00Z,2026-07-04,19,0.036,0,0.424,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000421,WDF01,AR00244,2026-07-04T21:00:00Z,2026-07-04,21,0.015,0,0.404,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000422,WDF01,AR00244,2026-07-05T08:00:00Z,2026-07-05,8,0.026,0,0.415,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000423,WDF01,AR00244,2026-07-05T09:00:00Z,2026-07-05,9,0.033,0,0.422,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000424,WDF01,AR00244,2026-07-05T10:00:00Z,2026-07-05,10,0.02,0,0.409,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000425,WDF01,AR00244,2026-07-05T12:00:00Z,2026-07-05,12,0.029,0,0.418,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000426,WDF01,AR00244,2026-07-05T13:00:00Z,2026-07-05,13,0.06,0,0.449,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000427,WDF01,AR00244,2026-07-05T14:00:00Z,2026-07-05,14,0.037,0,0.426,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000428,WDF01,AR00244,2026-07-05T15:00:00Z,2026-07-05,15,0.043,0,0.432,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000429,WDF01,AR00244,2026-07-05T16:00:00Z,2026-07-05,16,0.052,0,0.441,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000430,WDF01,AR00244,2026-07-05T17:00:00Z,2026-07-05,17,0.054,0,0.443,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000431,WDF01,AR00244,2026-07-05T18:00:00Z,2026-07-05,18,0.051,0,0.44,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000432,WDF01,AR00244,2026-07-05T19:00:00Z,2026-07-05,19,0.067,0,0.456,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000433,WDF01,AR00244,2026-07-05T20:00:00Z,2026-07-05,20,0.027,0,0.416,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000434,WDF01,AR00244,2026-07-05T21:00:00Z,2026-07-05,21,0.029,0,0.418,,94.39,329.3,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000435,WDF01,AR00243,2026-07-05T13:00:00Z,2026-07-05,13,0.016,0,0.201,,97.06,159.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000436,WDF01,AR00243,2026-07-05T14:00:00Z,2026-07-05,14,0.015,0,0.2,,97.06,159.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000437,WDF01,AR00243,2026-07-05T16:00:00Z,2026-07-05,16,0.019,0,0.204,,97.06,159.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000438,WDF01,AR00243,2026-07-05T17:00:00Z,2026-07-05,17,0.024,0,0.209,,97.06,159.42,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000439,WDF01,AR00039,2026-07-05T13:00:00Z,2026-07-05,13,0.018,0,1.827,,97.59,367.46,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000440,WDF01,AR90009,2026-07-04T13:00:00Z,2026-07-04,13,0.016,0,0.359,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000441,WDF01,AR90009,2026-07-04T14:00:00Z,2026-07-04,14,0.016,0,0.359,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000442,WDF01,AR90009,2026-07-04T15:00:00Z,2026-07-04,15,0.016,0,0.359,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000443,WDF01,AR90009,2026-07-04T16:00:00Z,2026-07-04,16,0.02,0,0.363,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000444,WDF01,AR90009,2026-07-04T17:00:00Z,2026-07-04,17,0.015,0,0.358,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000445,WDF01,AR90009,2026-07-04T18:00:00Z,2026-07-04,18,0.017,0,0.36,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000446,WDF01,AR90009,2026-07-05T11:00:00Z,2026-07-05,11,0.016,0,0.358,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000447,WDF01,AR90009,2026-07-05T12:00:00Z,2026-07-05,12,0.02,0,0.363,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000448,WDF01,AR90009,2026-07-05T13:00:00Z,2026-07-05,13,0.03,0,0.373,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000449,WDF01,AR90009,2026-07-05T14:00:00Z,2026-07-05,14,0.03,0,0.373,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000450,WDF01,AR90009,2026-07-05T15:00:00Z,2026-07-05,15,0.031,0,0.373,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000451,WDF01,AR90009,2026-07-05T16:00:00Z,2026-07-05,16,0.038,0,0.381,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000452,WDF01,AR90009,2026-07-05T17:00:00Z,2026-07-05,17,0.029,0,0.372,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000453,WDF01,AR90009,2026-07-05T18:00:00Z,2026-07-05,18,0.032,0,0.375,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000454,WDF01,AR90009,2026-07-05T19:00:00Z,2026-07-05,19,0.026,0,0.369,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000455,WDF01,AR90009,2026-07-05T20:00:00Z,2026-07-05,20,0.021,0,0.364,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000456,WDF01,AR90009,2026-07-05T21:00:00Z,2026-07-05,21,0.017,0,0.36,,95.76,202.51,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000457,WDF01,AR00081,2026-07-04T13:00:00Z,2026-07-04,13,0.016,0,3.746,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000458,WDF01,AR00081,2026-07-04T15:00:00Z,2026-07-04,15,0.018,0,3.748,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000459,WDF01,AR00081,2026-07-04T16:00:00Z,2026-07-04,16,0.02,0,3.75,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000460,WDF01,AR00081,2026-07-04T18:00:00Z,2026-07-04,18,0.024,0,3.753,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000461,WDF01,AR00081,2026-07-05T12:00:00Z,2026-07-05,12,0.02,0,3.75,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000462,WDF01,AR00081,2026-07-05T13:00:00Z,2026-07-05,13,0.031,0,3.76,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000463,WDF01,AR00081,2026-07-05T14:00:00Z,2026-07-05,14,0.028,0,3.757,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000464,WDF01,AR00081,2026-07-05T15:00:00Z,2026-07-05,15,0.034,0,3.764,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000465,WDF01,AR00081,2026-07-05T16:00:00Z,2026-07-05,16,0.038,0,3.768,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000466,WDF01,AR00081,2026-07-05T17:00:00Z,2026-07-05,17,0.024,0,3.753,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000467,WDF01,AR00081,2026-07-05T18:00:00Z,2026-07-05,18,0.045,0,3.774,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000468,WDF01,AR00081,2026-07-05T19:00:00Z,2026-07-05,19,0.022,0,3.751,,95.31,220.36,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000469,WDF01,AR00138,2026-07-03T22:00:00Z,2026-07-03,22,0.02,0,1.036,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000470,WDF01,AR00138,2026-07-04T12:00:00Z,2026-07-04,12,0.04,0,1.057,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000471,WDF01,AR00138,2026-07-04T13:00:00Z,2026-07-04,13,0.061,0,1.078,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000472,WDF01,AR00138,2026-07-04T14:00:00Z,2026-07-04,14,0.046,0,1.063,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000473,WDF01,AR00138,2026-07-04T15:00:00Z,2026-07-04,15,0.067,0,1.084,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000474,WDF01,AR00138,2026-07-04T16:00:00Z,2026-07-04,16,0.066,0,1.083,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000475,WDF01,AR00138,2026-07-04T17:00:00Z,2026-07-04,17,0.06,0,1.077,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000476,WDF01,AR00138,2026-07-04T18:00:00Z,2026-07-04,18,0.037,0,1.054,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000477,WDF01,AR00138,2026-07-04T19:00:00Z,2026-07-04,19,0.023,0,1.04,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000478,WDF01,AR00138,2026-07-04T20:00:00Z,2026-07-04,20,0.018,0,1.035,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000479,WDF01,AR00138,2026-07-04T21:00:00Z,2026-07-04,21,0.023,0,1.04,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000480,WDF01,AR00138,2026-07-05T08:00:00Z,2026-07-05,8,0.017,0,1.033,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000481,WDF01,AR00138,2026-07-05T09:00:00Z,2026-07-05,9,0.023,0,1.04,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000482,WDF01,AR00138,2026-07-05T10:00:00Z,2026-07-05,10,0.023,0,1.04,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000483,WDF01,AR00138,2026-07-05T11:00:00Z,2026-07-05,11,0.027,0,1.044,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000484,WDF01,AR00138,2026-07-05T12:00:00Z,2026-07-05,12,0.076,0,1.093,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000485,WDF01,AR00138,2026-07-05T13:00:00Z,2026-07-05,13,0.115,0,1.131,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000486,WDF01,AR00138,2026-07-05T14:00:00Z,2026-07-05,14,0.087,0,1.104,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000487,WDF01,AR00138,2026-07-05T15:00:00Z,2026-07-05,15,0.126,0,1.142,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000488,WDF01,AR00138,2026-07-05T16:00:00Z,2026-07-05,16,0.125,0,1.142,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000489,WDF01,AR00138,2026-07-05T17:00:00Z,2026-07-05,17,0.113,0,1.129,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000490,WDF01,AR00138,2026-07-05T18:00:00Z,2026-07-05,18,0.07,0,1.086,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000491,WDF01,AR00138,2026-07-05T19:00:00Z,2026-07-05,19,0.044,0,1.06,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000492,WDF01,AR00138,2026-07-05T20:00:00Z,2026-07-05,20,0.035,0,1.051,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000493,WDF01,AR00138,2026-07-05T21:00:00Z,2026-07-05,21,0.043,0,1.06,,85.59,200.47,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000494,WDF01,AR00137,2026-07-03T22:00:00Z,2026-07-03,22,0.017,0,0.667,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000495,WDF01,AR00137,2026-07-04T12:00:00Z,2026-07-04,12,0.038,0,0.688,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000496,WDF01,AR00137,2026-07-04T13:00:00Z,2026-07-04,13,0.059,0,0.709,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000497,WDF01,AR00137,2026-07-04T14:00:00Z,2026-07-04,14,0.043,0,0.693,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000498,WDF01,AR00137,2026-07-04T15:00:00Z,2026-07-04,15,0.05,0,0.7,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000499,WDF01,AR00137,2026-07-04T16:00:00Z,2026-07-04,16,0.067,0,0.717,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000500,WDF01,AR00137,2026-07-04T17:00:00Z,2026-07-04,17,0.047,0,0.697,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000501,WDF01,AR00137,2026-07-04T18:00:00Z,2026-07-04,18,0.035,0,0.685,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000502,WDF01,AR00137,2026-07-04T19:00:00Z,2026-07-04,19,0.017,0,0.667,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000503,WDF01,AR00137,2026-07-04T20:00:00Z,2026-07-04,20,0.016,0,0.666,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000504,WDF01,AR00137,2026-07-05T09:00:00Z,2026-07-05,9,0.02,0,0.669,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000505,WDF01,AR00137,2026-07-05T10:00:00Z,2026-07-05,10,0.02,0,0.669,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000506,WDF01,AR00137,2026-07-05T11:00:00Z,2026-07-05,11,0.024,0,0.673,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000507,WDF01,AR00137,2026-07-05T12:00:00Z,2026-07-05,12,0.072,0,0.721,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000508,WDF01,AR00137,2026-07-05T13:00:00Z,2026-07-05,13,0.111,0,0.761,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000509,WDF01,AR00137,2026-07-05T14:00:00Z,2026-07-05,14,0.081,0,0.731,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000510,WDF01,AR00137,2026-07-05T15:00:00Z,2026-07-05,15,0.094,0,0.744,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000511,WDF01,AR00137,2026-07-05T16:00:00Z,2026-07-05,16,0.126,0,0.776,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000512,WDF01,AR00137,2026-07-05T17:00:00Z,2026-07-05,17,0.089,0,0.738,,85.56,165.5,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
