ID,store_ID,posSystem_ID,businessDate,paymentMethod,itemCount,amount,currency_code
PM-HAM01-01201,HAM01,MO-HAM01,2026-05-07,Card payment Master Card,1,0.5,EUR
PM-HAM01-01202,HAM01,MO-HAM01,2026-05-07,Card payment VISA,1,2.5,EUR
PM-HAM01-01203,HAM01,MO-HAM01,2026-05-08,Card payment 20,1,3.9,EUR
PM-HAM01-01204,HAM01,MO-HAM01,2026-05-11,Card payment,1,2.97,EUR
PM-HAM01-01205,HAM01,MO-HAM01,2026-05-11,Card payment 10,1,4.6,EUR
PM-HAM01-01206,HAM01,MO-HAM01,2026-05-11,Card payment 20,2,3.35,EUR
PM-HAM01-01207,HAM01,MO-HAM01,2026-05-11,Card payment VISA,1,2.07,EUR
PM-HAM01-01208,HAM01,MO-HAM01,2026-05-12,Card payment 10,1,1.7,EUR
PM-HAM01-01209,HAM01,MO-HAM01,2026-05-13,Card payment 20,1,2.79,EUR
PM-HAM01-01210,HAM01,MO-HAM01,2026-05-13,Card payment American Express,1,3.77,EUR
PM-HAM01-01211,HAM01,MO-HAM01,2026-05-13,Card payment Master Card,1,1.0,EUR
PM-HAM01-01212,HAM01,MO-HAM01,2026-05-14,Card payment 20,3,13.63,EUR
PM-HAM01-01213,HAM01,MO-HAM01,2026-05-15,Card payment Master Card,1,1.36,EUR
PM-HAM01-01214,HAM01,MO-HAM01,2026-05-17,Card payment Master Card,1,0.25,EUR
PM-HAM01-01215,HAM01,MO-HAM01,2026-05-18,Card payment 20,1,5.1,EUR
PM-HAM01-01216,HAM01,MO-HAM01,2026-05-18,Card payment Master Card,1,4.85,EUR
PM-HAM01-01217,HAM01,MO-HAM01,2026-05-19,Card payment,1,2.7,EUR
PM-HAM01-01218,HAM01,MO-HAM01,2026-05-19,Card payment 10,1,5.25,EUR
PM-HAM01-01219,HAM01,MO-HAM01,2026-05-20,Card payment 20,2,6.2,EUR
PM-HAM01-01220,HAM01,MO-HAM01,2026-05-21,Card payment 20,1,2.5,EUR
PM-HAM01-01221,HAM01,MO-HAM01,2026-05-22,Card payment 20,2,1.4,EUR
PM-HAM01-01222,HAM01,MO-HAM01,2026-05-24,Card payment 20,1,5.49,EUR
PM-HAM01-01223,HAM01,MO-HAM01,2026-05-24,Card payment VISA,1,1.4,EUR
PM-HAM01-01224,HAM01,MO-HAM01,2026-05-25,Card payment 20,1,6.3,EUR
PM-HAM01-01225,HAM01,MO-HAM01,2026-05-25,Card payment Master Card,2,6.7,EUR
PM-HAM01-01226,HAM01,MO-HAM01,2026-05-26,Card payment 20,2,5.67,EUR
PM-HAM01-01227,HAM01,MO-HAM01,2026-05-27,Card payment 20,2,4.2,EUR
PM-HAM01-01228,HAM01,MO-HAM01,2026-05-28,Card payment 20,1,1.08,EUR
PM-HAM01-01229,HAM01,MO-HAM01,2026-05-29,Card payment 20,1,2.5,EUR
PM-HAM01-01230,HAM01,MO-HAM01,2026-05-30,Card payment 20,1,3.1,EUR
PM-HAM01-01231,HAM01,MO-HAM01,2026-05-30,Card payment VISA,1,4.05,EUR
PM-HAM01-01232,HAM01,MO-HAM01,2026-06-01,Card payment 20,2,4.49,EUR
PM-HAM01-01233,HAM01,MO-HAM01,2026-06-02,Card payment 20,2,3.7,EUR
PM-HAM01-01234,HAM01,MO-HAM01,2026-06-02,Card payment VISA,1,1.08,EUR
PM-HAM01-01235,HAM01,MO-HAM01,2026-06-03,Card payment 20,1,28.8,EUR
PM-HAM01-01236,HAM01,MO-HAM01,2026-06-03,Card payment VISA,2,5.25,EUR
PM-HAM01-01237,HAM01,MO-HAM01,2026-06-04,Card payment 20,2,3.9,EUR
PM-HAM01-01238,HAM01,MO-HAM01,2026-06-04,Card payment Master Card,1,2.68,EUR
PM-HAM01-01239,HAM01,MO-HAM01,2026-06-05,Card payment 20,1,1.7,EUR
PM-HAM01-01240,HAM01,MO-HAM01,2026-06-07,Card payment 20,1,1.0,EUR
PM-HAM01-01241,HAM01,MO-HAM01,2026-06-08,Card payment 20,2,6.6,EUR
PM-HAM01-01242,HAM01,MO-HAM01,2026-06-09,Card payment 20,2,9.82,EUR
PM-HAM01-01243,HAM01,MO-HAM01,2026-06-10,Card payment 20,1,1.0,EUR
PM-HAM01-01244,HAM01,MO-HAM01,2026-06-11,Card payment 20,1,1.2,EUR
PM-HAM01-01245,HAM01,MO-HAM01,2026-06-11,Card payment VISA,1,1.4,EUR
PM-HAM01-01246,HAM01,MO-HAM01,2026-06-12,Card payment Master Card,1,0.13,EUR
PM-HAM01-01247,HAM01,MO-HAM01,2026-06-14,Card payment 20,1,1.5,EUR
PM-HAM01-01248,HAM01,MO-HAM01,2026-06-16,Card payment 20,3,8.48,EUR
PM-HAM01-01249,HAM01,MO-HAM01,2026-06-17,Card payment 20,1,2.5,EUR
PM-HAM01-01250,HAM01,MO-HAM01,2026-06-18,Card payment 20,1,1.93,EUR
PM-HAM01-01251,HAM01,MO-HAM01,2026-06-22,Card payment 20,1,0.25,EUR
PM-HAM01-01252,HAM01,MO-HAM01,2026-06-23,Card payment,1,0.25,EUR
PM-HAM01-01253,HAM01,MO-HAM01,2026-06-23,Card payment 10,1,1.93,EUR
PM-HAM01-01254,HAM01,MO-HAM01,2026-06-23,Card payment 20,1,2.5,EUR
PM-HAM01-01255,HAM01,MO-HAM01,2026-06-24,Card payment 20,2,3.6,EUR
PM-HAM01-01256,HAM01,MO-HAM01,2026-06-29,Card payment 20,3,7.33,EUR
PM-HAM01-01257,HAM01,MO-HAM01,2026-06-29,Card payment VISA,1,3.77,EUR
PM-HAM01-01258,HAM01,MO-HAM01,2026-06-30,Card payment 10,1,6.0,EUR
PM-HAM01-01259,HAM01,MO-HAM01,2026-06-30,Card payment 20,1,2.5,EUR
PM-HAM01-01260,HAM01,MO-HAM01,2026-07-01,Card payment 20,1,0.75,EUR
PM-HAM01-01261,HAM01,MO-HAM01,2026-07-02,Card payment 20,2,7.85,EUR
PM-HAM01-01262,HAM01,MO-HAM01,2026-07-03,Card payment 20,2,13.15,EUR
PM-HAM01-01263,HAM01,MO-HAM01,2026-07-03,Card payment VISA,1,0.14,EUR
PM-HAM01-01264,HAM01,PF-HAM01,2026-01-01,Card payment 20,15,61.36,EUR
PM-HAM01-01265,HAM01,PF-HAM01,2026-01-01,Card payment American Express,1,2.5,EUR
PM-HAM01-01266,HAM01,PF-HAM01,2026-01-01,Card payment Master Card,4,15.2,EUR
PM-HAM01-01267,HAM01,PF-HAM01,2026-01-01,Card payment VISA,1,2.22,EUR
PM-HAM01-01268,HAM01,PF-HAM01,2026-01-02,Card payment 10,3,9.95,EUR
PM-HAM01-01269,HAM01,PF-HAM01,2026-01-02,Card payment 20,14,39.26,EUR
PM-HAM01-01270,HAM01,PF-HAM01,2026-01-02,Card payment Master Card,2,3.28,EUR
PM-HAM01-01271,HAM01,PF-HAM01,2026-01-02,Card payment VISA,5,5.35,EUR
PM-HAM01-01272,HAM01,PF-HAM01,2026-01-03,Card payment 20,3,9.03,EUR
PM-HAM01-01273,HAM01,PF-HAM01,2026-01-03,Card payment VISA,1,2.0,EUR
PM-HAM01-01274,HAM01,PF-HAM01,2026-01-04,Card payment 10,1,1.6,EUR
PM-HAM01-01275,HAM01,PF-HAM01,2026-01-04,Card payment 20,3,5.84,EUR
PM-HAM01-01276,HAM01,PF-HAM01,2026-01-04,Card payment Master Card,1,2.05,EUR
PM-HAM01-01277,HAM01,PF-HAM01,2026-01-04,Card payment VISA,6,2.56,EUR
PM-HAM01-01278,HAM01,PF-HAM01,2026-01-05,Card payment,2,3.45,EUR
PM-HAM01-01279,HAM01,PF-HAM01,2026-01-05,Card payment 20,13,56.54,EUR
PM-HAM01-01280,HAM01,PF-HAM01,2026-01-05,Card payment Master Card,1,6.52,EUR
PM-HAM01-01281,HAM01,PF-HAM01,2026-01-05,Card payment VISA,4,7.78,EUR
PM-HAM01-01282,HAM01,PF-HAM01,2026-01-06,Card payment 10,1,4.4,EUR
PM-HAM01-01283,HAM01,PF-HAM01,2026-01-06,Card payment 20,17,75.37,EUR
PM-HAM01-01284,HAM01,PF-HAM01,2026-01-06,Card payment Master Card,3,7.57,EUR
PM-HAM01-01285,HAM01,PF-HAM01,2026-01-06,Card payment VISA,9,22.82,EUR
PM-HAM01-01286,HAM01,PF-HAM01,2026-01-07,Card payment 10,2,10.83,EUR
PM-HAM01-01287,HAM01,PF-HAM01,2026-01-07,Card payment 20,16,48.76,EUR
PM-HAM01-01288,HAM01,PF-HAM01,2026-01-07,Card payment Master Card,1,1.6,EUR
PM-HAM01-01289,HAM01,PF-HAM01,2026-01-07,Card payment VISA,2,11.3,EUR
PM-HAM01-01290,HAM01,PF-HAM01,2026-01-08,Card payment 10,1,1.59,EUR
PM-HAM01-01291,HAM01,PF-HAM01,2026-01-08,Card payment 20,11,36.61,EUR
PM-HAM01-01292,HAM01,PF-HAM01,2026-01-08,Card payment Master Card,1,0.9,EUR
PM-HAM01-01293,HAM01,PF-HAM01,2026-01-08,Card payment VISA,3,9.1,EUR
PM-HAM01-01294,HAM01,PF-HAM01,2026-01-09,Card payment 10,1,1.5,EUR
PM-HAM01-01295,HAM01,PF-HAM01,2026-01-09,Card payment 20,8,25.76,EUR
PM-HAM01-01296,HAM01,PF-HAM01,2026-01-09,Card payment Master Card,1,3.2,EUR
PM-HAM01-01297,HAM01,PF-HAM01,2026-01-09,Card payment VISA,1,1.5,EUR
PM-HAM01-01298,HAM01,PF-HAM01,2026-01-10,Card payment 20,2,5.7,EUR
PM-HAM01-01299,HAM01,PF-HAM01,2026-01-10,Card payment American Express,1,0.25,EUR
PM-HAM01-01300,HAM01,PF-HAM01,2026-01-11,Card payment 20,8,25.91,EUR
PM-HAM01-01301,HAM01,PF-HAM01,2026-01-11,Card payment Master Card,1,2.36,EUR
PM-HAM01-01302,HAM01,PF-HAM01,2026-01-11,Card payment VISA,1,2.4,EUR
PM-HAM01-01303,HAM01,PF-HAM01,2026-01-12,Card payment,1,2.2,EUR
PM-HAM01-01304,HAM01,PF-HAM01,2026-01-12,Card payment 10,2,12.88,EUR
PM-HAM01-01305,HAM01,PF-HAM01,2026-01-12,Card payment 20,11,16.17,EUR
PM-HAM01-01306,HAM01,PF-HAM01,2026-01-12,Card payment Master Card,1,2.7,EUR
PM-HAM01-01307,HAM01,PF-HAM01,2026-01-12,Card payment VISA,6,18.08,EUR
PM-HAM01-01308,HAM01,PF-HAM01,2026-01-13,Card payment,1,2.5,EUR
PM-HAM01-01309,HAM01,PF-HAM01,2026-01-13,Card payment 10,2,6.6,EUR
PM-HAM01-01310,HAM01,PF-HAM01,2026-01-13,Card payment 20,14,38.98,EUR
PM-HAM01-01311,HAM01,PF-HAM01,2026-01-13,Card payment Master Card,2,4.1,EUR
PM-HAM01-01312,HAM01,PF-HAM01,2026-01-13,Card payment VISA,5,27.18,EUR
PM-HAM01-01313,HAM01,PF-HAM01,2026-01-14,Card payment,2,5.67,EUR
PM-HAM01-01314,HAM01,PF-HAM01,2026-01-14,Card payment 10,3,6.15,EUR
PM-HAM01-01315,HAM01,PF-HAM01,2026-01-14,Card payment 20,19,61.64,EUR
PM-HAM01-01316,HAM01,PF-HAM01,2026-01-14,Card payment Master Card,1,10.35,EUR
PM-HAM01-01317,HAM01,PF-HAM01,2026-01-14,Card payment VISA,8,16.25,EUR
PM-HAM01-01318,HAM01,PF-HAM01,2026-01-15,Card payment 10,1,4.62,EUR
PM-HAM01-01319,HAM01,PF-HAM01,2026-01-15,Card payment 20,13,39.25,EUR
PM-HAM01-01320,HAM01,PF-HAM01,2026-01-15,Card payment Master Card,1,1.5,EUR
PM-HAM01-01321,HAM01,PF-HAM01,2026-01-15,Card payment VISA,3,10.55,EUR
PM-HAM01-01322,HAM01,PF-HAM01,2026-01-16,Card payment 20,10,21.35,EUR
PM-HAM01-01323,HAM01,PF-HAM01,2026-01-16,Card payment Master Card,1,2.5,EUR
PM-HAM01-01324,HAM01,PF-HAM01,2026-01-16,Card payment VISA,1,3.2,EUR
PM-HAM01-01325,HAM01,PF-HAM01,2026-01-17,Card payment 20,2,2.32,EUR
PM-HAM01-01326,HAM01,PF-HAM01,2026-01-17,Card payment VISA,2,5.6,EUR
PM-HAM01-01327,HAM01,PF-HAM01,2026-01-18,Card payment 20,5,15.6,EUR
PM-HAM01-01328,HAM01,PF-HAM01,2026-01-18,Card payment Master Card,1,1.6,EUR
PM-HAM01-01329,HAM01,PF-HAM01,2026-01-18,Card payment VISA,2,2.2,EUR
PM-HAM01-01330,HAM01,PF-HAM01,2026-01-19,Card payment,1,7.4,EUR
PM-HAM01-01331,HAM01,PF-HAM01,2026-01-19,Card payment 10,2,16.9,EUR
PM-HAM01-01332,HAM01,PF-HAM01,2026-01-19,Card payment 20,15,41.88,EUR
PM-HAM01-01333,HAM01,PF-HAM01,2026-01-19,Card payment Master Card,2,8.3,EUR
PM-HAM01-01334,HAM01,PF-HAM01,2026-01-19,Card payment VISA,2,1.95,EUR
PM-HAM01-01335,HAM01,PF-HAM01,2026-01-20,Card payment 20,23,68.14,EUR
PM-HAM01-01336,HAM01,PF-HAM01,2026-01-20,Card payment American Express,1,3.8,EUR
PM-HAM01-01337,HAM01,PF-HAM01,2026-01-20,Card payment Master Card,2,4.57,EUR
PM-HAM01-01338,HAM01,PF-HAM01,2026-01-20,Card payment VISA,6,26.88,EUR
PM-HAM01-01339,HAM01,PF-HAM01,2026-01-21,Card payment,1,0.33,EUR
PM-HAM01-01340,HAM01,PF-HAM01,2026-01-21,Card payment 10,3,13.19,EUR
PM-HAM01-01341,HAM01,PF-HAM01,2026-01-21,Card payment 20,14,35.98,EUR
PM-HAM01-01342,HAM01,PF-HAM01,2026-01-21,Card payment Master Card,1,0.23,EUR
PM-HAM01-01343,HAM01,PF-HAM01,2026-01-21,Card payment VISA,3,6.25,EUR
PM-HAM01-01344,HAM01,PF-HAM01,2026-01-22,Card payment 10,4,16.6,EUR
PM-HAM01-01345,HAM01,PF-HAM01,2026-01-22,Card payment 20,19,54.34,EUR
PM-HAM01-01346,HAM01,PF-HAM01,2026-01-22,Card payment American Express,1,2.5,EUR
PM-HAM01-01347,HAM01,PF-HAM01,2026-01-22,Card payment Master Card,3,7.03,EUR
PM-HAM01-01348,HAM01,PF-HAM01,2026-01-22,Card payment VISA,1,1.0,EUR
PM-HAM01-01349,HAM01,PF-HAM01,2026-01-23,Card payment,1,2.5,EUR
PM-HAM01-01350,HAM01,PF-HAM01,2026-01-23,Card payment 10,2,9.9,EUR
PM-HAM01-01351,HAM01,PF-HAM01,2026-01-23,Card payment 20,19,53.31,EUR
PM-HAM01-01352,HAM01,PF-HAM01,2026-01-23,Card payment American Express,1,1.98,EUR
PM-HAM01-01353,HAM01,PF-HAM01,2026-01-23,Card payment Master Card,1,6.9,EUR
PM-HAM01-01354,HAM01,PF-HAM01,2026-01-23,Card payment VISA,7,17.55,EUR
PM-HAM01-01355,HAM01,PF-HAM01,2026-01-24,Card payment,1,1.32,EUR
PM-HAM01-01356,HAM01,PF-HAM01,2026-01-24,Card payment 20,3,8.75,EUR
PM-HAM01-01357,HAM01,PF-HAM01,2026-01-25,Card payment 20,8,16.71,EUR
PM-HAM01-01358,HAM01,PF-HAM01,2026-01-25,Card payment Master Card,2,1.85,EUR
PM-HAM01-01359,HAM01,PF-HAM01,2026-01-25,Card payment VISA,1,2.5,EUR
PM-HAM01-01360,HAM01,PF-HAM01,2026-01-26,Card payment,1,3.4,EUR
PM-HAM01-01361,HAM01,PF-HAM01,2026-01-26,Card payment 10,1,6.3,EUR
PM-HAM01-01362,HAM01,PF-HAM01,2026-01-26,Card payment 20,10,27.71,EUR
PM-HAM01-01363,HAM01,PF-HAM01,2026-01-26,Card payment Master Card,1,5.0,EUR
PM-HAM01-01364,HAM01,PF-HAM01,2026-01-26,Card payment VISA,3,9.29,EUR
PM-HAM01-01365,HAM01,PF-HAM01,2026-01-27,Card payment,1,5.45,EUR
PM-HAM01-01366,HAM01,PF-HAM01,2026-01-27,Card payment 10,3,7.2,EUR
PM-HAM01-01367,HAM01,PF-HAM01,2026-01-27,Card payment 20,13,64.8,EUR
PM-HAM01-01368,HAM01,PF-HAM01,2026-01-27,Card payment Master Card,2,9.17,EUR
PM-HAM01-01369,HAM01,PF-HAM01,2026-01-27,Card payment VISA,2,5.39,EUR
PM-HAM01-01370,HAM01,PF-HAM01,2026-01-28,Card payment 10,1,2.68,EUR
PM-HAM01-01371,HAM01,PF-HAM01,2026-01-28,Card payment 20,21,55.9,EUR
PM-HAM01-01372,HAM01,PF-HAM01,2026-01-28,Card payment Master Card,3,8.86,EUR
PM-HAM01-01373,HAM01,PF-HAM01,2026-01-28,Card payment VISA,5,9.0,EUR
PM-HAM01-01374,HAM01,PF-HAM01,2026-01-29,Card payment,1,1.7,EUR
PM-HAM01-01375,HAM01,PF-HAM01,2026-01-29,Card payment 20,11,33.26,EUR
PM-HAM01-01376,HAM01,PF-HAM01,2026-01-29,Card payment VISA,6,20.75,EUR
PM-HAM01-01377,HAM01,PF-HAM01,2026-01-30,Card payment 10,1,0.15,EUR
PM-HAM01-01378,HAM01,PF-HAM01,2026-01-30,Card payment 20,12,77.15,EUR
PM-HAM01-01379,HAM01,PF-HAM01,2026-01-30,Card payment Master Card,2,6.56,EUR
PM-HAM01-01380,HAM01,PF-HAM01,2026-01-30,Card payment VISA,6,12.11,EUR
PM-HAM01-01381,HAM01,PF-HAM01,2026-01-31,Card payment 10,1,1.7,EUR
PM-HAM01-01382,HAM01,PF-HAM01,2026-01-31,Card payment 20,4,7.25,EUR
PM-HAM01-01383,HAM01,PF-HAM01,2026-01-31,Card payment Master Card,1,2.9,EUR
PM-HAM01-01384,HAM01,PF-HAM01,2026-02-01,Card payment,1,3.0,EUR
PM-HAM01-01385,HAM01,PF-HAM01,2026-02-01,Card payment 20,5,7.82,EUR
PM-HAM01-01386,HAM01,PF-HAM01,2026-02-01,Card payment Master Card,1,1.98,EUR
PM-HAM01-01387,HAM01,PF-HAM01,2026-02-02,Card payment 10,2,8.4,EUR
PM-HAM01-01388,HAM01,PF-HAM01,2026-02-02,Card payment 20,18,61.76,EUR
PM-HAM01-01389,HAM01,PF-HAM01,2026-02-02,Card payment Master Card,1,1.14,EUR
PM-HAM01-01390,HAM01,PF-HAM01,2026-02-02,Card payment VISA,5,13.17,EUR
PM-HAM01-01391,HAM01,PF-HAM01,2026-02-03,Card payment,1,6.9,EUR
PM-HAM01-01392,HAM01,PF-HAM01,2026-02-03,Card payment 10,2,5.9,EUR
PM-HAM01-01393,HAM01,PF-HAM01,2026-02-03,Card payment 20,13,40.95,EUR
PM-HAM01-01394,HAM01,PF-HAM01,2026-02-03,Card payment Master Card,2,6.37,EUR
PM-HAM01-01395,HAM01,PF-HAM01,2026-02-03,Card payment VISA,3,9.07,EUR
PM-HAM01-01396,HAM01,PF-HAM01,2026-02-04,Card payment 20,15,36.14,EUR
PM-HAM01-01397,HAM01,PF-HAM01,2026-02-04,Card payment Master Card,2,3.17,EUR
PM-HAM01-01398,HAM01,PF-HAM01,2026-02-04,Card payment VISA,2,7.45,EUR
PM-HAM01-01399,HAM01,PF-HAM01,2026-02-05,Card payment,1,3.9,EUR
PM-HAM01-01400,HAM01,PF-HAM01,2026-02-05,Card payment 10,1,3.9,EUR
PM-HAM01-01401,HAM01,PF-HAM01,2026-02-05,Card payment 20,14,37.85,EUR
PM-HAM01-01402,HAM01,PF-HAM01,2026-02-05,Card payment Master Card,3,50.5,EUR
PM-HAM01-01403,HAM01,PF-HAM01,2026-02-05,Card payment VISA,1,2.0,EUR
PM-HAM01-01404,HAM01,PF-HAM01,2026-02-06,Card payment 10,1,6.3,EUR
PM-HAM01-01405,HAM01,PF-HAM01,2026-02-06,Card payment 20,6,13.18,EUR
PM-HAM01-01406,HAM01,PF-HAM01,2026-02-06,Card payment Master Card,1,1.95,EUR
PM-HAM01-01407,HAM01,PF-HAM01,2026-02-06,Card payment VISA,2,2.05,EUR
PM-HAM01-01408,HAM01,PF-HAM01,2026-02-07,Card payment 10,1,1.39,EUR
PM-HAM01-01409,HAM01,PF-HAM01,2026-02-07,Card payment 20,1,2.5,EUR
PM-HAM01-01410,HAM01,PF-HAM01,2026-02-07,Card payment Master Card,2,4.02,EUR
PM-HAM01-01411,HAM01,PF-HAM01,2026-02-07,Card payment VISA,1,2.26,EUR
PM-HAM01-01412,HAM01,PF-HAM01,2026-02-08,Card payment 20,4,7.68,EUR
PM-HAM01-01413,HAM01,PF-HAM01,2026-02-08,Card payment Master Card,1,4.85,EUR
PM-HAM01-01414,HAM01,PF-HAM01,2026-02-08,Card payment VISA,2,4.4,EUR
PM-HAM01-01415,HAM01,PF-HAM01,2026-02-09,Card payment,1,2.5,EUR
PM-HAM01-01416,HAM01,PF-HAM01,2026-02-09,Card payment 10,4,14.2,EUR
PM-HAM01-01417,HAM01,PF-HAM01,2026-02-09,Card payment 20,15,56.97,EUR
PM-HAM01-01418,HAM01,PF-HAM01,2026-02-09,Card payment Master Card,2,3.5,EUR
PM-HAM01-01419,HAM01,PF-HAM01,2026-02-09,Card payment VISA,1,6.4,EUR
PM-HAM01-01420,HAM01,PF-HAM01,2026-02-10,Card payment,2,6.7,EUR
PM-HAM01-01421,HAM01,PF-HAM01,2026-02-10,Card payment 10,1,1.7,EUR
PM-HAM01-01422,HAM01,PF-HAM01,2026-02-10,Card payment 20,13,36.76,EUR
PM-HAM01-01423,HAM01,PF-HAM01,2026-02-10,Card payment Master Card,1,3.1,EUR
PM-HAM01-01424,HAM01,PF-HAM01,2026-02-10,Card payment VISA,5,7.1,EUR
PM-HAM01-01425,HAM01,PF-HAM01,2026-02-11,Card payment 10,4,11.39,EUR
PM-HAM01-01426,HAM01,PF-HAM01,2026-02-11,Card payment 20,11,35.05,EUR
PM-HAM01-01427,HAM01,PF-HAM01,2026-02-11,Card payment VISA,6,12.06,EUR
PM-HAM01-01428,HAM01,PF-HAM01,2026-02-12,Card payment,1,1.95,EUR
PM-HAM01-01429,HAM01,PF-HAM01,2026-02-12,Card payment 20,9,20.57,EUR
PM-HAM01-01430,HAM01,PF-HAM01,2026-02-12,Card payment Master Card,2,5.65,EUR
PM-HAM01-01431,HAM01,PF-HAM01,2026-02-12,Card payment VISA,3,7.87,EUR
PM-HAM01-01432,HAM01,PF-HAM01,2026-02-13,Card payment,1,0.25,EUR
PM-HAM01-01433,HAM01,PF-HAM01,2026-02-13,Card payment 20,8,26.6,EUR
PM-HAM01-01434,HAM01,PF-HAM01,2026-02-13,Card payment Master Card,2,4.8,EUR
PM-HAM01-01435,HAM01,PF-HAM01,2026-02-14,Card payment,1,3.82,EUR
PM-HAM01-01436,HAM01,PF-HAM01,2026-02-14,Card payment 20,3,2.78,EUR
PM-HAM01-01437,HAM01,PF-HAM01,2026-02-15,Card payment 10,3,22.12,EUR
PM-HAM01-01438,HAM01,PF-HAM01,2026-02-15,Card payment 20,8,27.76,EUR
PM-HAM01-01439,HAM01,PF-HAM01,2026-02-16,Card payment 20,11,27.47,EUR
PM-HAM01-01440,HAM01,PF-HAM01,2026-02-16,Card payment VISA,6,31.28,EUR
PM-HAM01-01441,HAM01,PF-HAM01,2026-02-17,Card payment 20,17,48.55,EUR
PM-HAM01-01442,HAM01,PF-HAM01,2026-02-17,Card payment Master Card,4,8.35,EUR
PM-HAM01-01443,HAM01,PF-HAM01,2026-02-17,Card payment VISA,5,10.9,EUR
PM-HAM01-01444,HAM01,PF-HAM01,2026-02-18,Card payment 20,17,41.68,EUR
PM-HAM01-01445,HAM01,PF-HAM01,2026-02-18,Card payment Master Card,2,4.79,EUR
PM-HAM01-01446,HAM01,PF-HAM01,2026-02-18,Card payment VISA,6,19.43,EUR
PM-HAM01-01447,HAM01,PF-HAM01,2026-02-19,Card payment,1,4.7,EUR
PM-HAM01-01448,HAM01,PF-HAM01,2026-02-19,Card payment 10,1,5.8,EUR
PM-HAM01-01449,HAM01,PF-HAM01,2026-02-19,Card payment 20,5,11.23,EUR
PM-HAM01-01450,HAM01,PF-HAM01,2026-02-19,Card payment Master Card,2,9.95,EUR
PM-HAM01-01451,HAM01,PF-HAM01,2026-02-19,Card payment VISA,2,2.79,EUR
PM-HAM01-01452,HAM01,PF-HAM01,2026-02-20,Card payment 20,7,18.4,EUR
PM-HAM01-01453,HAM01,PF-HAM01,2026-02-20,Card payment Master Card,2,7.09,EUR
PM-HAM01-01454,HAM01,PF-HAM01,2026-02-20,Card payment VISA,1,2.7,EUR
PM-HAM01-01455,HAM01,PF-HAM01,2026-02-21,Card payment,1,0.15,EUR
PM-HAM01-01456,HAM01,PF-HAM01,2026-02-21,Card payment 20,3,6.53,EUR
PM-HAM01-01457,HAM01,PF-HAM01,2026-02-22,Card payment 10,1,3.99,EUR
PM-HAM01-01458,HAM01,PF-HAM01,2026-02-22,Card payment 20,5,9.1,EUR
PM-HAM01-01459,HAM01,PF-HAM01,2026-02-22,Card payment Master Card,1,0.5,EUR
PM-HAM01-01460,HAM01,PF-HAM01,2026-02-22,Card payment VISA,2,2.75,EUR
PM-HAM01-01461,HAM01,PF-HAM01,2026-02-23,Card payment,1,6.65,EUR
PM-HAM01-01462,HAM01,PF-HAM01,2026-02-23,Card payment 10,3,6.65,EUR
PM-HAM01-01463,HAM01,PF-HAM01,2026-02-23,Card payment 20,13,30.14,EUR
PM-HAM01-01464,HAM01,PF-HAM01,2026-02-23,Card payment Master Card,4,6.67,EUR
PM-HAM01-01465,HAM01,PF-HAM01,2026-02-23,Card payment VISA,1,0.45,EUR
PM-HAM01-01466,HAM01,PF-HAM01,2026-02-24,Card payment,1,1.7,EUR
PM-HAM01-01467,HAM01,PF-HAM01,2026-02-24,Card payment 10,1,0.08,EUR
PM-HAM01-01468,HAM01,PF-HAM01,2026-02-24,Card payment 20,20,55.81,EUR
PM-HAM01-01469,HAM01,PF-HAM01,2026-02-24,Card payment Master Card,1,5.8,EUR
PM-HAM01-01470,HAM01,PF-HAM01,2026-02-24,Card payment VISA,5,6.0,EUR
PM-HAM01-01471,HAM01,PF-HAM01,2026-02-25,Card payment,1,0.5,EUR
PM-HAM01-01472,HAM01,PF-HAM01,2026-02-25,Card payment 10,1,2.69,EUR
PM-HAM01-01473,HAM01,PF-HAM01,2026-02-25,Card payment 20,13,30.95,EUR
PM-HAM01-01474,HAM01,PF-HAM01,2026-02-25,Card payment Master Card,1,1.7,EUR
PM-HAM01-01475,HAM01,PF-HAM01,2026-02-25,Card payment VISA,3,14.69,EUR
PM-HAM01-01476,HAM01,PF-HAM01,2026-02-26,Card payment,1,2.7,EUR
PM-HAM01-01477,HAM01,PF-HAM01,2026-02-26,Card payment 10,2,4.65,EUR
PM-HAM01-01478,HAM01,PF-HAM01,2026-02-26,Card payment 20,8,23.31,EUR
PM-HAM01-01479,HAM01,PF-HAM01,2026-02-26,Card payment American Express,1,1.42,EUR
PM-HAM01-01480,HAM01,PF-HAM01,2026-02-26,Card payment Master Card,2,5.75,EUR
PM-HAM01-01481,HAM01,PF-HAM01,2026-02-26,Card payment VISA,4,7.37,EUR
PM-HAM01-01482,HAM01,PF-HAM01,2026-02-27,Card payment 10,1,1.6,EUR
PM-HAM01-01483,HAM01,PF-HAM01,2026-02-27,Card payment 20,9,21.56,EUR
PM-HAM01-01484,HAM01,PF-HAM01,2026-02-27,Card payment Master Card,3,4.33,EUR
PM-HAM01-01485,HAM01,PF-HAM01,2026-02-27,Card payment VISA,2,5.5,EUR
PM-HAM01-01486,HAM01,PF-HAM01,2026-02-28,Card payment 20,8,8.32,EUR
PM-HAM01-01487,HAM01,PF-HAM01,2026-03-01,Card payment 20,6,11.7,EUR
PM-HAM01-01488,HAM01,PF-HAM01,2026-03-01,Card payment Master Card,2,1.6,EUR
