ID,store_ID,posSystem_ID,article_ID,cashier,businessDate,cancellationCount,cancelledQuantity,cancelledAmount,currency_code
CN-WDF01-000784,WDF01,SM01,AR00147,smart,2026-03-03,2,2.0,9.31,EUR
CN-WDF01-000785,WDF01,SM01,AR90039,smart,2026-01-01,3,3.0,4.5,EUR
CN-WDF01-000786,WDF01,SM01,AR90039,smart,2026-02-08,3,3.0,4.5,EUR
CN-WDF01-000787,WDF01,SM01,AR00189,smart,2026-01-09,4,4.0,8.8,EUR
CN-WDF01-000788,WDF01,SM01,AR00453,smart,2026-03-19,4,4.0,8.4,EUR
CN-WDF01-000789,WDF01,SM01,AR90011,smart,2026-01-19,3,3.0,2.68,EUR
CN-WDF01-000790,WDF01,SM01,AR90011,smart,2026-01-27,3,3.0,2.68,EUR
CN-WDF01-000791,WDF01,SM01,AR90011,smart,2026-03-27,3,3.0,2.68,EUR
CN-WDF01-000792,WDF01,SM01,SM0017,smart,2026-03-24,4,4.0,7.96,EUR
CN-WDF01-000793,WDF01,SM01,AR00365,smart,2026-02-23,2,2.0,7.5,EUR
CN-WDF01-000794,WDF01,SM01,AR00187,smart,2026-04-12,3,3.0,7.5,EUR
CN-WDF01-000795,WDF01,SM01,AR00053,smart,2026-02-21,2,2.0,6.8,EUR
CN-WDF01-000796,WDF01,SM01,AR90014,smart,2026-05-31,5,5.0,6.79,EUR
CN-WDF01-000797,WDF01,SM01,AR00407,smart,2026-04-09,2,2.0,6.4,EUR
CN-WDF01-000798,WDF01,SM01,AR90015,smart,2026-04-17,5,5.0,6.36,EUR
CN-WDF01-000799,WDF01,SM01,AR00283,smart,2026-06-24,2,2.0,5.9,EUR
CN-WDF01-000800,WDF01,SM01,AR00188,smart,2026-03-23,3,3.0,5.4,EUR
CN-WDF01-000801,WDF01,SM01,AR00013,smart,2026-03-31,3,3.0,5.4,EUR
CN-WDF01-000802,WDF01,SM01,AR00008,smart,2026-03-04,3,3.0,5.4,EUR
CN-WDF01-000803,WDF01,SM01,AR90034,smart,2026-05-08,3,3.0,5.1,EUR
CN-WDF01-000804,WDF01,SM01,AR00241,smart,2026-02-10,2,2.0,5.0,EUR
CN-WDF01-000805,WDF01,SM01,AR00035,smart,2026-04-01,2,2.0,5.0,EUR
CN-WDF01-000806,WDF01,SM01,AR00086,smart,2026-05-20,1,1.0,4.95,EUR
CN-WDF01-000807,WDF01,SM01,AR00117,smart,2026-04-13,2,2.0,4.2,EUR
CN-WDF01-000808,WDF01,SM01,AR00128,smart,2026-06-11,1,1.0,4.0,EUR
CN-WDF01-000809,WDF01,SM01,AR00152,smart,2026-01-17,1,1.0,3.95,EUR
CN-WDF01-000810,WDF01,SM01,AR00344,smart,2026-03-19,1,1.0,3.9,EUR
CN-WDF01-000811,WDF01,SM01,AR90042,smart,2026-03-17,2,2.0,3.8,EUR
CN-WDF01-000812,WDF01,SM01,AR00219,smart,2026-05-05,2,2.0,3.8,EUR
CN-WDF01-000813,WDF01,SM01,AR00165,smart,2026-01-28,1,1.0,3.8,EUR
CN-WDF01-000814,WDF01,SM01,AR00164,smart,2026-02-14,1,1.0,3.8,EUR
CN-WDF01-000815,WDF01,SM01,AR00161,smart,2026-01-24,1,1.0,3.8,EUR
CN-WDF01-000816,WDF01,SM01,AR00062,smart,2026-07-02,2,2.0,3.8,EUR
CN-WDF01-000817,WDF01,SM01,AR00364,smart,2026-02-02,1,1.0,3.75,EUR
CN-WDF01-000818,WDF01,SM01,AR00107,smart,2026-01-05,1,1.0,3.7,EUR
CN-WDF01-000819,WDF01,SM01,AR00213,smart,2026-01-03,3,3.0,3.6,EUR
CN-WDF01-000820,WDF01,SM01,AR00119,smart,2026-05-16,1,1.0,3.5,EUR
CN-WDF01-000821,WDF01,SM01,AR90041,smart,2026-04-29,2,2.0,3.4,EUR
CN-WDF01-000822,WDF01,SM01,AR00040,smart,2026-02-25,1,1.0,3.3,EUR
CN-WDF01-000823,WDF01,SM01,AR00382,smart,2026-06-13,1,1.0,3.25,EUR
CN-WDF01-000824,WDF01,SM01,AR90029,smart,2026-05-18,2,2.0,3.2,EUR
CN-WDF01-000825,WDF01,SM01,AR00212,smart,2026-05-10,1,1.0,3.2,EUR
CN-WDF01-000826,WDF01,SM01,AR00108,smart,2026-04-15,1,1.0,3.0,EUR
CN-WDF01-000827,WDF01,SM01,AR00285,smart,2026-01-10,1,1.0,2.95,EUR
CN-WDF01-000828,WDF01,SM01,AR00282,smart,2026-02-15,1,1.0,2.95,EUR
CN-WDF01-000829,WDF01,SM01,AR00136,smart,2026-05-02,1,1.0,2.7,EUR
CN-WDF01-000830,WDF01,SM01,AR00090,smart,2026-02-03,2,2.0,2.6,EUR
CN-WDF01-000831,WDF01,SM01,AR00395,smart,2026-01-04,1,1.0,2.5,EUR
CN-WDF01-000832,WDF01,SM01,AR00244,smart,2026-04-11,1,1.0,2.5,EUR
CN-WDF01-000833,WDF01,SM01,AR00242,smart,2026-03-23,1,1.0,2.5,EUR
CN-WDF01-000834,WDF01,SM01,AR00203,smart,2026-04-17,1,1.0,2.5,EUR
CN-WDF01-000835,WDF01,SM01,AR00288,smart,2026-04-27,1,1.0,2.4,EUR
CN-WDF01-000836,WDF01,SM01,AR00438,smart,2026-05-12,1,1.0,2.35,EUR
CN-WDF01-000837,WDF01,SM01,AR00398,smart,2026-06-15,1,1.0,2.35,EUR
CN-WDF01-000838,WDF01,SM01,AR00396,smart,2026-05-25,1,1.0,2.2,EUR
CN-WDF01-000839,WDF01,SM01,AR00294,smart,2026-06-10,1,1.0,2.2,EUR
CN-WDF01-000840,WDF01,SM01,AR00291,smart,2026-05-05,1,1.0,2.2,EUR
CN-WDF01-000841,WDF01,SM01,AR90053,smart,2026-02-06,1,1.0,2.0,EUR
CN-WDF01-000842,WDF01,SM01,AR00198,smart,2026-05-20,1,1.0,2.0,EUR
CN-WDF01-000843,WDF01,SM01,AR00109,smart,2026-05-19,1,1.0,2.0,EUR
CN-WDF01-000844,WDF01,SM01,AR00084,smart,2026-04-09,1,1.0,2.0,EUR
CN-WDF01-000845,WDF01,SM01,AR00010,smart,2026-04-10,2,2.0,2.0,EUR
CN-WDF01-000846,WDF01,SM01,AR90018,smart,2026-06-02,1,1.0,1.95,EUR
CN-WDF01-000847,WDF01,SM01,AR00240,smart,2026-03-10,1,1.0,1.9,EUR
CN-WDF01-000848,WDF01,SM01,AR00126,smart,2026-05-05,1,1.0,1.9,EUR
CN-WDF01-000849,WDF01,SM01,AR00113,smart,2026-04-29,1,1.0,1.9,EUR
CN-WDF01-000850,WDF01,SM01,AR00101,smart,2026-04-02,1,1.0,1.9,EUR
CN-WDF01-000851,WDF01,SM01,AR90003,smart,2026-03-10,3,3.0,0.45,EUR
CN-WDF01-000852,WDF01,SM01,AR90003,smart,2026-03-26,3,3.0,0.45,EUR
CN-WDF01-000853,WDF01,SM01,AR90003,smart,2026-03-31,3,3.0,0.45,EUR
CN-WDF01-000854,WDF01,SM01,AR90003,smart,2026-05-20,3,3.0,0.45,EUR
CN-WDF01-000855,WDF01,SM01,AR90040,smart,2026-02-01,1,1.0,1.7,EUR
CN-WDF01-000856,WDF01,SM01,AR90035,smart,2026-05-22,1,1.0,1.7,EUR
CN-WDF01-000857,WDF01,SM01,AR90050,smart,2026-06-28,1,1.0,1.6,EUR
CN-WDF01-000858,WDF01,SM01,SM0016,smart,2026-03-24,1,1.0,1.59,EUR
CN-WDF01-000859,WDF01,SM01,AR00087,smart,2026-05-31,1,1.0,1.5,EUR
CN-WDF01-000860,WDF01,SM01,AR00004,smart,2026-01-22,3,3.0,1.5,EUR
CN-WDF01-000861,WDF01,SM01,AR90008,smart,2026-01-07,1,1.0,1.4,EUR
CN-WDF01-000862,WDF01,SM01,AR90007,smart,2026-03-01,1,1.0,1.4,EUR
CN-WDF01-000863,WDF01,SM01,AR00176,smart,2026-04-19,1,1.0,1.4,EUR
CN-WDF01-000864,WDF01,SM01,AR00129,smart,2026-03-26,1,1.0,1.4,EUR
CN-WDF01-000865,WDF01,SM01,AR00114,smart,2026-03-26,1,1.0,1.4,EUR
CN-WDF01-000866,WDF01,SM01,SM0015,smart,2026-02-26,1,1.0,1.29,EUR
CN-WDF01-000867,WDF01,SM01,AR90033,smart,2026-04-14,1,1.0,1.2,EUR
CN-WDF01-000868,WDF01,SM01,AR00401,smart,2026-06-01,1,1.0,1.2,EUR
CN-WDF01-000869,WDF01,SM01,AR00321,smart,2026-02-08,1,1.0,1.2,EUR
CN-WDF01-000870,WDF01,SM01,AR00319,smart,2026-02-06,1,1.0,1.2,EUR
CN-WDF01-000871,WDF01,SM01,AR00318,smart,2026-06-22,1,1.0,1.2,EUR
CN-WDF01-000872,WDF01,SM01,AR00211,smart,2026-03-23,1,1.0,1.2,EUR
CN-WDF01-000873,WDF01,SM01,AR00220,smart,2026-01-27,1,1.0,1.0,EUR
CN-WDF01-000874,WDF01,SM01,AR00209,smart,2026-03-01,2,2.0,1.0,EUR
CN-WDF01-000875,WDF01,SM01,AR00207,smart,2026-06-22,1,1.0,1.0,EUR
CN-WDF01-000876,WDF01,SM01,AR00039,smart,2026-03-20,1,1.0,1.0,EUR
CN-WDF01-000877,WDF01,SM01,AR00011,smart,2026-04-06,1,1.0,1.0,EUR
CN-WDF01-000878,WDF01,SM01,AR00009,smart,2026-02-18,1,1.0,1.0,EUR
CN-WDF01-000879,WDF01,SM01,SM0014,smart,2026-04-06,1,1.0,0.99,EUR
CN-WDF01-000880,WDF01,SM01,AR90002,smart,2026-02-22,4,3.5,0.28,EUR
CN-WDF01-000881,WDF01,SM01,AR90002,smart,2026-05-04,3,3.5,0.28,EUR
CN-WDF01-000882,WDF01,MOB1,AR00027,-,2026-01-06,4,3.031,3.64,EUR
CN-WDF01-000883,WDF01,MOB1,AR00027,-,2026-01-10,3,3.031,3.64,EUR
CN-WDF01-000884,WDF01,MOB1,AR00027,-,2026-01-26,3,3.031,3.64,EUR
CN-WDF01-000885,WDF01,MOB1,AR00027,-,2026-01-30,3,3.031,3.64,EUR
CN-WDF01-000886,WDF01,MOB1,AR00027,-,2026-02-04,3,3.031,3.64,EUR
CN-WDF01-000887,WDF01,MOB1,AR00027,-,2026-02-10,3,3.031,3.64,EUR
CN-WDF01-000888,WDF01,MOB1,AR00027,-,2026-02-11,3,3.031,3.64,EUR
CN-WDF01-000889,WDF01,MOB1,AR00027,-,2026-02-19,3,3.031,3.64,EUR
CN-WDF01-000890,WDF01,MOB1,AR00027,-,2026-03-01,3,3.031,3.64,EUR
CN-WDF01-000891,WDF01,MOB1,AR00027,-,2026-03-06,3,3.031,3.64,EUR
CN-WDF01-000892,WDF01,MOB1,AR00027,-,2026-03-23,3,3.031,3.64,EUR
CN-WDF01-000893,WDF01,MOB1,AR00027,-,2026-04-01,3,3.031,3.64,EUR
CN-WDF01-000894,WDF01,MOB1,AR00027,-,2026-04-10,3,3.031,3.64,EUR
CN-WDF01-000895,WDF01,MOB1,AR00027,-,2026-04-12,3,3.031,3.64,EUR
CN-WDF01-000896,WDF01,MOB1,AR00027,-,2026-04-15,3,3.031,3.64,EUR
CN-WDF01-000897,WDF01,MOB1,AR00027,-,2026-04-22,3,3.031,3.64,EUR
CN-WDF01-000898,WDF01,MOB1,AR00027,-,2026-04-25,3,3.031,3.64,EUR
CN-WDF01-000899,WDF01,MOB1,AR00027,-,2026-05-03,3,3.031,3.64,EUR
CN-WDF01-000900,WDF01,MOB1,AR00027,-,2026-05-07,3,3.031,3.64,EUR
CN-WDF01-000901,WDF01,MOB1,AR00027,-,2026-05-10,3,3.031,3.64,EUR
CN-WDF01-000902,WDF01,MOB1,AR00027,-,2026-05-17,3,3.031,3.64,EUR
CN-WDF01-000903,WDF01,MOB1,AR00027,-,2026-05-18,3,3.031,3.64,EUR
CN-WDF01-000904,WDF01,MOB1,AR00027,-,2026-05-22,3,3.031,3.64,EUR
CN-WDF01-000905,WDF01,MOB1,AR00027,-,2026-05-29,3,3.031,3.64,EUR
CN-WDF01-000906,WDF01,MOB1,AR00027,-,2026-06-01,3,3.031,3.64,EUR
CN-WDF01-000907,WDF01,MOB1,AR00027,-,2026-06-05,3,3.031,3.64,EUR
CN-WDF01-000908,WDF01,MOB1,AR00027,-,2026-06-09,3,3.031,3.64,EUR
CN-WDF01-000909,WDF01,MOB1,AR00027,-,2026-06-12,3,3.031,3.64,EUR
CN-WDF01-000910,WDF01,MOB1,AR00027,-,2026-06-15,3,3.031,3.64,EUR
CN-WDF01-000911,WDF01,MOB1,AR00027,-,2026-06-17,3,3.031,3.64,EUR
CN-WDF01-000912,WDF01,MOB1,AR00027,-,2026-06-27,3,3.031,3.64,EUR
CN-WDF01-000913,WDF01,MOB1,AR00027,-,2026-06-30,3,3.031,3.64,EUR
CN-WDF01-000914,WDF01,MOB1,AR00271,-,2026-06-17,3,3.0,81.0,EUR
CN-WDF01-000915,WDF01,MOB1,AR00160,-,2026-05-15,5,5.0,19.0,EUR
CN-WDF01-000916,WDF01,MOB1,AR90021,-,2026-03-06,3,3.0,14.7,EUR
CN-WDF01-000917,WDF01,MOB1,AR00394,-,2026-05-04,5,5.0,14.5,EUR
CN-WDF01-000918,WDF01,MOB1,AR00088,-,2026-02-09,3,3.0,6.6,EUR
CN-WDF01-000919,WDF01,MOB1,AR00088,-,2026-03-15,3,3.0,6.6,EUR
CN-WDF01-000920,WDF01,MOB1,AR00163,-,2026-02-14,3,3.0,11.4,EUR
CN-WDF01-000921,WDF01,MOB1,AR00008,-,2026-02-12,3,3.0,5.4,EUR
CN-WDF01-000922,WDF01,MOB1,AR00008,-,2026-06-10,3,3.0,5.4,EUR
CN-WDF01-000923,WDF01,MOB1,AR00080,-,2026-04-19,4,4.0,10.0,EUR
CN-WDF01-000924,WDF01,MOB1,AR00040,-,2026-06-01,3,3.0,9.9,EUR
CN-WDF01-000925,WDF01,MOB1,AR00136,-,2026-05-17,3,3.0,8.1,EUR
CN-WDF01-000926,WDF01,MOB1,AR00095,-,2026-01-07,3,3.0,7.8,EUR
CN-WDF01-000927,WDF01,MOB1,AR00165,-,2026-02-24,2,2.0,7.6,EUR
CN-WDF01-000928,WDF01,MOB1,AR00157,-,2026-07-03,2,2.0,7.6,EUR
CN-WDF01-000929,WDF01,MOB1,AR00081,-,2026-05-15,3,3.0,7.5,EUR
CN-WDF01-000930,WDF01,MOB1,AR00119,-,2026-03-01,2,2.0,7.0,EUR
CN-WDF01-000931,WDF01,MOB1,AR00115,-,2026-06-24,2,2.0,7.0,EUR
CN-WDF01-000932,WDF01,MOB1,AR90015,-,2026-01-22,4,4.0,6.8,EUR
CN-WDF01-000933,WDF01,MOB1,AR90039,-,2026-02-08,4,4.0,6.0,EUR
CN-WDF01-000934,WDF01,MOB1,AR00138,-,2026-05-10,3,3.0,6.0,EUR
CN-WDF01-000935,WDF01,MOB1,AR00304,-,2026-06-22,1,1.0,5.65,EUR
CN-WDF01-000936,WDF01,MOB1,AR90013,-,2026-01-31,3,3.0,5.1,EUR
CN-WDF01-000937,WDF01,MOB1,AR90012,-,2026-01-20,3,3.0,5.1,EUR
CN-WDF01-000938,WDF01,MOB1,AR00065,-,2026-04-13,2,2.0,5.0,EUR
CN-WDF01-000939,WDF01,MOB1,AR00061,-,2026-05-16,2,2.0,5.0,EUR
CN-WDF01-000940,WDF01,MOB1,AR00121,-,2026-05-26,2,2.0,4.4,EUR
CN-WDF01-000941,WDF01,MOB1,AR00097,-,2026-03-15,1,1.0,4.3,EUR
CN-WDF01-000942,WDF01,MOB1,AR90008,-,2026-01-31,3,3.0,4.2,EUR
CN-WDF01-000943,WDF01,MOB1,AR00117,-,2026-06-12,2,2.0,4.2,EUR
CN-WDF01-000944,WDF01,MOB1,AR00171,-,2026-05-25,1,1.0,3.95,EUR
CN-WDF01-000945,WDF01,MOB1,AR00096,-,2026-02-11,1,1.0,3.95,EUR
CN-WDF01-000946,WDF01,MOB1,AR90018,-,2026-03-05,2,2.0,3.9,EUR
CN-WDF01-000947,WDF01,MOB1,AR00020,-,2026-04-17,1,1.0,3.9,EUR
CN-WDF01-000948,WDF01,MOB1,AR00166,-,2026-05-12,1,1.0,3.8,EUR
CN-WDF01-000949,WDF01,MOB1,AR90031,-,2026-02-23,3,3.0,3.6,EUR
CN-WDF01-000950,WDF01,MOB1,AR00188,-,2026-01-06,2,2.0,3.6,EUR
CN-WDF01-000951,WDF01,MOB1,AR00013,-,2026-06-05,2,2.0,3.6,EUR
CN-WDF01-000952,WDF01,MOB1,AR00432,-,2026-03-18,1,1.0,3.5,EUR
CN-WDF01-000953,WDF01,MOB1,AR00110,-,2026-06-22,1,1.0,3.5,EUR
CN-WDF01-000954,WDF01,MOB1,AR90054,-,2026-02-13,2,2.0,3.4,EUR
CN-WDF01-000955,WDF01,MOB1,AR00041,-,2026-02-27,1,1.0,3.3,EUR
CN-WDF01-000956,WDF01,MOB1,AR90037,-,2026-06-29,2,2.0,3.0,EUR
CN-WDF01-000957,WDF01,MOB1,AR00415,-,2026-03-22,2,2.0,3.0,EUR
CN-WDF01-000958,WDF01,MOB1,AR00190,-,2026-04-26,2,2.0,3.0,EUR
CN-WDF01-000959,WDF01,MOB1,AR00005,-,2026-01-17,3,3.0,3.0,EUR
CN-WDF01-000960,WDF01,MOB1,AR00001,-,2026-01-17,3,3.0,3.0,EUR
CN-WDF01-000961,WDF01,MOB1,AR00118,-,2026-01-03,1,1.0,2.95,EUR
CN-WDF01-000962,WDF01,MOB1,AR00397,-,2026-04-26,1,1.0,2.5,EUR
CN-WDF01-000963,WDF01,MOB1,AR00395,-,2026-03-20,1,1.0,2.5,EUR
CN-WDF01-000964,WDF01,MOB1,AR00187,-,2026-07-02,1,1.0,2.5,EUR
CN-WDF01-000965,WDF01,MOB1,AR00057,-,2026-04-29,1,1.0,2.5,EUR
CN-WDF01-000966,WDF01,MOB1,AR00056,-,2026-03-29,1,1.0,2.5,EUR
CN-WDF01-000967,WDF01,MOB1,AR00055,-,2026-04-09,1,1.0,2.5,EUR
CN-WDF01-000968,WDF01,MOB1,AR00025,-,2026-03-01,1,1.0,2.5,EUR
CN-WDF01-000969,WDF01,MOB1,AR00404,-,2026-01-04,2,2.0,2.4,EUR
CN-WDF01-000970,WDF01,MOB1,AR00211,-,2026-03-10,2,2.0,2.4,EUR
CN-WDF01-000971,WDF01,MOB1,AR00210,-,2026-04-11,2,2.0,2.4,EUR
CN-WDF01-000972,WDF01,MOB1,AR00332,-,2026-03-29,1,1.0,2.25,EUR
CN-WDF01-000973,WDF01,MOB1,AR00094,-,2026-04-11,4,3.5,1.05,EUR
CN-WDF01-000974,WDF01,MOB1,AR00094,-,2026-04-18,3,3.5,1.05,EUR
CN-WDF01-000975,WDF01,MOB1,AR00074,-,2026-05-21,1,1.0,2.0,EUR
CN-WDF01-000976,WDF01,MOB1,AR90019,-,2026-01-10,1,1.0,1.95,EUR
CN-WDF01-000977,WDF01,MOB1,AR00240,-,2026-04-27,1,1.0,1.9,EUR
CN-WDF01-000978,WDF01,MOB1,AR00019,-,2026-01-15,1,1.0,1.8,EUR
CN-WDF01-000979,WDF01,MOB1,AR90009,-,2026-04-11,1,1.0,1.6,EUR
CN-WDF01-000980,WDF01,MOB1,AR00178,-,2026-06-29,1,1.0,1.4,EUR
CN-WDF01-000981,WDF01,MOB1,AR00090,-,2026-02-18,1,1.0,1.3,EUR
CN-WDF01-000982,WDF01,MOB1,AR00322,-,2026-03-12,1,1.0,1.2,EUR
CN-WDF01-000983,WDF01,MOB1,AR00320,-,2026-04-10,1,1.0,1.2,EUR
CN-WDF01-000984,WDF01,MOB1,AR00213,-,2026-04-08,1,1.0,1.2,EUR
CN-WDF01-000985,WDF01,MOB1,AR00214,-,2026-04-14,1,1.0,1.0,EUR
CN-WDF01-000986,WDF01,MOB1,AR00054,-,2026-04-10,1,1.0,1.0,EUR
CN-WDF01-000987,WDF01,MOB1,AR00010,-,2026-04-14,1,1.0,1.0,EUR
CN-WDF02-000988,WDF02,PF-WDF02,AR00033,payfree,2026-01-02,1,2.0,6.9,EUR
CN-WDF02-000989,WDF02,PF-WDF02,AR00448,payfree,2026-01-02,1,3.0,11.67,EUR
CN-WDF02-000990,WDF02,PF-WDF02,AR00141,payfree,2026-01-02,1,2.0,5.0,EUR
CN-WDF02-000991,WDF02,PF-WDF02,AR00378,payfree,2026-01-02,1,1.0,4.25,EUR
CN-WDF02-000992,WDF02,PF-WDF02,AR00213,payfree,2026-01-02,1,2.0,2.4,EUR
CN-WDF02-000993,WDF02,PF-WDF02,AR00204,payfree,2026-01-02,1,3.0,5.4,EUR
CN-WDF02-000994,WDF02,PF-WDF02,AR90036,payfree,2026-01-02,1,2.0,3.4,EUR
CN-WDF02-000995,WDF02,PF-WDF02,AR00392,payfree,2026-01-02,1,3.0,8.25,EUR
CN-WDF02-000996,WDF02,SM-WDF02,AR00033,smart,2026-01-02,1,1.0,3.45,EUR
CN-WDF02-000997,WDF02,SM-WDF02,AR00228,smart,2026-01-02,1,1.0,6.9,EUR
CN-WDF02-000998,WDF02,SM-WDF02,AR00359,smart,2026-01-02,1,2.0,15.8,EUR
CN-WDF02-000999,WDF02,PF-WDF02,AR00278,payfree,2026-01-05,1,3.0,35.7,EUR
CN-WDF02-001000,WDF02,PF-WDF02,AR00113,payfree,2026-01-05,1,3.0,5.7,EUR
CN-WDF02-001001,WDF02,PF-WDF02,AR00018,payfree,2026-01-05,1,2.0,3.6,EUR
CN-WDF02-001002,WDF02,PF-WDF02,AR00017,payfree,2026-01-05,1,1.0,3.9,EUR
CN-WDF02-001003,WDF02,PF-WDF02,AR00401,payfree,2026-01-05,1,3.0,3.6,EUR
CN-WDF02-001004,WDF02,PF-WDF02,AR00055,payfree,2026-01-05,1,2.0,5.0,EUR
CN-WDF02-001005,WDF02,SM-WDF02,AR00113,smart,2026-01-05,1,3.0,5.7,EUR
CN-WDF02-001006,WDF02,SM-WDF02,AR00001,smart,2026-01-05,1,2.0,2.0,EUR
CN-WDF02-001007,WDF02,SM-WDF02,AR00185,smart,2026-01-05,1,3.0,6.75,EUR
CN-WDF02-001008,WDF02,SM-WDF02,AR00074,smart,2026-01-05,1,2.0,4.0,EUR
CN-WDF02-001009,WDF02,PF-WDF02,AR00392,payfree,2026-01-06,1,2.0,5.5,EUR
CN-WDF02-001010,WDF02,PF-WDF02,AR00198,payfree,2026-01-06,1,1.0,2.0,EUR
CN-WDF02-001011,WDF02,PF-WDF02,AR90006,payfree,2026-01-06,1,2.0,2.8,EUR
CN-WDF02-001012,WDF02,PF-WDF02,AR00004,payfree,2026-01-06,1,3.0,1.5,EUR
CN-WDF02-001013,WDF02,PF-WDF02,AR90008,payfree,2026-01-06,1,2.0,2.8,EUR
CN-WDF02-001014,WDF02,PF-WDF02,AR00442,payfree,2026-01-06,1,2.0,4.98,EUR
CN-WDF02-001015,WDF02,PF-WDF02,AR00293,payfree,2026-01-06,1,1.0,2.2,EUR
CN-WDF02-001016,WDF02,PF-WDF02,AR00143,payfree,2026-01-06,1,1.0,2.95,EUR
CN-WDF02-001017,WDF02,PF-WDF02,AR00399,payfree,2026-01-07,1,3.0,8.25,EUR
CN-WDF02-001018,WDF02,PF-WDF02,AR00122,payfree,2026-01-07,1,2.0,5.0,EUR
CN-WDF02-001019,WDF02,PF-WDF02,AR00021,payfree,2026-01-07,1,2.0,7.8,EUR
CN-WDF02-001020,WDF02,MO-WDF02,AR00194,smart,2026-01-07,1,2.0,3.6,EUR
CN-WDF02-001021,WDF02,PF-WDF02,AR00302,payfree,2026-01-08,1,1.0,3.95,EUR
CN-WDF02-001022,WDF02,PF-WDF02,AR00020,payfree,2026-01-08,1,2.0,7.8,EUR
CN-WDF02-001023,WDF02,SM-WDF02,AR00135,smart,2026-01-08,1,2.0,7.0,EUR
CN-WDF02-001024,WDF02,PF-WDF02,AR00020,payfree,2026-01-09,1,2.0,7.8,EUR
CN-WDF02-001025,WDF02,PF-WDF02,AR00022,payfree,2026-01-09,1,1.0,3.9,EUR
CN-WDF02-001026,WDF02,PF-WDF02,AR90019,payfree,2026-01-09,1,1.0,1.95,EUR
CN-WDF02-001027,WDF02,PF-WDF02,AR00397,payfree,2026-01-09,1,3.0,7.5,EUR
CN-WDF02-001028,WDF02,SM-WDF02,AR00196,smart,2026-01-09,1,3.0,4.8,EUR
CN-WDF02-001029,WDF02,SM-WDF02,AR00275,smart,2026-01-09,1,2.0,4.8,EUR
CN-WDF02-001030,WDF02,SM-WDF02,AR00405,smart,2026-01-09,1,1.0,1.2,EUR
CN-WDF02-001031,WDF02,SM-WDF02,AR00322,smart,2026-01-09,1,2.0,2.4,EUR
CN-WDF02-001032,WDF02,PF-WDF02,AR90053,payfree,2026-01-12,1,2.0,4.0,EUR
CN-WDF02-001033,WDF02,PF-WDF02,AR00276,payfree,2026-01-12,1,1.0,2.4,EUR
CN-WDF02-001034,WDF02,PF-WDF02,AR90008,payfree,2026-01-12,1,1.0,1.4,EUR
CN-WDF02-001035,WDF02,PF-WDF02,AR00432,payfree,2026-01-12,1,2.0,7.0,EUR
CN-WDF02-001036,WDF02,PF-WDF02,AR00050,payfree,2026-01-12,1,3.0,38.7,EUR
CN-WDF02-001037,WDF02,PF-WDF02,AR00133,payfree,2026-01-12,1,3.0,10.5,EUR
CN-WDF02-001038,WDF02,PF-WDF02,AR00244,payfree,2026-01-12,1,1.0,2.5,EUR
CN-WDF02-001039,WDF02,PF-WDF02,AR00188,payfree,2026-01-12,1,2.0,3.6,EUR
CN-WDF02-001040,WDF02,PF-WDF02,AR00043,payfree,2026-01-12,1,2.0,17.8,EUR
CN-WDF02-001041,WDF02,SM-WDF02,AR00240,smart,2026-01-12,1,3.0,5.7,EUR
CN-WDF02-001042,WDF02,SM-WDF02,AR90021,smart,2026-01-12,1,3.0,14.7,EUR
CN-WDF02-001043,WDF02,PF-WDF02,AR00402,payfree,2026-01-13,1,2.0,2.4,EUR
CN-WDF02-001044,WDF02,PF-WDF02,AR00164,payfree,2026-01-13,1,1.0,3.8,EUR
CN-WDF02-001045,WDF02,PF-WDF02,AR00017,payfree,2026-01-13,1,2.0,7.8,EUR
CN-WDF02-001046,WDF02,SM-WDF02,SM0014,smart,2026-01-13,1,3.0,2.97,EUR
CN-WDF02-001047,WDF02,SM-WDF02,AR00097,smart,2026-01-13,1,3.0,12.9,EUR
CN-WDF02-001048,WDF02,SM-WDF02,AR90020,smart,2026-01-13,1,3.0,5.85,EUR
CN-WDF02-001049,WDF02,MO-WDF02,AR00302,smart,2026-01-13,1,2.0,7.9,EUR
CN-WDF02-001050,WDF02,PF-WDF02,AR90055,payfree,2026-01-14,1,2.0,3.4,EUR
CN-WDF02-001051,WDF02,PF-WDF02,AR00400,payfree,2026-01-14,1,3.0,3.6,EUR
CN-WDF02-001052,WDF02,PF-WDF02,AR00279,payfree,2026-01-14,1,2.0,23.8,EUR
CN-WDF02-001053,WDF02,MO-WDF02,AR00397,smart,2026-01-14,1,3.0,7.5,EUR
CN-WDF02-001054,WDF02,PF-WDF02,AR90029,payfree,2026-01-15,1,2.0,3.2,EUR
CN-WDF02-001055,WDF02,PF-WDF02,AR00166,payfree,2026-01-15,1,2.0,7.6,EUR
CN-WDF02-001056,WDF02,PF-WDF02,AR00160,payfree,2026-01-16,1,3.0,11.4,EUR
CN-WDF02-001057,WDF02,SM-WDF02,AR00062,smart,2026-01-16,1,1.0,1.9,EUR
CN-WDF02-001058,WDF02,SM-WDF02,AR00270,smart,2026-01-16,1,2.0,5.0,EUR
CN-WDF02-001059,WDF02,PF-WDF02,AR00039,payfree,2026-01-19,1,2.0,2.0,EUR
CN-WDF02-001060,WDF02,PF-WDF02,AR00191,payfree,2026-01-19,1,3.0,5.4,EUR
