ID,store_ID,article_ID,businessDate,bookStock,countedStock,onOrder,daysOfSupply
IV-WDF02-AR00407-2026-06-25,WDF02,AR00407,2026-06-25,4.825,4.132,0.0,99.0
IV-WDF02-AR00407-2026-06-26,WDF02,AR00407,2026-06-26,4.927,4.663,0.0,99.0
IV-WDF02-AR00407-2026-06-27,WDF02,AR00407,2026-06-27,3.953,3.503,3.0,99.0
IV-WDF02-AR00407-2026-06-28,WDF02,AR00407,2026-06-28,4.536,4.273,1.0,99.0
IV-WDF02-AR00407-2026-06-29,WDF02,AR00407,2026-06-29,2.648,2.223,3.0,99.0
IV-WDF02-AR00407-2026-06-30,WDF02,AR00407,2026-06-30,3.751,3.124,1.0,99.0
IV-WDF02-AR00407-2026-07-01,WDF02,AR00407,2026-07-01,3.133,2.29,1.0,99.0
IV-WDF02-AR00407-2026-07-02,WDF02,AR00407,2026-07-02,3.558,3.066,0.0,99.0
IV-WDF02-AR00407-2026-07-03,WDF02,AR00407,2026-07-03,3.602,2.812,3.0,99.0
IV-WDF02-AR00454-2026-06-13,WDF02,AR00454,2026-06-13,4.315,3.89,0.0,99.0
IV-WDF02-AR00454-2026-06-14,WDF02,AR00454,2026-06-14,1.304,0.539,0.0,33.06
IV-WDF02-AR00454-2026-06-15,WDF02,AR00454,2026-06-15,3.644,3.506,1.0,99.0
IV-WDF02-AR00454-2026-06-16,WDF02,AR00454,2026-06-16,5.255,4.935,0.0,99.0
IV-WDF02-AR00454-2026-06-17,WDF02,AR00454,2026-06-17,4.541,3.808,2.0,99.0
IV-WDF02-AR00454-2026-06-18,WDF02,AR00454,2026-06-18,6.719,5.92,2.0,99.0
IV-WDF02-AR00454-2026-06-19,WDF02,AR00454,2026-06-19,4.473,3.671,3.0,99.0
IV-WDF02-AR00454-2026-06-20,WDF02,AR00454,2026-06-20,2.858,2.828,0.0,99.0
IV-WDF02-AR00454-2026-06-21,WDF02,AR00454,2026-06-21,4.764,4.558,0.0,99.0
IV-WDF02-AR00454-2026-06-22,WDF02,AR00454,2026-06-22,2.237,2.122,3.0,99.0
IV-WDF02-AR00454-2026-06-23,WDF02,AR00454,2026-06-23,6.711,6.416,3.0,99.0
IV-WDF02-AR00454-2026-06-24,WDF02,AR00454,2026-06-24,0.668,0.312,1.0,19.14
IV-WDF02-AR00454-2026-06-25,WDF02,AR00454,2026-06-25,3.217,3.154,2.0,99.0
IV-WDF02-AR00454-2026-06-26,WDF02,AR00454,2026-06-26,5.074,4.273,2.0,99.0
IV-WDF02-AR00454-2026-06-27,WDF02,AR00454,2026-06-27,4.289,3.584,3.0,99.0
IV-WDF02-AR00454-2026-06-28,WDF02,AR00454,2026-06-28,5.116,4.293,3.0,99.0
IV-WDF02-AR00454-2026-06-29,WDF02,AR00454,2026-06-29,2.576,2.261,0.0,99.0
IV-WDF02-AR00454-2026-06-30,WDF02,AR00454,2026-06-30,2.168,1.961,1.0,99.0
IV-WDF02-AR00454-2026-07-01,WDF02,AR00454,2026-07-01,4.469,3.756,0.0,99.0
IV-WDF02-AR00454-2026-07-02,WDF02,AR00454,2026-07-02,2.837,2.325,0.0,99.0
IV-WDF02-AR00454-2026-07-03,WDF02,AR00454,2026-07-03,4.631,3.797,1.0,99.0
IV-WDF02-AR00058-2026-06-13,WDF02,AR00058,2026-06-13,4.849,4.575,2.0,99.0
IV-WDF02-AR00058-2026-06-14,WDF02,AR00058,2026-06-14,2.566,1.67,3.0,99.0
IV-WDF02-AR00058-2026-06-15,WDF02,AR00058,2026-06-15,2.996,2.279,3.0,99.0
IV-WDF02-AR00058-2026-06-16,WDF02,AR00058,2026-06-16,5.129,4.816,2.0,99.0
IV-WDF02-AR00058-2026-06-17,WDF02,AR00058,2026-06-17,4.901,4.206,0.0,99.0
IV-WDF02-AR00058-2026-06-18,WDF02,AR00058,2026-06-18,2.777,2.381,0.0,99.0
IV-WDF02-AR00058-2026-06-19,WDF02,AR00058,2026-06-19,6.89,6.242,0.0,99.0
IV-WDF02-AR00058-2026-06-20,WDF02,AR00058,2026-06-20,3.884,3.084,2.0,99.0
IV-WDF02-AR00058-2026-06-21,WDF02,AR00058,2026-06-21,2.921,2.692,3.0,99.0
IV-WDF02-AR00058-2026-06-22,WDF02,AR00058,2026-06-22,5.036,4.747,3.0,99.0
IV-WDF02-AR00058-2026-06-23,WDF02,AR00058,2026-06-23,4.027,3.774,2.0,99.0
IV-WDF02-AR00058-2026-06-24,WDF02,AR00058,2026-06-24,2.861,2.595,3.0,99.0
IV-WDF02-AR00058-2026-06-25,WDF02,AR00058,2026-06-25,2.988,2.445,1.0,99.0
IV-WDF02-AR00058-2026-06-26,WDF02,AR00058,2026-06-26,1.761,1.123,1.0,68.88
IV-WDF02-AR00058-2026-06-27,WDF02,AR00058,2026-06-27,2.459,2.3,0.0,99.0
IV-WDF02-AR00058-2026-06-28,WDF02,AR00058,2026-06-28,3.973,3.275,0.0,99.0
IV-WDF02-AR00058-2026-06-29,WDF02,AR00058,2026-06-29,2.517,1.939,0.0,99.0
IV-WDF02-AR00058-2026-06-30,WDF02,AR00058,2026-06-30,6.106,5.756,2.0,99.0
IV-WDF02-AR00058-2026-07-01,WDF02,AR00058,2026-07-01,2.34,2.067,0.0,99.0
IV-WDF02-AR00058-2026-07-02,WDF02,AR00058,2026-07-02,4.052,3.243,1.0,99.0
IV-WDF02-AR00058-2026-07-03,WDF02,AR00058,2026-07-03,5.116,4.97,2.0,99.0
IV-WDF02-AR00222-2026-06-13,WDF02,AR00222,2026-06-13,3.691,3.041,1.0,99.0
IV-WDF02-AR00222-2026-06-14,WDF02,AR00222,2026-06-14,7.221,6.571,3.0,99.0
IV-WDF02-AR00222-2026-06-15,WDF02,AR00222,2026-06-15,1.285,1.235,0.0,75.75
IV-WDF02-AR00222-2026-06-16,WDF02,AR00222,2026-06-16,4.955,4.116,0.0,99.0
IV-WDF02-AR00222-2026-06-17,WDF02,AR00222,2026-06-17,4.545,4.186,1.0,99.0
IV-WDF02-AR00222-2026-06-18,WDF02,AR00222,2026-06-18,6.985,6.792,0.0,99.0
IV-WDF02-AR00222-2026-06-19,WDF02,AR00222,2026-06-19,5.443,5.423,3.0,99.0
IV-WDF02-AR00222-2026-06-20,WDF02,AR00222,2026-06-20,5.906,5.42,3.0,99.0
IV-WDF02-AR00222-2026-06-21,WDF02,AR00222,2026-06-21,2.543,2.354,0.0,99.0
IV-WDF02-AR00222-2026-06-22,WDF02,AR00222,2026-06-22,4.657,4.158,3.0,99.0
IV-WDF02-AR00222-2026-06-23,WDF02,AR00222,2026-06-23,2.908,2.891,1.0,99.0
IV-WDF02-AR00222-2026-06-24,WDF02,AR00222,2026-06-24,4.336,3.916,0.0,99.0
IV-WDF02-AR00222-2026-06-25,WDF02,AR00222,2026-06-25,3.083,2.432,3.0,99.0
IV-WDF02-AR00222-2026-06-26,WDF02,AR00222,2026-06-26,6.798,6.512,3.0,99.0
IV-WDF02-AR00222-2026-06-27,WDF02,AR00222,2026-06-27,4.555,4.086,0.0,99.0
IV-WDF02-AR00222-2026-06-28,WDF02,AR00222,2026-06-28,3.33,3.041,3.0,99.0
IV-WDF02-AR00222-2026-06-29,WDF02,AR00222,2026-06-29,5.955,5.332,2.0,99.0
IV-WDF02-AR00222-2026-06-30,WDF02,AR00222,2026-06-30,5.338,4.538,1.0,99.0
IV-WDF02-AR00222-2026-07-01,WDF02,AR00222,2026-07-01,3.229,2.578,1.0,99.0
IV-WDF02-AR00222-2026-07-02,WDF02,AR00222,2026-07-02,2.418,2.108,0.0,99.0
IV-WDF02-AR00222-2026-07-03,WDF02,AR00222,2026-07-03,5.388,5.079,0.0,99.0
IV-WDF02-AR00101-2026-06-13,WDF02,AR00101,2026-06-13,2.761,2.394,2.0,99.0
IV-WDF02-AR00101-2026-06-14,WDF02,AR00101,2026-06-14,1.2,0.54,2.0,33.12
IV-WDF02-AR00101-2026-06-15,WDF02,AR00101,2026-06-15,2.856,2.85,1.0,99.0
IV-WDF02-AR00101-2026-06-16,WDF02,AR00101,2026-06-16,5.41,5.027,2.0,99.0
IV-WDF02-AR00101-2026-06-17,WDF02,AR00101,2026-06-17,6.472,6.451,1.0,99.0
IV-WDF02-AR00101-2026-06-18,WDF02,AR00101,2026-06-18,4.37,3.883,2.0,99.0
IV-WDF02-AR00101-2026-06-19,WDF02,AR00101,2026-06-19,6.629,6.299,1.0,99.0
IV-WDF02-AR00101-2026-06-20,WDF02,AR00101,2026-06-20,7.159,6.786,3.0,99.0
IV-WDF02-AR00101-2026-06-21,WDF02,AR00101,2026-06-21,3.683,3.193,1.0,99.0
IV-WDF02-AR00101-2026-06-22,WDF02,AR00101,2026-06-22,5.386,5.111,3.0,99.0
IV-WDF02-AR00101-2026-06-23,WDF02,AR00101,2026-06-23,1.821,1.748,3.0,99.0
IV-WDF02-AR00101-2026-06-24,WDF02,AR00101,2026-06-24,3.97,3.387,1.0,99.0
IV-WDF02-AR00101-2026-06-25,WDF02,AR00101,2026-06-25,2.803,2.601,3.0,99.0
IV-WDF02-AR00101-2026-06-26,WDF02,AR00101,2026-06-26,2.709,2.306,1.0,99.0
IV-WDF02-AR00101-2026-06-27,WDF02,AR00101,2026-06-27,4.931,4.622,0.0,99.0
IV-WDF02-AR00101-2026-06-28,WDF02,AR00101,2026-06-28,2.065,1.336,1.0,81.94
IV-WDF02-AR00101-2026-06-29,WDF02,AR00101,2026-06-29,3.721,3.605,0.0,99.0
IV-WDF02-AR00101-2026-06-30,WDF02,AR00101,2026-06-30,4.054,3.643,3.0,99.0
IV-WDF02-AR00101-2026-07-01,WDF02,AR00101,2026-07-01,6.426,5.9,2.0,99.0
IV-WDF02-AR00101-2026-07-02,WDF02,AR00101,2026-07-02,1.506,1.226,2.0,75.19
IV-WDF02-AR00101-2026-07-03,WDF02,AR00101,2026-07-03,1.535,1.392,2.0,85.38
IV-WDF02-AR00209-2026-06-13,WDF02,AR00209,2026-06-13,3.559,3.214,1.0,99.0
IV-WDF02-AR00209-2026-06-14,WDF02,AR00209,2026-06-14,3.644,3.417,2.0,99.0
IV-WDF02-AR00209-2026-06-15,WDF02,AR00209,2026-06-15,2.266,1.824,3.0,99.0
IV-WDF02-AR00209-2026-06-16,WDF02,AR00209,2026-06-16,1.16,0.689,3.0,42.26
IV-WDF02-AR00209-2026-06-17,WDF02,AR00209,2026-06-17,3.442,3.15,0.0,99.0
IV-WDF02-AR00209-2026-06-18,WDF02,AR00209,2026-06-18,5.082,4.373,0.0,99.0
IV-WDF02-AR00209-2026-06-19,WDF02,AR00209,2026-06-19,5.537,4.661,0.0,99.0
IV-WDF02-AR00209-2026-06-20,WDF02,AR00209,2026-06-20,4.748,3.886,3.0,99.0
IV-WDF02-AR00209-2026-06-21,WDF02,AR00209,2026-06-21,2.291,1.7,1.0,99.0
IV-WDF02-AR00209-2026-06-22,WDF02,AR00209,2026-06-22,1.755,1.106,1.0,67.83
IV-WDF02-AR00209-2026-06-23,WDF02,AR00209,2026-06-23,3.09,2.953,2.0,99.0
IV-WDF02-AR00209-2026-06-24,WDF02,AR00209,2026-06-24,4.859,4.56,1.0,99.0
IV-WDF02-AR00209-2026-06-25,WDF02,AR00209,2026-06-25,7.135,7.106,1.0,99.0
IV-WDF02-AR00209-2026-06-26,WDF02,AR00209,2026-06-26,4.296,3.611,1.0,99.0
IV-WDF02-AR00209-2026-06-27,WDF02,AR00209,2026-06-27,6.397,5.623,1.0,99.0
IV-WDF02-AR00209-2026-06-28,WDF02,AR00209,2026-06-28,2.033,1.762,0.0,99.0
IV-WDF02-AR00209-2026-06-29,WDF02,AR00209,2026-06-29,5.104,5.008,0.0,99.0
IV-WDF02-AR00209-2026-06-30,WDF02,AR00209,2026-06-30,4.364,3.695,0.0,99.0
IV-WDF02-AR00209-2026-07-01,WDF02,AR00209,2026-07-01,4.07,3.67,3.0,99.0
IV-WDF02-AR00209-2026-07-02,WDF02,AR00209,2026-07-02,5.128,4.635,3.0,99.0
IV-WDF02-AR00209-2026-07-03,WDF02,AR00209,2026-07-03,4.637,4.041,0.0,99.0
IV-WDF02-AR00397-2026-06-13,WDF02,AR00397,2026-06-13,2.414,1.769,2.0,99.0
IV-WDF02-AR00397-2026-06-14,WDF02,AR00397,2026-06-14,3.138,2.321,1.0,99.0
IV-WDF02-AR00397-2026-06-15,WDF02,AR00397,2026-06-15,3.463,3.083,2.0,99.0
IV-WDF02-AR00397-2026-06-16,WDF02,AR00397,2026-06-16,6.957,6.939,3.0,99.0
IV-WDF02-AR00397-2026-06-17,WDF02,AR00397,2026-06-17,6.503,6.41,1.0,99.0
IV-WDF02-AR00397-2026-06-18,WDF02,AR00397,2026-06-18,3.009,2.122,1.0,99.0
IV-WDF02-AR00397-2026-06-19,WDF02,AR00397,2026-06-19,4.832,4.237,2.0,99.0
IV-WDF02-AR00397-2026-06-20,WDF02,AR00397,2026-06-20,4.623,4.349,3.0,99.0
IV-WDF02-AR00397-2026-06-21,WDF02,AR00397,2026-06-21,5.81,4.938,0.0,99.0
IV-WDF02-AR00397-2026-06-22,WDF02,AR00397,2026-06-22,4.236,3.376,0.0,99.0
IV-WDF02-AR00397-2026-06-23,WDF02,AR00397,2026-06-23,3.514,3.368,3.0,99.0
IV-WDF02-AR00397-2026-06-24,WDF02,AR00397,2026-06-24,5.827,5.339,0.0,99.0
IV-WDF02-AR00397-2026-06-25,WDF02,AR00397,2026-06-25,5.54,5.03,0.0,99.0
IV-WDF02-AR00397-2026-06-26,WDF02,AR00397,2026-06-26,5.542,5.145,0.0,99.0
IV-WDF02-AR00397-2026-06-27,WDF02,AR00397,2026-06-27,2.356,2.03,1.0,99.0
IV-WDF02-AR00397-2026-06-28,WDF02,AR00397,2026-06-28,2.58,1.872,2.0,99.0
IV-WDF02-AR00397-2026-06-29,WDF02,AR00397,2026-06-29,5.073,4.351,3.0,99.0
IV-WDF02-AR00397-2026-06-30,WDF02,AR00397,2026-06-30,6.591,6.575,3.0,99.0
IV-WDF02-AR00397-2026-07-01,WDF02,AR00397,2026-07-01,1.452,1.302,3.0,79.86
IV-WDF02-AR00397-2026-07-02,WDF02,AR00397,2026-07-02,4.248,3.414,0.0,99.0
IV-WDF02-AR00397-2026-07-03,WDF02,AR00397,2026-07-03,7.314,7.198,1.0,99.0
IV-WDF02-AR00161-2026-06-13,WDF02,AR00161,2026-06-13,6.0,5.577,6.0,99.0
IV-WDF02-AR00161-2026-06-14,WDF02,AR00161,2026-06-14,6.0,5.115,6.0,99.0
IV-WDF02-AR00161-2026-06-15,WDF02,AR00161,2026-06-15,6.0,5.853,6.0,99.0
IV-WDF02-AR00161-2026-06-16,WDF02,AR00161,2026-06-16,6.0,5.377,6.0,99.0
IV-WDF02-AR00161-2026-06-17,WDF02,AR00161,2026-06-17,6.0,5.949,6.0,99.0
IV-WDF02-AR00161-2026-06-18,WDF02,AR00161,2026-06-18,6.0,5.487,6.0,99.0
IV-WDF02-AR00161-2026-06-19,WDF02,AR00161,2026-06-19,6.0,5.649,6.0,99.0
IV-WDF02-AR00161-2026-06-20,WDF02,AR00161,2026-06-20,6.0,5.628,6.0,99.0
IV-WDF02-AR00161-2026-06-21,WDF02,AR00161,2026-06-21,6.0,5.544,6.0,99.0
IV-WDF02-AR00161-2026-06-22,WDF02,AR00161,2026-06-22,6.0,5.167,6.0,99.0
IV-WDF02-AR00161-2026-06-23,WDF02,AR00161,2026-06-23,6.0,5.804,6.0,99.0
IV-WDF02-AR00161-2026-06-24,WDF02,AR00161,2026-06-24,6.0,5.516,6.0,99.0
IV-WDF02-AR00161-2026-06-25,WDF02,AR00161,2026-06-25,6.0,5.31,6.0,99.0
IV-WDF02-AR00161-2026-06-26,WDF02,AR00161,2026-06-26,6.0,5.594,6.0,99.0
IV-WDF02-AR00161-2026-06-27,WDF02,AR00161,2026-06-27,6.0,5.536,6.0,99.0
IV-WDF02-AR00161-2026-06-28,WDF02,AR00161,2026-06-28,6.0,5.785,6.0,99.0
IV-WDF02-AR00161-2026-06-29,WDF02,AR00161,2026-06-29,6.0,5.142,6.0,99.0
IV-WDF02-AR00161-2026-06-30,WDF02,AR00161,2026-06-30,6.0,5.132,6.0,99.0
IV-WDF02-AR00161-2026-07-01,WDF02,AR00161,2026-07-01,6.0,5.191,6.0,99.0
IV-WDF02-AR00161-2026-07-02,WDF02,AR00161,2026-07-02,6.0,5.606,6.0,99.0
IV-WDF02-AR00161-2026-07-03,WDF02,AR00161,2026-07-03,6.0,5.477,6.0,99.0
IV-WDF02-AR00245-2026-06-13,WDF02,AR00245,2026-06-13,6.0,5.461,6.0,99.0
IV-WDF02-AR00245-2026-06-14,WDF02,AR00245,2026-06-14,6.0,5.594,6.0,99.0
IV-WDF02-AR00245-2026-06-15,WDF02,AR00245,2026-06-15,6.0,5.26,6.0,99.0
IV-WDF02-AR00245-2026-06-16,WDF02,AR00245,2026-06-16,6.0,5.958,6.0,99.0
IV-WDF02-AR00245-2026-06-17,WDF02,AR00245,2026-06-17,6.0,5.659,6.0,99.0
IV-WDF02-AR00245-2026-06-18,WDF02,AR00245,2026-06-18,6.0,5.261,6.0,99.0
IV-WDF02-AR00245-2026-06-19,WDF02,AR00245,2026-06-19,6.0,5.544,6.0,99.0
IV-WDF02-AR00245-2026-06-20,WDF02,AR00245,2026-06-20,6.0,5.449,6.0,99.0
IV-WDF02-AR00245-2026-06-21,WDF02,AR00245,2026-06-21,6.0,5.433,6.0,99.0
IV-WDF02-AR00245-2026-06-22,WDF02,AR00245,2026-06-22,6.0,5.852,6.0,99.0
IV-WDF02-AR00245-2026-06-23,WDF02,AR00245,2026-06-23,5.564,5.247,6.0,99.0
IV-WDF02-AR00245-2026-06-24,WDF02,AR00245,2026-06-24,6.0,5.327,6.0,99.0
IV-WDF02-AR00245-2026-06-25,WDF02,AR00245,2026-06-25,6.0,5.88,6.0,99.0
IV-WDF02-AR00245-2026-06-26,WDF02,AR00245,2026-06-26,6.0,5.804,6.0,99.0
IV-WDF02-AR00245-2026-06-27,WDF02,AR00245,2026-06-27,6.0,5.154,6.0,99.0
IV-WDF02-AR00245-2026-06-28,WDF02,AR00245,2026-06-28,6.0,5.908,6.0,99.0
IV-WDF02-AR00245-2026-06-29,WDF02,AR00245,2026-06-29,6.0,5.335,6.0,99.0
IV-WDF02-AR00245-2026-06-30,WDF02,AR00245,2026-06-30,6.0,5.542,6.0,99.0
IV-WDF02-AR00245-2026-07-01,WDF02,AR00245,2026-07-01,6.0,5.908,6.0,99.0
IV-WDF02-AR00245-2026-07-02,WDF02,AR00245,2026-07-02,6.0,5.769,6.0,99.0
IV-WDF02-AR00245-2026-07-03,WDF02,AR00245,2026-07-03,6.0,5.703,6.0,99.0
IV-WDF02-AR00244-2026-06-13,WDF02,AR00244,2026-06-13,6.0,3.763,6.0,99.0
IV-WDF02-AR00244-2026-06-14,WDF02,AR00244,2026-06-14,6.0,4.602,6.0,99.0
IV-WDF02-AR00244-2026-06-15,WDF02,AR00244,2026-06-15,6.0,4.103,6.0,99.0
IV-WDF02-AR00244-2026-06-16,WDF02,AR00244,2026-06-16,6.0,4.02,6.0,99.0
IV-WDF02-AR00244-2026-06-17,WDF02,AR00244,2026-06-17,6.0,3.589,6.0,99.0
IV-WDF02-AR00244-2026-06-18,WDF02,AR00244,2026-06-18,6.0,4.307,6.0,99.0
IV-WDF02-AR00244-2026-06-19,WDF02,AR00244,2026-06-19,6.0,5.273,6.0,99.0
IV-WDF02-AR00244-2026-06-20,WDF02,AR00244,2026-06-20,6.0,5.488,6.0,99.0
IV-WDF02-AR00244-2026-06-21,WDF02,AR00244,2026-06-21,6.0,3.136,6.0,99.0
IV-WDF02-AR00244-2026-06-22,WDF02,AR00244,2026-06-22,6.0,3.554,6.0,99.0
IV-WDF02-AR00244-2026-06-23,WDF02,AR00244,2026-06-23,6.0,3.095,6.0,99.0
IV-WDF02-AR00244-2026-06-24,WDF02,AR00244,2026-06-24,6.0,3.14,6.0,99.0
IV-WDF02-AR00244-2026-06-25,WDF02,AR00244,2026-06-25,6.0,4.696,6.0,99.0
IV-WDF02-AR00244-2026-06-26,WDF02,AR00244,2026-06-26,6.0,3.91,6.0,99.0
IV-WDF02-AR00244-2026-06-27,WDF02,AR00244,2026-06-27,6.0,5.363,6.0,99.0
IV-WDF02-AR00244-2026-06-28,WDF02,AR00244,2026-06-28,6.0,4.487,6.0,99.0
IV-WDF02-AR00244-2026-06-29,WDF02,AR00244,2026-06-29,6.0,3.288,6.0,99.0
IV-WDF02-AR00244-2026-06-30,WDF02,AR00244,2026-06-30,6.0,5.058,6.0,99.0
IV-WDF02-AR00244-2026-07-01,WDF02,AR00244,2026-07-01,6.0,3.562,6.0,99.0
IV-WDF02-AR00244-2026-07-02,WDF02,AR00244,2026-07-02,6.0,4.075,6.0,99.0
IV-WDF02-AR00244-2026-07-03,WDF02,AR00244,2026-07-03,6.0,3.445,6.0,99.0
IV-WDF02-AR00214-2026-06-13,WDF02,AR00214,2026-06-13,3.925,3.327,1.0,99.0
IV-WDF02-AR00214-2026-06-14,WDF02,AR00214,2026-06-14,6.425,5.731,0.0,99.0
IV-WDF02-AR00214-2026-06-15,WDF02,AR00214,2026-06-15,2.603,2.078,0.0,99.0
IV-WDF02-AR00214-2026-06-16,WDF02,AR00214,2026-06-16,3.518,2.657,3.0,99.0
IV-WDF02-AR00214-2026-06-17,WDF02,AR00214,2026-06-17,2.267,2.127,3.0,99.0
IV-WDF02-AR00214-2026-06-18,WDF02,AR00214,2026-06-18,5.206,4.658,0.0,99.0
IV-WDF02-AR00214-2026-06-19,WDF02,AR00214,2026-06-19,5.006,4.72,3.0,99.0
IV-WDF02-AR00214-2026-06-20,WDF02,AR00214,2026-06-20,6.32,5.666,3.0,99.0
IV-WDF02-AR00214-2026-06-21,WDF02,AR00214,2026-06-21,0.828,0.788,0.0,48.33
IV-WDF02-AR00214-2026-06-22,WDF02,AR00214,2026-06-22,5.532,5.163,2.0,99.0
IV-WDF02-AR00214-2026-06-23,WDF02,AR00214,2026-06-23,3.311,3.024,2.0,99.0
IV-WDF02-AR00214-2026-06-24,WDF02,AR00214,2026-06-24,3.275,2.67,1.0,99.0
IV-WDF02-AR00214-2026-06-25,WDF02,AR00214,2026-06-25,4.299,3.42,3.0,99.0
IV-WDF02-AR00214-2026-06-26,WDF02,AR00214,2026-06-26,3.955,3.142,3.0,99.0
IV-WDF02-AR00214-2026-06-27,WDF02,AR00214,2026-06-27,3.566,3.3,1.0,99.0
IV-WDF02-AR00214-2026-06-28,WDF02,AR00214,2026-06-28,5.728,5.073,3.0,99.0
IV-WDF02-AR00214-2026-06-29,WDF02,AR00214,2026-06-29,2.07,1.287,2.0,78.94
IV-WDF02-AR00214-2026-06-30,WDF02,AR00214,2026-06-30,5.584,5.288,0.0,99.0
IV-WDF02-AR00214-2026-07-01,WDF02,AR00214,2026-07-01,4.537,3.937,3.0,99.0
IV-WDF02-AR00214-2026-07-02,WDF02,AR00214,2026-07-02,3.303,3.104,3.0,99.0
IV-WDF02-AR00214-2026-07-03,WDF02,AR00214,2026-07-03,2.759,1.926,2.0,99.0
IV-WDF02-AR00157-2026-06-13,WDF02,AR00157,2026-06-13,6.0,5.254,6.0,99.0
IV-WDF02-AR00157-2026-06-14,WDF02,AR00157,2026-06-14,6.0,5.873,6.0,99.0
IV-WDF02-AR00157-2026-06-15,WDF02,AR00157,2026-06-15,6.0,5.753,6.0,99.0
IV-WDF02-AR00157-2026-06-16,WDF02,AR00157,2026-06-16,5.24,4.404,6.0,99.0
IV-WDF02-AR00157-2026-06-17,WDF02,AR00157,2026-06-17,6.0,5.576,6.0,99.0
IV-WDF02-AR00157-2026-06-18,WDF02,AR00157,2026-06-18,6.0,5.381,6.0,99.0
IV-WDF02-AR00157-2026-06-19,WDF02,AR00157,2026-06-19,6.0,5.59,6.0,99.0
IV-WDF02-AR00157-2026-06-20,WDF02,AR00157,2026-06-20,6.0,5.165,6.0,99.0
IV-WDF02-AR00157-2026-06-21,WDF02,AR00157,2026-06-21,6.0,5.27,6.0,99.0
IV-WDF02-AR00157-2026-06-22,WDF02,AR00157,2026-06-22,6.0,5.217,6.0,99.0
IV-WDF02-AR00157-2026-06-23,WDF02,AR00157,2026-06-23,6.0,5.375,6.0,99.0
IV-WDF02-AR00157-2026-06-24,WDF02,AR00157,2026-06-24,6.0,5.504,6.0,99.0
IV-WDF02-AR00157-2026-06-25,WDF02,AR00157,2026-06-25,6.0,5.459,6.0,99.0
IV-WDF02-AR00157-2026-06-26,WDF02,AR00157,2026-06-26,6.0,5.165,6.0,99.0
IV-WDF02-AR00157-2026-06-27,WDF02,AR00157,2026-06-27,6.0,5.316,6.0,99.0
IV-WDF02-AR00157-2026-06-28,WDF02,AR00157,2026-06-28,6.0,5.938,6.0,99.0
IV-WDF02-AR00157-2026-06-29,WDF02,AR00157,2026-06-29,6.0,5.162,6.0,99.0
IV-WDF02-AR00157-2026-06-30,WDF02,AR00157,2026-06-30,6.0,5.615,6.0,99.0
IV-WDF02-AR00157-2026-07-01,WDF02,AR00157,2026-07-01,6.0,5.641,6.0,99.0
IV-WDF02-AR00157-2026-07-02,WDF02,AR00157,2026-07-02,6.0,5.529,6.0,99.0
IV-WDF02-AR00157-2026-07-03,WDF02,AR00157,2026-07-03,6.0,5.665,6.0,99.0
IV-WDF02-AR00171-2026-06-13,WDF02,AR00171,2026-06-13,6.0,5.976,6.0,99.0
IV-WDF02-AR00171-2026-06-14,WDF02,AR00171,2026-06-14,6.0,5.658,6.0,99.0
IV-WDF02-AR00171-2026-06-15,WDF02,AR00171,2026-06-15,6.0,5.409,6.0,99.0
IV-WDF02-AR00171-2026-06-16,WDF02,AR00171,2026-06-16,6.0,5.999,6.0,99.0
IV-WDF02-AR00171-2026-06-17,WDF02,AR00171,2026-06-17,6.0,5.553,6.0,99.0
IV-WDF02-AR00171-2026-06-18,WDF02,AR00171,2026-06-18,6.0,5.685,6.0,99.0
IV-WDF02-AR00171-2026-06-19,WDF02,AR00171,2026-06-19,6.0,5.115,6.0,99.0
IV-WDF02-AR00171-2026-06-20,WDF02,AR00171,2026-06-20,6.0,5.466,6.0,99.0
IV-WDF02-AR00171-2026-06-21,WDF02,AR00171,2026-06-21,6.0,5.449,6.0,99.0
IV-WDF02-AR00171-2026-06-22,WDF02,AR00171,2026-06-22,6.0,5.193,6.0,99.0
IV-WDF02-AR00171-2026-06-23,WDF02,AR00171,2026-06-23,6.0,5.117,6.0,99.0
IV-WDF02-AR00171-2026-06-24,WDF02,AR00171,2026-06-24,6.0,5.571,6.0,99.0
IV-WDF02-AR00171-2026-06-25,WDF02,AR00171,2026-06-25,6.0,5.666,6.0,99.0
IV-WDF02-AR00171-2026-06-26,WDF02,AR00171,2026-06-26,6.0,5.586,6.0,99.0
IV-WDF02-AR00171-2026-06-27,WDF02,AR00171,2026-06-27,6.0,5.474,6.0,99.0
IV-WDF02-AR00171-2026-06-28,WDF02,AR00171,2026-06-28,6.0,5.602,6.0,99.0
IV-WDF02-AR00171-2026-06-29,WDF02,AR00171,2026-06-29,6.0,5.438,6.0,99.0
IV-WDF02-AR00171-2026-06-30,WDF02,AR00171,2026-06-30,6.0,5.166,6.0,99.0
IV-WDF02-AR00171-2026-07-01,WDF02,AR00171,2026-07-01,6.0,5.595,6.0,99.0
IV-WDF02-AR00171-2026-07-02,WDF02,AR00171,2026-07-02,6.0,5.414,6.0,99.0
IV-WDF02-AR00171-2026-07-03,WDF02,AR00171,2026-07-03,6.0,5.527,6.0,99.0
IV-WDF02-AR00176-2026-06-13,WDF02,AR00176,2026-06-13,5.448,5.175,1.0,99.0
IV-WDF02-AR00176-2026-06-14,WDF02,AR00176,2026-06-14,5.431,4.729,2.0,99.0
